Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
V24-253,,,,0.05,0.05,,,,,,0.05,depth model from Jonkers et al. 2020,
V24-253,,,,0.15,0.15,,,,,,0.15,depth model from Jonkers et al. 2020,
V24-253,,,,0.25,0.25,,,,,,0.25,depth model from Jonkers et al. 2020,
V24-253,,,,0.35,0.35,,,,,,0.35,depth model from Jonkers et al. 2020,
V24-253,,,,0.45,0.45,,,,,,0.45,depth model from Jonkers et al. 2020,
V24-253,,,,0.65,0.65,,,,,,0.65,depth model from Jonkers et al. 2020,
V24-253,,,,0.75,0.75,,,,,,0.75,depth model from Jonkers et al. 2020,
V24-253,,,,0.85,0.85,,,,,,0.85,depth model from Jonkers et al. 2020,
V24-253,,,,0.95,0.95,,,,,,0.95,depth model from Jonkers et al. 2020,
V24-253,,,,1.05,1.05,,,,,,1.05,depth model from Jonkers et al. 2020,
V24-253,,,,1.15,1.15,,,,,,1.15,depth model from Jonkers et al. 2020,
V24-253,,,,1.25,1.25,,,,,,1.25,depth model from Jonkers et al. 2020,
V24-253,,,,1.35,1.35,,,,,,1.35,depth model from Jonkers et al. 2020,
V24-253,,,,1.45,1.45,,,,,,1.45,depth model from Jonkers et al. 2020,
V24-253,,,,1.55,1.55,,,,,,1.55,depth model from Jonkers et al. 2020,
V24-253,,,,1.65,1.65,,,,,,1.65,depth model from Jonkers et al. 2020,
V24-253,,,,1.75,1.75,,,,,,1.75,depth model from Jonkers et al. 2020,
V24-253,,,,1.85,1.85,,,,,,1.85,depth model from Jonkers et al. 2020,
V24-253,,,,1.95,1.95,,,,,,1.95,depth model from Jonkers et al. 2020,
V24-253,,,,2.05,2.05,,,,,,2.05,depth model from Jonkers et al. 2020,
