Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
BOFS26_6k,,,,0.01,0.01,,,,,,0.01,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.05,0.05,,,,,,0.05,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.07,0.07,,,,,,0.07,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.09,0.09,,,,,,0.09,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.13,0.13,,,,,,0.13,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.15,0.15,,,,,,0.15,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.17,0.17,,,,,,0.17,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.19,0.19,,,,,,0.19,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.21,0.21,,,,,,0.21,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.23,0.23,,,,,,0.23,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.25,0.25,,,,,,0.25,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.27,0.27,,,,,,0.27,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.29,0.29,,,,,,0.29,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.31,0.31,,,,,,0.31,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.33,0.33,,,,,,0.33,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.35,0.35,,,,,,0.35,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.37,0.37,,,,,,0.37,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.39,0.39,,,,,,0.39,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.41,0.41,,,,,,0.41,depth model from Repschlaeger et al. 2021,
BOFS26_6k,,,,0.43,0.43,,,,,,0.43,depth model from Repschlaeger et al. 2021,
