Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_95_percent(y BP),lower_95_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
Z2112,,0.035,5789,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.107,6196.6,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.159,6491,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.159,6491,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.211,6785.4,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.222,6847.7,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.232,6904.3,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.243,6966.6,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.243,6966.6,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.243,6966.6,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.253,7023.2,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.264,7085.5,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.264,7085.5,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.274,7142.1,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.285,7204.4,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.295,7261,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.325,8121.1,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.335,8407.8,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.345,8694.5,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.355,8981.2,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.365,9267.9,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.375,9554.6,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.385,9841.3,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.395,10128,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.405,11021,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.415,11083,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.415,11083,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.415,11083,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
Z2112,,0.425,11145,,,,,3,generated by linearly interpolating between planktonic 14 C AMS dates and converting to calendar ages using IntCal13,,
