Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_95_percent(y BP),lower_95_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
WIND-28K,,0.2,8074,,,158,158,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.21,8261,,,219,219,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.22,8448,,,358,358,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.23,8635,,,515,515,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.24,8822,,,674,674,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.25,9009,,,845,845,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.26,9194,,,723,723,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.27,9379,,,608,608,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.28,9565,,,509,509,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.29,9750,,,434,434,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.3,9935,,,425,425,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.31,10159,,,282,282,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.32,10383,,,211,211,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.33,10607,,,310,310,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.34,10831,,,533,533,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.35,11055,,,784,784,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.36,11257,,,641,641,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.37,11459,,,503,503,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.38,11661,,,382,382,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.39,11863,,,319,319,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.4,12065,,,336,336,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.41,12211,,,296,296,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.42,12357,,,302,302,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.43,12503,,,324,324,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.44,12649,,,371,371,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.45,12794,,,452,452,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.46,12989,,,322,322,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.47,13183,,,200,200,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
WIND-28K,,0.48,13377,,,125,125,3,Age model calculated by Francesco Muschitiello,BACON.IntCal13,1
