Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
WIND-28K,,0.66,0.02,4.44,0.02,4.44,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,0.7,0.02,4.36,0.02,4.36,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,0.72,-0.21,4.19,-0.21,4.19,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,0.76,-0.06,4.28,-0.06,4.28,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,0.8,-0.05,4.2,-0.05,4.2,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,0.84,0.05,4.29,0.05,4.29,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,0.88,0.09,4.17,0.09,4.17,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,0.92,0.03,4.17,0.03,4.17,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,0.96,-0.17,4.29,-0.17,4.29,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,0.98,-0.24,4.34,-0.24,4.34,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1,0.01,4.16,0.01,4.16,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.04,-0.02,4.15,-0.02,4.15,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.08,-0.13,4.04,-0.13,4.04,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.12,-0.06,4.12,-0.06,4.12,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.16,0.19,3.97,0.19,3.97,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.2,-0.08,4.06,-0.08,4.06,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.24,0.03,3.94,0.03,3.94,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.28,0.15,4.11,0.15,4.11,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.32,0.06,3.94,0.06,3.94,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.36,0.12,3.98,0.12,3.98,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.4,0.1,4,0.1,4,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.44,0.24,4.01,0.24,4.01,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.52,0.19,4.01,0.19,4.01,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.56,0.11,3.91,0.11,3.91,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.6,0.3,4.1,0.3,4.1,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.64,-0.05,3.96,-0.05,3.96,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.68,0.09,3.91,0.09,3.91,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.72,0.11,3.9,0.11,3.9,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.76,0.17,4.23,0.17,4.23,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.8,0.23,3.9,0.23,3.9,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.84,0.25,3.84,0.25,3.84,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.88,0.22,4.01,0.22,4.01,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.92,0.3,3.91,0.3,3.91,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.96,0.21,3.9,0.21,3.9,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,1.98,0.32,3.75,0.32,3.75,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,2,0.36,3.99,0.36,3.99,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,2.04,0.24,3.89,0.24,3.89,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,2.08,0.24,3.8,0.24,3.8,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,2.12,0.14,3.62,0.14,3.62,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,2.16,0.24,3.85,0.24,3.85,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,2.2,0.26,3.79,0.26,3.79,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,2.24,0.11,3.95,0.11,3.95,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,2.28,0.25,3.88,0.25,3.88,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,2.3,0.26,3.79,0.26,3.79,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
WIND-28K,,2.32,0.22,3.93,0.22,3.93,,250,355,Cibicidoides wuellerstorfi,1,,,,,,"McCave, I Nick; Kiefer, T; Thornalley, David JR; Elderfield, Henry (2005): Deep flow in the Madagascar-Mascarene Basin over the last 150000 years. Philosophical Transactions of the Royal Society A-Mathematical Physical and Engineering Sciences, 363(1826), 81-99, doi:10.1098/rsta.2004.1480",,doi:10.1594/PANGAEA.835176,1
