Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
WIND-28K,SUERC-4765 reversal not used,0,AMS,"Godwin Laboratory, University of Cambridge",G. sacculifer,8632,29,29,439.3,51.3,51.3,9153,241,145,,,,Reservoir age from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,http://onlinelibrary.wiley.com/doi/10.1029/2006GL027097/full#grl21965-sup-0000
WIND-28K,SUERC-3343,0.2,AMS,"Godwin Laboratory, University of Cambridge",G.sacculifer ,7714,28,28,470.6,50.8,50.8,8071,102,105,,,,Reservoir age from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,http://onlinelibrary.wiley.com/doi/10.1029/2006GL027097/full#grl21965-sup-0000
WIND-28K,SUERC-4766,0.32,AMS,"Godwin Laboratory, University of Cambridge",G.sacculifer ,9589,31,31,398.9,61.6,61.6,10364,180,134,,,,Reservoir age from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,http://onlinelibrary.wiley.com/doi/10.1029/2006GL027097/full#grl21965-sup-0000
WIND-28K,SUERC-3346,0.4,AMS,"Godwin Laboratory, University of Cambridge",G.ruber(w)   ,10866,42,42,574.4,52.7,52.7,12101,288,280,,,,Reservoir age from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,http://onlinelibrary.wiley.com/doi/10.1029/2006GL027097/full#grl21965-sup-0000
WIND-28K,SUERC-4767,0.48,AMS,"Godwin Laboratory, University of Cambridge",G.sacculifer ,12117,40,40,586.8,30.8,30.8,13370,92,94,,,,Reservoir age from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,http://onlinelibrary.wiley.com/doi/10.1029/2006GL027097/full#grl21965-sup-0000
WIND-28K,SUERC-3347,0.56,AMS,"Godwin Laboratory, University of Cambridge",G.ruber(w)   ,13351,49,49,607.8,34.6,34.6,15182,210,237,,,,Reservoir age from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,http://onlinelibrary.wiley.com/doi/10.1029/2006GL027097/full#grl21965-sup-0000
WIND-28K,SUERC-334,0.64,AMS,"Godwin Laboratory, University of Cambridge",G.ruber(w)   ,15011,61,61,808.1,40,40,17294,234,236,,,,Reservoir age from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,http://onlinelibrary.wiley.com/doi/10.1029/2006GL027097/full#grl21965-sup-0000
WIND-28K,SUERC-4768         ,0.8,AMS,"Godwin Laboratory, University of Cambridge",G.sacculifer,17688,76,76,791.4,43.7,43.7,20373,242,262,,,,Reservoir age from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,http://onlinelibrary.wiley.com/doi/10.1029/2006GL027097/full#grl21965-sup-0000
WIND-28K,SUERC-3350,0.96,AMS,"Godwin Laboratory, University of Cambridge",G.ruber(w)   ,20047,104,104,809.1,44.3,44.3,23186,325,313,,,,Reservoir age from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,http://onlinelibrary.wiley.com/doi/10.1029/2006GL027097/full#grl21965-sup-0000
WIND-28K,SUERC-3351,1.2,AMS,"Godwin Laboratory, University of Cambridge",G.ruber(w)   ,25645,203,203,868.6,74,74,28839,519,463,,,,Reservoir age from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,http://onlinelibrary.wiley.com/doi/10.1029/2006GL027097/full#grl21965-sup-0000
WIND-28K,,2.76,tuning,,SPECMAP,,,,,,,60.5,1500,1500,,,,Reservoir age from Butzin et al 2017,ages calibrated with PDV  GMM May 2019,,http://onlinelibrary.wiley.com/doi/10.1029/2006GL027097/full#grl21965-sup-0000
