Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
EW9504_05PC,,,,0.02,0.02,,,,,,0.02,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.08,0.08,,,,,,0.08,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.1,0.1,,,,,,0.1,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.16,0.16,,,,,,0.16,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.2,0.2,,,,,,0.2,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.28,0.28,,,,,,0.28,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.3,0.3,,,,,,0.3,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.32,0.32,,,,,,0.32,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.48,0.48,,,,,,0.48,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.5,0.5,,,,,,0.5,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.56,0.56,,,,,,0.56,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.64,0.64,,,,,,0.64,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.72,0.72,,,,,,0.72,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.8,0.8,,,,,,0.8,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.88,0.88,,,,,,0.88,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,0.94,0.94,,,,,,0.94,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,1.02,1.02,,,,,,1.02,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,1.16,1.16,,,,,,1.16,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,1.26,1.26,,,,,,1.26,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,1.34,1.34,,,,,,1.34,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,1.42,1.42,,,,,,1.42,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,1.5,1.5,,,,,,1.5,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,1.58,1.58,,,,,,1.58,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,1.66,1.66,,,,,,1.66,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,1.78,1.78,,,,,,1.78,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,1.84,1.84,,,,,,1.84,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,1.92,1.92,,,,,,1.92,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.0,2.0,,,,,,2.0,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.08,2.08,,,,,,2.08,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.1,2.1,,,,,,2.1,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.12,2.12,,,,,,2.12,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.16,2.16,,,,,,2.16,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.18,2.18,,,,,,2.18,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.24,2.24,,,,,,2.24,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.32,2.32,,,,,,2.32,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.4,2.4,,,,,,2.4,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.48,2.48,,,,,,2.48,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.54,2.54,,,,,,2.54,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.64,2.64,,,,,,2.64,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.72,2.72,,,,,,2.72,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.76,2.76,,,,,,2.76,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.8,2.8,,,,,,2.8,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.88,2.88,,,,,,2.88,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.94,2.94,,,,,,2.94,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,2.96,2.96,,,,,,2.96,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.0,3.0,,,,,,3.0,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.04,3.04,,,,,,3.04,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.1,3.1,,,,,,3.1,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.12,3.12,,,,,,3.12,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.18,3.18,,,,,,3.18,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.2,3.2,,,,,,3.2,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.26,3.26,,,,,,3.26,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.28,3.28,,,,,,3.28,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.36,3.36,,,,,,3.36,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.42,3.42,,,,,,3.42,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.5,3.5,,,,,,3.5,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.58,3.58,,,,,,3.58,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.66,3.66,,,,,,3.66,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.8,3.8,,,,,,3.8,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,3.88,3.88,,,,,,3.88,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,4.16,4.16,,,,,,4.16,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,4.2,4.2,,,,,,4.2,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,4.22,4.22,,,,,,4.22,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,4.24,4.24,,,,,,4.24,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,4.26,4.26,,,,,,4.26,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,4.28,4.28,,,,,,4.28,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,4.3,4.3,,,,,,4.3,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,4.38,4.38,,,,,,4.38,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,4.46,4.46,,,,,,4.46,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,4.54,4.54,,,,,,4.54,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,4.62,4.62,,,,,,4.62,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,4.7,4.7,,,,,,4.7,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,4.78,4.78,,,,,,4.78,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,4.86,4.86,,,,,,4.86,depth model from Jonkers et al. 2020,
EW9504_05PC,,,,5.12,5.12,,,,,,5.12,depth model from Jonkers et al. 2020,
