Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
GeoB4216-1,,,,0.03,0.03,,,,,,0.03,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.13,0.13,,,,,,0.13,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.18,0.18,,,,,,0.18,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.23,0.23,,,,,,0.23,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.28,0.28,,,,,,0.28,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.33,0.33,,,,,,0.33,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.38,0.38,,,,,,0.38,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.43,0.43,,,,,,0.43,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.48,0.48,,,,,,0.48,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.53,0.53,,,,,,0.53,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.58,0.58,,,,,,0.58,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.63,0.63,,,,,,0.63,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.68,0.68,,,,,,0.68,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.73,0.73,,,,,,0.73,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.78,0.78,,,,,,0.78,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.83,0.83,,,,,,0.83,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.88,0.88,,,,,,0.88,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.93,0.93,,,,,,0.93,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,0.98,0.98,,,,,,0.98,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.03,1.03,,,,,,1.03,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.08,1.08,,,,,,1.08,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.13,1.13,,,,,,1.13,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.18,1.18,,,,,,1.18,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.28,1.28,,,,,,1.28,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.33,1.33,,,,,,1.33,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.38,1.38,,,,,,1.38,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.48,1.48,,,,,,1.48,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.53,1.53,,,,,,1.53,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.58,1.58,,,,,,1.58,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.63,1.63,,,,,,1.63,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.68,1.68,,,,,,1.68,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.73,1.73,,,,,,1.73,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.78,1.78,,,,,,1.78,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.83,1.83,,,,,,1.83,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.88,1.88,,,,,,1.88,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,1.93,1.93,,,,,,1.93,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.03,2.03,,,,,,2.03,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.08,2.08,,,,,,2.08,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.13,2.13,,,,,,2.13,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.18,2.18,,,,,,2.18,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.23,2.23,,,,,,2.23,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.28,2.28,,,,,,2.28,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.33,2.33,,,,,,2.33,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.38,2.38,,,,,,2.38,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.43,2.43,,,,,,2.43,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.48,2.48,,,,,,2.48,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.53,2.53,,,,,,2.53,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.58,2.58,,,,,,2.58,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.63,2.63,,,,,,2.63,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.68,2.68,,,,,,2.68,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.73,2.73,,,,,,2.73,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.78,2.78,,,,,,2.78,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.83,2.83,,,,,,2.83,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.88,2.88,,,,,,2.88,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.93,2.93,,,,,,2.93,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,2.98,2.98,,,,,,2.98,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.03,3.03,,,,,,3.03,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.08,3.08,,,,,,3.08,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.13,3.13,,,,,,3.13,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.18,3.18,,,,,,3.18,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.23,3.23,,,,,,3.23,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.28,3.28,,,,,,3.28,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.33,3.33,,,,,,3.33,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.38,3.38,,,,,,3.38,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.43,3.43,,,,,,3.43,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.48,3.48,,,,,,3.48,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.53,3.53,,,,,,3.53,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.58,3.58,,,,,,3.58,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.63,3.63,,,,,,3.63,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.68,3.68,,,,,,3.68,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.73,3.73,,,,,,3.73,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.78,3.78,,,,,,3.78,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.83,3.83,,,,,,3.83,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.88,3.88,,,,,,3.88,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.93,3.93,,,,,,3.93,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,3.98,3.98,,,,,,3.98,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,4.03,4.03,,,,,,4.03,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,4.08,4.08,,,,,,4.08,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,4.13,4.13,,,,,,4.13,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,4.18,4.18,,,,,,4.18,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,4.23,4.23,,,,,,4.23,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,4.28,4.28,,,,,,4.28,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,4.33,4.33,,,,,,4.33,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,4.38,4.38,,,,,,4.38,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,4.43,4.43,,,,,,4.43,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,4.48,4.48,,,,,,4.48,depth model from Repschlaeger et al. 2021,
GeoB4216-1,,,,4.53,4.53,,,,,,4.53,depth model from Repschlaeger et al. 2021,
