Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
GeoB1720_2,,,,0.035,0.035,,,,,,0.035,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.065,0.065,,,,,,0.065,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.095,0.095,,,,,,0.095,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.125,0.125,,,,,,0.125,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.155,0.155,,,,,,0.155,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.185,0.185,,,,,,0.185,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.215,0.215,,,,,,0.215,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.245,0.245,,,,,,0.245,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.275,0.275,,,,,,0.275,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.305,0.305,,,,,,0.305,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.335,0.335,,,,,,0.335,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.365,0.365,,,,,,0.365,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.395,0.395,,,,,,0.395,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.425,0.425,,,,,,0.425,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.455,0.455,,,,,,0.455,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.485,0.485,,,,,,0.485,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.515,0.515,,,,,,0.515,depth model from Jonkers et al. 2020,
GeoB1720_2,,,,0.545,0.545,,,,,,0.545,depth model from Jonkers et al. 2020,
