Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
KNR166-2-31JPC,,1.663,1.21,3.653,1.21,3.653,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.663,1.13,3.65,1.13,3.65,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.663,1.18,3.73,1.18,3.73,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.683,1.28,3.48,1.28,3.48,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.683,1.21,3.58,1.21,3.58,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.683,1.35,3.67,1.35,3.67,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.683,1.28,3.577,1.28,3.577,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.703,1.36,3.81,1.36,3.81,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.703,1.31,3.82,1.31,3.82,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.703,1.33,3.93,1.33,3.93,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.703,1.24,3.72,1.24,3.72,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.763,1.29,3.48,1.29,3.48,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.763,1.17,3.51,1.17,3.51,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.763,1.41,3.49,1.41,3.49,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.763,1.29,3.493,1.29,3.493,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.783,1.37,3.78,1.37,3.78,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.783,1.243,3.683,1.243,3.683,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.783,1.15,3.56,1.15,3.56,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.783,1.21,3.71,1.21,3.71,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.803,1.1,3.55,1.1,3.55,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.803,1.37,3.49,1.37,3.49,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.803,1.31,3.44,1.31,3.44,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.803,1.26,3.493,1.26,3.493,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.823,1.25,3.54,1.25,3.54,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.843,1.09,3.35,1.09,3.35,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,1.863,1.06,3.7,1.06,3.7,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,2.003,1.19,3.59,1.19,3.59,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,2.003,1.187,3.57,1.187,3.57,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,2.003,1.22,3.54,1.22,3.54,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,2.003,1.15,3.58,1.15,3.58,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,2.083,1.23,3.35,1.23,3.35,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,2.083,1.33,3.41,1.33,3.41,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,2.083,1.18,3.39,1.18,3.39,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,2.083,1.247,3.383,1.247,3.383,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,2.323,1.24,3.37,1.24,3.37,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,2.323,1.233,3.453,1.233,3.453,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,2.323,1.2,3.54,1.2,3.54,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,2.323,1.26,3.45,1.26,3.45,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,2.403,1.12,3.54,1.12,3.54,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
KNR166-2-31JPC,,2.563,1.23,3.38,1.23,3.38,1,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. Paleoceanography, 26, PA1205, doi:10.1029/2010PA002032; Came et al (2007) Geophys. Monogr. Ser., vol. 173; Came et al (2008) Paleoceanography, 23, PA1217, doi:10.1029/2007PA001450",,https://www.ncdc.noaa.gov/paleo-search/study/11208,1
