Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
V29-202,,,,0.04,0.04,,,,,,0.04,depth model from Jonkers et al. 2020,
V29-202,,,,0.1,0.1,,,,,,0.1,depth model from Jonkers et al. 2020,
V29-202,,,,0.16,0.16,,,,,,0.16,depth model from Jonkers et al. 2020,
V29-202,,,,0.21,0.21,,,,,,0.21,depth model from Jonkers et al. 2020,
V29-202,,,,0.26,0.26,,,,,,0.26,depth model from Jonkers et al. 2020,
V29-202,,,,0.31,0.31,,,,,,0.31,depth model from Jonkers et al. 2020,
V29-202,,,,0.35,0.35,,,,,,0.35,depth model from Jonkers et al. 2020,
V29-202,,,,0.39,0.39,,,,,,0.39,depth model from Jonkers et al. 2020,
V29-202,,,,0.46,0.46,,,,,,0.46,depth model from Jonkers et al. 2020,
V29-202,,,,0.51,0.51,,,,,,0.51,depth model from Jonkers et al. 2020,
V29-202,,,,0.54,0.54,,,,,,0.54,depth model from Jonkers et al. 2020,
V29-202,,,,0.56,0.56,,,,,,0.56,depth model from Jonkers et al. 2020,
V29-202,,,,0.61,0.61,,,,,,0.61,depth model from Jonkers et al. 2020,
V29-202,,,,0.64,0.64,,,,,,0.64,depth model from Jonkers et al. 2020,
V29-202,,,,0.66,0.66,,,,,,0.66,depth model from Jonkers et al. 2020,
V29-202,,,,0.68,0.68,,,,,,0.68,depth model from Jonkers et al. 2020,
V29-202,,,,0.695,0.695,,,,,,0.695,depth model from Jonkers et al. 2020,
V29-202,,,,0.71,0.71,,,,,,0.71,depth model from Jonkers et al. 2020,
V29-202,,,,0.73,0.73,,,,,,0.73,depth model from Jonkers et al. 2020,
V29-202,,,,0.75,0.75,,,,,,0.75,depth model from Jonkers et al. 2020,
V29-202,,,,0.78,0.78,,,,,,0.78,depth model from Jonkers et al. 2020,
V29-202,,,,0.81,0.81,,,,,,0.81,depth model from Jonkers et al. 2020,
V29-202,,,,0.83,0.83,,,,,,0.83,depth model from Jonkers et al. 2020,
V29-202,,,,0.86,0.86,,,,,,0.86,depth model from Jonkers et al. 2020,
V29-202,,,,0.89,0.89,,,,,,0.89,depth model from Jonkers et al. 2020,
V29-202,,,,0.94,0.94,,,,,,0.94,depth model from Jonkers et al. 2020,
V29-202,,,,1.0,1.0,,,,,,1.0,depth model from Jonkers et al. 2020,
V29-202,,,,1.04,1.04,,,,,,1.04,depth model from Jonkers et al. 2020,
V29-202,,,,1.07,1.07,,,,,,1.07,depth model from Jonkers et al. 2020,
V29-202,,,,1.08,1.08,,,,,,1.08,depth model from Jonkers et al. 2020,
V29-202,,,,1.11,1.11,,,,,,1.11,depth model from Jonkers et al. 2020,
V29-202,,,,1.14,1.14,,,,,,1.14,depth model from Jonkers et al. 2020,
V29-202,,,,1.19,1.19,,,,,,1.19,depth model from Jonkers et al. 2020,
V29-202,,,,1.21,1.21,,,,,,1.21,depth model from Jonkers et al. 2020,
V29-202,,,,1.23,1.23,,,,,,1.23,depth model from Jonkers et al. 2020,
V29-202,,,,1.26,1.26,,,,,,1.26,depth model from Jonkers et al. 2020,
V29-202,,,,1.29,1.29,,,,,,1.29,depth model from Jonkers et al. 2020,
V29-202,,,,1.3,1.3,,,,,,1.3,depth model from Jonkers et al. 2020,
V29-202,,,,1.36,1.36,,,,,,1.36,depth model from Jonkers et al. 2020,
V29-202,,,,1.38,1.38,,,,,,1.38,depth model from Jonkers et al. 2020,
V29-202,,,,1.41,1.41,,,,,,1.41,depth model from Jonkers et al. 2020,
V29-202,,,,1.44,1.44,,,,,,1.44,depth model from Jonkers et al. 2020,
V29-202,,,,1.46,1.46,,,,,,1.46,depth model from Jonkers et al. 2020,
V29-202,,,,1.56,1.56,,,,,,1.56,depth model from Jonkers et al. 2020,
V29-202,,,,1.69,1.69,,,,,,1.69,depth model from Jonkers et al. 2020,
V29-202,,,,1.72,1.72,,,,,,1.72,depth model from Jonkers et al. 2020,
V29-202,,,,1.75,1.75,,,,,,1.75,depth model from Jonkers et al. 2020,
V29-202,,,,1.78,1.78,,,,,,1.78,depth model from Jonkers et al. 2020,
V29-202,,,,1.8,1.8,,,,,,1.8,depth model from Jonkers et al. 2020,
V29-202,,,,1.85,1.85,,,,,,1.85,depth model from Jonkers et al. 2020,
V29-202,,,,1.89,1.89,,,,,,1.89,depth model from Jonkers et al. 2020,
V29-202,,,,1.94,1.94,,,,,,1.94,depth model from Jonkers et al. 2020,
V29-202,,,,1.96,1.96,,,,,,1.96,depth model from Jonkers et al. 2020,
V29-202,,,,2.0,2.0,,,,,,2.0,depth model from Jonkers et al. 2020,
V29-202,,,,2.02,2.02,,,,,,2.02,depth model from Jonkers et al. 2020,
V29-202,,,,2.05,2.05,,,,,,2.05,depth model from Jonkers et al. 2020,
V29-202,,,,2.075,2.075,,,,,,2.075,depth model from Jonkers et al. 2020,
V29-202,,,,2.1,2.1,,,,,,2.1,depth model from Jonkers et al. 2020,
V29-202,,,,2.12,2.12,,,,,,2.12,depth model from Jonkers et al. 2020,
V29-202,,,,2.15,2.15,,,,,,2.15,depth model from Jonkers et al. 2020,
V29-202,,,,2.18,2.18,,,,,,2.18,depth model from Jonkers et al. 2020,
V29-202,,,,2.2,2.2,,,,,,2.2,depth model from Jonkers et al. 2020,
V29-202,,,,2.22,2.22,,,,,,2.22,depth model from Jonkers et al. 2020,
V29-202,,,,2.25,2.25,,,,,,2.25,depth model from Jonkers et al. 2020,
V29-202,,,,2.27,2.27,,,,,,2.27,depth model from Jonkers et al. 2020,
V29-202,,,,2.32,2.32,,,,,,2.32,depth model from Jonkers et al. 2020,
V29-202,,,,2.35,2.35,,,,,,2.35,depth model from Jonkers et al. 2020,
V29-202,,,,2.38,2.38,,,,,,2.38,depth model from Jonkers et al. 2020,
V29-202,,,,2.4,2.4,,,,,,2.4,depth model from Jonkers et al. 2020,
