Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
V28-122,,,,0.015,0.015,,,,,,0.015,,
V28-122,,,,0.035,0.035,,,,,,0.035,,
V28-122,,,,0.11,0.11,,,,,,0.11,,
V28-122,,,,0.16,0.16,,,,,,0.16,,
V28-122,,,,0.16,0.16,,,,,,0.16,,
V28-122,,,,0.16,0.16,,,,,,0.16,,
V28-122,,,,0.21,0.21,,,,,,0.21,,
V28-122,,,,0.26,0.26,,,,,,0.26,,
V28-122,,,,0.26,0.26,,,,,,0.26,,
V28-122,,,,0.26,0.26,,,,,,0.26,,
V28-122,,,,0.31,0.31,,,,,,0.31,,
V28-122,,,,0.36,0.36,,,,,,0.36,,
V28-122,,,,0.41,0.41,,,,,,0.41,,
V28-122,,,,0.46,0.46,,,,,,0.46,,
V28-122,,,,0.46,0.46,,,,,,0.46,,
V28-122,,,,0.46,0.46,,,,,,0.46,,
V28-122,,,,0.46,0.46,,,,,,0.46,,
V28-122,,,,0.51,0.51,,,,,,0.51,,
V28-122,,,,0.51,0.51,,,,,,0.51,,
V28-122,,,,0.51,0.51,,,,,,0.51,,
V28-122,,,,0.56,0.56,,,,,,0.56,,
V28-122,,,,0.61,0.61,,,,,,0.61,,
V28-122,,,,0.65,0.65,,,,,,0.65,,
V28-122,,,,0.71,0.71,,,,,,0.71,,
V28-122,,,,0.71,0.71,,,,,,0.71,,
V28-122,,,,0.71,0.71,,,,,,0.71,,
V28-122,,,,0.76,0.76,,,,,,0.76,,
V28-122,,,,0.76,0.76,,,,,,0.76,,
V28-122,,,,0.76,0.76,,,,,,0.76,,
V28-122,,,,0.825,0.825,,,,,,0.825,,
V28-122,,,,0.86,0.86,,,,,,0.86,,
V28-122,,,,0.86,0.86,,,,,,0.86,,
V28-122,,,,0.86,0.86,,,,,,0.86,,
V28-122,,,,0.91,0.91,,,,,,0.91,,
V28-122,,,,0.97,0.97,,,,,,0.97,,
V28-122,,,,1.11,1.11,,,,,,1.11,,
V28-122,,,,1.16,1.16,,,,,,1.16,,
V28-122,,,,1.21,1.21,,,,,,1.21,,
V28-122,,,,1.25,1.25,,,,,,1.25,,
V28-122,,,,1.28,1.28,,,,,,1.28,,
V28-122,,,,1.35,1.35,,,,,,1.35,,
V28-122,,,,1.41,1.41,,,,,,1.41,,
V28-122,,,,1.45,1.45,,,,,,1.45,,
V28-122,,,,1.515,1.515,,,,,,1.515,,
V28-122,,,,1.565,1.565,,,,,,1.565,,
V28-122,,,,1.715,1.715,,,,,,1.715,,
V28-122,,,,1.76,1.76,,,,,,1.76,,
V28-122,,,,1.815,1.815,,,,,,1.815,,
V28-122,,,,1.86,1.86,,,,,,1.86,,
