Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
KNR31-GPC5,,0.32,-0.03,2.23,-0.03,2.23,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.34,1.04,2.73,1.04,2.73,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.35,0.36,2.24,0.36,2.24,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.36,0.57,2.2,0.57,2.2,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.38,0.92,2.65,0.92,2.65,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.4,0.76,2.29,0.76,2.29,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.42,0.87,2.67,0.87,2.67,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.44,-0.18,2.32,-0.18,2.32,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.46,0.75,2.53,0.75,2.53,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.48,0.26,2.58,0.26,2.58,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.5,0.03,2.31,0.03,2.31,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.53,0.8,2.57,0.8,2.57,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.54,0.77,2.53,0.77,2.53,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.57,0.27,2.45,0.27,2.45,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.58,1.12,2.71,1.12,2.71,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.6,0.8,2.45,0.8,2.45,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.62,0.57,2.51,0.57,2.51,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.64,0.94,2.55,0.94,2.55,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.65,0.17,2.41,0.17,2.41,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.66,-0.19,1.9,-0.19,1.9,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.68,0.85,2.31,0.85,2.31,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.73,0.48,2.34,0.48,2.34,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.74,-0.04,2.47,-0.04,2.47,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.78,0.8,2.46,0.8,2.46,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.86,0.65,2.48,0.65,2.48,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.9,0.87,2.3,0.87,2.3,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.94,0.28,2.47,0.28,2.47,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.95,1.13,2.46,1.13,2.46,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,0.98,0.19,2.48,0.19,2.48,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.02,0.83,2.54,0.83,2.54,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.06,0.42,2.6,0.42,2.6,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.14,1.05,2.66,1.05,2.66,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.38,0.84,2.51,0.84,2.51,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.42,0.8,2.63,0.8,2.63,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.46,0.46,2.62,0.46,2.62,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.48,0.87,2.42,0.87,2.42,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.53,0.76,2.55,0.76,2.55,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.58,1.02,2.57,1.02,2.57,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.62,0.67,2.41,0.67,2.41,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.7,0.6,2.63,0.6,2.63,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.74,0.58,2.81,0.58,2.81,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.78,0.68,2.8,0.68,2.8,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.82,0.01,3.12,0.01,3.12,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.85,0.14,2.89,0.14,2.89,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.86,0.3,3.05,0.3,3.05,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.9,-0.34,2.83,-0.34,2.83,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.94,-0.28,2.97,-0.28,2.97,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.95,0,2.95,0,2.95,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,1.98,0,3.19,0,3.19,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,2.02,0.1,3.14,0.1,3.14,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,2.06,0.23,3.38,0.23,3.38,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,2.1,-0.15,3.3,-0.15,3.3,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,2.14,0.59,3.11,0.59,3.11,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,2.18,0.32,3.33,0.32,3.33,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,2.71,-0.37,3.54,-0.37,3.54,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,2.75,-0.7,3.54,-0.7,3.54,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,2.79,-0.88,3.43,-0.88,3.43,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,2.83,-0.55,3.5,-0.55,3.5,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,2.87,-0.64,3.52,-0.64,3.52,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,2.91,-0.45,3.51,-0.45,3.51,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,2.95,-0.62,3.61,-0.62,3.61,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,3.26,-0.52,3.71,-0.52,3.71,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
KNR31-GPC5,,4.75,-0.55,3.83,-0.55,3.83,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Keigwin et al. (1991) JGR; Keigwin and Jones (1994) JGR (chronology),,https://doi.org/10.1029/91JC01624,1
