Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
GeoB16224-1,,1.4,-0.01,4.05,-0.01,4.05,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,1.48,0.09,4.13,0.09,4.13,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,1.5,-0.19,4.2,-0.19,4.2,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,1.52,0.13,4.07,0.13,4.07,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,1.56,-0.03,4.25,-0.03,4.25,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,1.7,0.17,4.66,0.17,4.66,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,1.72,0.12,4.46,0.12,4.46,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,1.78,0.43,4.64,0.43,4.64,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,1.82,0.39,4.9,0.39,4.9,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,1.86,0.21,4.52,0.21,4.52,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,1.92,0.62,4.71,0.62,4.71,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,1.98,0.4,4.26,0.4,4.26,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,2.06,0.49,4.7,0.49,4.7,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,2.26,0.21,4.61,0.21,4.61,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,2.28,0.54,4.6,0.54,4.6,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,2.46,0.47,4.58,0.47,4.58,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,2.48,0.39,4.49,0.39,4.49,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,2.52,0.51,4.71,0.51,4.71,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,2.58,0.07,4.53,0.07,4.53,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,2.6,0.57,4.48,0.57,4.48,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,2.66,0.38,4.56,0.38,4.56,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,2.7,0.45,4.37,0.45,4.37,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,2.74,-0.06,4.59,-0.06,4.59,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,2.86,0.48,4.74,0.48,4.74,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,2.88,0.41,4.46,0.41,4.46,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,2.9,0.31,4.57,0.31,4.57,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,3.2,0.16,4.56,0.16,4.56,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,3.22,0.49,4.59,0.49,4.59,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,3.38,0.42,4.53,0.42,4.53,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,3.48,0.39,4.54,0.39,4.54,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,3.5,0.27,4.44,0.27,4.44,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,3.66,0.2,4.22,0.2,4.22,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,3.7,0.22,4.65,0.22,4.65,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,3.72,0.55,4.59,0.55,4.59,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,3.76,0.01,4.38,0.01,4.38,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,3.8,0.54,4.49,0.54,4.49,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,4.02,0.29,4.54,0.29,4.54,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,4.14,0.32,4.23,0.32,4.23,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,4.18,0.21,4.37,0.21,4.37,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,4.22,0.13,4.14,0.13,4.14,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,4.26,0.05,4.27,0.05,4.27,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,4.28,0.33,4.33,0.33,4.33,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,4.34,0.48,3.52,0.48,3.52,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,4.36,0.24,4.19,0.24,4.19,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,4.38,0.08,4.21,0.08,4.21,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,4.6,0.6,4.24,0.6,4.24,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,5.1,0.37,4.05,0.37,4.05,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
