Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
CH82-20PC,,,,0.035,0.035,,,,,,0.035,,
CH82-20PC,,,,0.05,0.05,,,,,,0.05,,
CH82-20PC,,,,0.07,0.07,,,,,,0.07,,
CH82-20PC,,,,0.11,0.11,,,,,,0.11,,
CH82-20PC,,,,0.13,0.13,,,,,,0.13,,
CH82-20PC,,,,0.15,0.15,,,,,,0.15,,
CH82-20PC,,,,0.17,0.17,,,,,,0.17,,
CH82-20PC,,,,0.18,0.18,,,,,,0.18,,
CH82-20PC,,,,0.2,0.2,,,,,,0.2,,
CH82-20PC,,,,0.23,0.23,,,,,,0.23,,
CH82-20PC,,,,0.29,0.29,,,,,,0.29,,
CH82-20PC,,,,0.3,0.3,,,,,,0.3,,
CH82-20PC,,,,0.31,0.31,,,,,,0.31,,
CH82-20PC,,,,0.33,0.33,,,,,,0.33,,
CH82-20PC,,,,0.335,0.335,,,,,,0.335,,
CH82-20PC,,,,0.345,0.345,,,,,,0.345,,
CH82-20PC,,,,0.35,0.35,,,,,,0.35,,
CH82-20PC,,,,0.37,0.37,,,,,,0.37,,
CH82-20PC,,,,0.385,0.385,,,,,,0.385,,
CH82-20PC,,,,0.39,0.39,,,,,,0.39,,
CH82-20PC,,,,0.41,0.41,,,,,,0.41,,
CH82-20PC,,,,0.425,0.425,,,,,,0.425,,
CH82-20PC,,,,0.43,0.43,,,,,,0.43,,
CH82-20PC,,,,0.435,0.435,,,,,,0.435,,
CH82-20PC,,,,0.435,0.435,,,,,,0.435,,
CH82-20PC,,,,0.435,0.435,,,,,,0.435,,
CH82-20PC,,,,0.445,0.445,,,,,,0.445,,
CH82-20PC,,,,0.45,0.45,,,,,,0.45,,
CH82-20PC,,,,0.455,0.455,,,,,,0.455,,
CH82-20PC,,,,0.455,0.455,,,,,,0.455,,
CH82-20PC,,,,0.455,0.455,,,,,,0.455,,
CH82-20PC,,,,0.47,0.47,,,,,,0.47,,
CH82-20PC,,,,0.47,0.47,,,,,,0.47,,
CH82-20PC,,,,0.47,0.47,,,,,,0.47,,
CH82-20PC,,,,0.48,0.48,,,,,,0.48,,
CH82-20PC,,,,0.49,0.49,,,,,,0.49,,
CH82-20PC,,,,0.5,0.5,,,,,,0.5,,
CH82-20PC,,,,0.5,0.5,,,,,,0.5,,
CH82-20PC,,,,0.5,0.5,,,,,,0.5,,
CH82-20PC,,,,0.52,0.52,,,,,,0.52,,
CH82-20PC,,,,0.54,0.54,,,,,,0.54,,
CH82-20PC,,,,0.56,0.56,,,,,,0.56,,
CH82-20PC,,,,0.58,0.58,,,,,,0.58,,
CH82-20PC,,,,0.6,0.6,,,,,,0.6,,
CH82-20PC,,,,0.64,0.64,,,,,,0.64,,
CH82-20PC,,,,0.66,0.66,,,,,,0.66,,
CH82-20PC,,,,0.68,0.68,,,,,,0.68,,
CH82-20PC,,,,0.705,0.705,,,,,,0.705,,
CH82-20PC,,,,0.71,0.71,,,,,,0.71,,
CH82-20PC,,,,0.72,0.72,,,,,,0.72,,
CH82-20PC,,,,0.73,0.73,,,,,,0.73,,
CH82-20PC,,,,0.7425,0.7425,,,,,,0.7425,,
CH82-20PC,,,,0.76,0.76,,,,,,0.76,,
CH82-20PC,,,,0.76,0.76,,,,,,0.76,,
CH82-20PC,,,,0.76,0.76,,,,,,0.76,,
CH82-20PC,,,,0.77,0.77,,,,,,0.77,,
CH82-20PC,,,,0.78,0.78,,,,,,0.78,,
CH82-20PC,,,,0.78,0.78,,,,,,0.78,,
CH82-20PC,,,,0.78,0.78,,,,,,0.78,,
CH82-20PC,,,,0.8,0.8,,,,,,0.8,,
CH82-20PC,,,,0.84,0.84,,,,,,0.84,,
CH82-20PC,,,,0.86,0.86,,,,,,0.86,,
CH82-20PC,,,,0.88,0.88,,,,,,0.88,,
CH82-20PC,,,,0.9,0.9,,,,,,0.9,,
CH82-20PC,,,,0.92,0.92,,,,,,0.92,,
CH82-20PC,,,,0.94,0.94,,,,,,0.94,,
CH82-20PC,,,,0.98,0.98,,,,,,0.98,,
CH82-20PC,,,,1.02,1.02,,,,,,1.02,,
CH82-20PC,,,,1.04,1.04,,,,,,1.04,,
CH82-20PC,,,,1.08,1.08,,,,,,1.08,,
CH82-20PC,,,,1.12,1.12,,,,,,1.12,,
CH82-20PC,,,,1.14,1.14,,,,,,1.14,,
CH82-20PC,,,,1.14,1.14,,,,,,1.14,,
CH82-20PC,,,,1.14,1.14,,,,,,1.14,,
CH82-20PC,,,,1.16,1.16,,,,,,1.16,,
CH82-20PC,,,,1.18,1.18,,,,,,1.18,,
