Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
CH82-20PC,,,,0.18,0.18,,,,,,0.18,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.2,0.2,,,,,,0.2,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.23,0.23,,,,,,0.23,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.28,0.28,,,,,,0.28,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.28,0.28,,,,,,0.28,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.28,0.28,,,,,,0.28,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.28,0.28,,,,,,0.28,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.29,0.29,,,,,,0.29,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.3,0.3,,,,,,0.3,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.32,0.32,,,,,,0.32,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.33,0.33,,,,,,0.33,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.35,0.35,,,,,,0.35,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.35,0.35,,,,,,0.35,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.35,0.35,,,,,,0.35,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.37,0.37,,,,,,0.37,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.39,0.39,,,,,,0.39,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.41,0.41,,,,,,0.41,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.43,0.43,,,,,,0.43,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.45,0.45,,,,,,0.45,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.49,0.49,,,,,,0.49,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.51,0.51,,,,,,0.51,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.53,0.53,,,,,,0.53,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.56,0.56,,,,,,0.56,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.56,0.56,,,,,,0.56,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.56,0.56,,,,,,0.56,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.57,0.57,,,,,,0.57,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.58,0.58,,,,,,0.58,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.59,0.59,,,,,,0.59,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.61,0.61,,,,,,0.61,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.61,0.61,,,,,,0.61,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.61,0.61,,,,,,0.61,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.62,0.62,,,,,,0.62,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.63,0.63,,,,,,0.63,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.63,0.63,,,,,,0.63,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.63,0.63,,,,,,0.63,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.65,0.65,,,,,,0.65,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.69,0.69,,,,,,0.69,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.71,0.71,,,,,,0.71,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.73,0.73,,,,,,0.73,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.75,0.75,,,,,,0.75,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.77,0.77,,,,,,0.77,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.79,0.79,,,,,,0.79,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.83,0.83,,,,,,0.83,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.87,0.87,,,,,,0.87,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.89,0.89,,,,,,0.89,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.93,0.93,,,,,,0.93,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.97,0.97,,,,,,0.97,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.99,0.99,,,,,,0.99,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.99,0.99,,,,,,0.99,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,0.99,0.99,,,,,,0.99,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,1.01,1.01,,,,,,1.01,depth model from Repschlaeger et al. 2021,
CH82-20PC,,,,1.03,1.03,,,,,,1.03,depth model from Repschlaeger et al. 2021,
