Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
KNR207-2_GGC3,,0.41,0.902,3.848,0.902,3.848,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.43,0.724,4.163,0.724,4.163,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.45,0.592,4.263,0.592,4.263,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.47,0.701,4.143,0.701,4.143,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.47,0.692,3.983,0.692,3.983,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.47,0.697,4.063,0.697,4.063,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.49,0.496,3.936,0.496,3.936,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.49,0.625,3.91,0.625,3.91,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.49,0.367,3.962,0.367,3.962,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.51,0.241,3.706,0.241,3.706,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.53,0.578,3.586,0.578,3.586,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.55,0.515,4.007,0.515,4.007,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.57,0.48,3.728,0.48,3.728,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.59,0.634,4.014,0.634,4.014,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.59,0.755,3.877,0.755,3.877,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.59,0.695,3.945,0.695,3.945,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.61,0.895,3.977,0.895,3.977,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.63,0.889,3.831,0.889,3.831,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.65,0.34,3.601,0.34,3.601,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.67,1.097,3.959,1.097,3.959,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.67,1.052,3.893,1.052,3.893,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.67,1.143,4.024,1.143,4.024,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.69,0.585,3.965,0.585,3.965,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.71,0.784,3.812,0.784,3.812,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.73,0.947,3.659,0.947,3.659,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.73,0.482,3.841,0.482,3.841,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.73,0.715,3.75,0.715,3.75,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.75,0.749,3.754,0.749,3.754,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.77,0.876,3.809,0.876,3.809,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.77,0.96,3.826,0.96,3.826,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.77,0.791,3.791,0.791,3.791,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.79,0.606,3.687,0.606,3.687,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.79,0.587,3.717,0.587,3.717,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.79,0.596,3.702,0.596,3.702,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.81,0.641,3.802,0.641,3.802,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
KNR207-2_GGC3,,0.81,0.632,3.583,0.632,3.583,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Middleton, J. L., C. H. Langmuir, S. Mukhopadhyay, J. F. McManus, and J. X. Mitrovica (2016), Hydrothermal iron flux variability following rapid sea level changes, Geophysical Research Letters, 43(8), 3848-3856, https://doi.org/10.1002/2016GL068408. ; Middleton, J. L., S. Mukhopadhyay, C. H. Langmuir, J. F. McManus, and P. J. Huybers (2018), Millennial-scale variations in dustiness recorded in Mid-Atlantic sediments from 0 to 70 ka, Earth and Planetary Science Letters, 482, 12-22, https://doi.org/10.1016/j.epsl.2017.10.034.",,supplementary materials of the papers; https://doi.org/10.1016/j.epsl.2017.10.034,1
