Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
see age data text file, Tuhua,see age data text file,radiocarbon dating on tephras,,,NaN,NaN,NaN,,,,6947,NaN,NaN,IntCal 2013,,,,,"Sikes, E. L., and T. P. Guilderson (2016), Southwest Pacific Ocean surface reservoir ages since the last glaciation: Circulation insights from multiple-core studies, Paleoceanography, 31, 298-310",https://doi.org/10.1002/2015PA002855
, Whakatane,,radiocarbon dating on tephras,,,4830,20,20,,,,5499,60,60,IntCal 2013,,,,,"Sikes, E. L., and T. P. Guilderson (2016), Southwest Pacific Ocean surface reservoir ages since the last glaciation: Circulation insights from multiple-core studies, Paleoceanography, 31, 298-310",https://doi.org/10.1002/2015PA002855
, Mamaku,,radiocarbon dating on tephras,,,7250,20,20,,,,8009,70,70,IntCal 2013,,,,,"Sikes, E. L., and T. P. Guilderson (2016), Southwest Pacific Ocean surface reservoir ages since the last glaciation: Circulation insights from multiple-core studies, Paleoceanography, 31, 298-310",https://doi.org/10.1002/2015PA002855
, Rotoma ,,radiocarbon dating on tephras,,,8530,10,10,,,,9296,220,220,IntCal 2013,,,,,"Sikes, E. L., and T. P. Guilderson (2016), Southwest Pacific Ocean surface reservoir ages since the last glaciation: Circulation insights from multiple-core studies, Paleoceanography, 31, 298-310",https://doi.org/10.1002/2015PA002855
, Waiohau,,radiocarbon dating on tephras,,,12417,279,279,,,,13998,110,110,IntCal 2013,,,,,"Sikes, E. L., and T. P. Guilderson (2016), Southwest Pacific Ocean surface reservoir ages since the last glaciation: Circulation insights from multiple-core studies, Paleoceanography, 31, 298-310",https://doi.org/10.1002/2015PA002855
, Rerewhakaaitu,,radiocarbon dating on tephras,,,14700,110,110,,,,17906,147,147,IntCal 2013,,,,,"Sikes, E. L., and T. P. Guilderson (2016), Southwest Pacific Ocean surface reservoir ages since the last glaciation: Circulation insights from multiple-core studies, Paleoceanography, 31, 298-310",https://doi.org/10.1002/2015PA002855
, Kawakawa,,radiocarbon dating on tephras,,,21299,?,?,,,,25650,40,40,IntCal 2013,,,,,"Sikes, E. L., and T. P. Guilderson (2016), Southwest Pacific Ocean surface reservoir ages since the last glaciation: Circulation insights from multiple-core studies, Paleoceanography, 31, 298-310",https://doi.org/10.1002/2015PA002855
