Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_95_percent(y BP),lower_95_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
SK157-GC16,,0.01,3150,,,,,3,original publication,,
SK157-GC16,,0.05,4490,,,,,3,original publication,,
SK157-GC16,,0.09,5820,,,,,3,original publication,,
SK157-GC16,,0.11,6490,,,,,3,original publication,,
SK157-GC16,,0.15,7830,,,,,3,original publication,,
SK157-GC16,,0.21,10110,,,,,3,original publication,,
SK157-GC16,,0.25,12010,,,,,3,original publication,,
SK157-GC16,,0.27,12960,,,,,3,original publication,,
SK157-GC16,,0.29,13910,,,,,3,original publication,,
SK157-GC16,,0.31,14860,,,,,3,original publication,,
SK157-GC16,,0.35,16200,,,,,3,original publication,,
SK157-GC16,,0.37,16880,,,,,3,original publication,,
SK157-GC16,,0.41,18230,,,,,3,original publication,,
SK157-GC16,,0.45,19570,,,,,3,original publication,,
SK157-GC16,,0.47,20250,,,,,3,original publication,,
SK157-GC16,,0.49,20920,,,,,3,original publication,,
SK157-GC16,,0.51,21590,,,,,3,original publication,,
SK157-GC16,,0.53,22240,,,,,3,original publication,,
SK157-GC16,,0.55,22880,,,,,3,original publication,,
SK157-GC16,,0.59,24180,,,,,3,original publication,,
SK157-GC16,,0.65,26110,,,,,3,original publication,,
SK157-GC16,,0.69,27660,,,,,3,original publication,,
SK157-GC16,,0.71,28440,,,,,3,original publication,,
SK157-GC16,,0.75,29980,,,,,3,original publication,,
SK157-GC16,,0.81,32310,,,,,3,original publication,,
SK157-GC16,,0.91,36140,,,,,3,original publication,,
SK157-GC16,,1.01,39970,,,,,3,original publication,,
SK157-GC16,,1.11,43800,,,,,3,original publication,,
SK157-GC16,,1.21,47640,,,,,3,original publication,,
SK157-GC16,,1.31,51470,,,,,3,original publication,,
SK157-GC16,,1.33,52230,,,,,3,original publication,,
SK157-GC16,,1.35,53000,,,,,3,original publication,,
SK157-GC16,,1.39,55800,,,,,3,original publication,,
SK157-GC16,,1.41,57200,,,,,3,original publication,,
SK157-GC16,,1.47,61400,,,,,3,original publication,,
SK157-GC16,,1.51,64200,,,,,3,original publication,,
SK157-GC16,,1.53,65600,,,,,3,original publication,,
SK157-GC16,,1.57,68400,,,,,3,original publication,,
