Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
SO82-5-2,,,,0.02,0.02,,,,,,0.02,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.08,0.08,,,,,,0.08,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.11,0.11,,,,,,0.11,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.375,0.375,,,,,,0.375,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.425,0.425,,,,,,0.425,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.45,0.45,,,,,,0.45,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.475,0.475,,,,,,0.475,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.525,0.525,,,,,,0.525,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.55,0.55,,,,,,0.55,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.575,0.575,,,,,,0.575,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.625,0.625,,,,,,0.625,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.65,0.65,,,,,,0.65,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.675,0.675,,,,,,0.675,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.71,0.71,,,,,,0.71,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.75,0.75,,,,,,0.75,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.775,0.775,,,,,,0.775,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.83,0.83,,,,,,0.83,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.91,0.91,,,,,,0.91,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.92,0.92,,,,,,0.92,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.925,0.925,,,,,,0.925,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.95,0.95,,,,,,0.95,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.975,0.975,,,,,,0.975,depth model from Jonkers et al. 2020,
SO82-5-2,,,,0.98,0.98,,,,,,0.98,depth model from Jonkers et al. 2020,
SO82-5-2,,,,1.0,1.0,,,,,,1.0,depth model from Jonkers et al. 2020,
SO82-5-2,,,,1.01,1.01,,,,,,1.01,depth model from Jonkers et al. 2020,
SO82-5-2,,,,1.05,1.05,,,,,,1.05,depth model from Jonkers et al. 2020,
