Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
SO82-5-2,,0.95,,KIA2721,N. pachyderma,16240,110,110,1165.3,203,203,18317,224,236,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.1,,KIA4234,N. pachyderma,17360,70,70,1093,200.6,200.6,19651,246,204,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.2,,KIA2722,N. pachyderma,18550,150,140,1104.6,199.6,199.6,21069,285,267,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.28,,KIA2723,N. pachyderma,18910,140,140,1159.4,197.7,197.7,21499,287,289,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.34,,KIA2724,N. pachyderma,19610,60,60,1247.7,196.2,196.2,22236,188,253,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.34,,KIA4235,N. pachyderma,20130,160,150,1161.1,196.3,196.3,22827,259,269,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.38,,KIA2725,N. pachyderma,18570,150,150,1107.8,199.7,199.7,21091,283,268,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.45,,KIA2726,N. pachyderma,20250,170,160,1140.9,196.7,196.7,23029,336,282,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.52,,KIA2727,N. pachyderma,20790,190,180,1185.2,193.3,193.3,23628,289,285,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.56,,KIA2728,N. pachyderma,21070,170,170,1206.9,192.8,192.8,23904,252,263,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.6,,KIA2729,N. pachyderma,20410,180,180,1135.2,197.3,197.3,23221,279,273,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.64,,KIA2730,N. pachyderma,22010,190,180,1289.4,196,196,24964,318,383,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.68,,KIA2731,N. pachyderma,22700,210,200,1335.1,191.3,191.3,25704,194,209,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.72,,KIA2732,N. pachyderma,23150,220,220,1232,193.9,193.9,26127,262,212,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.76,,KIA1474,N. pachyderma,23510,210,200,1238.8,197.8,197.8,26503,393,327,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.82,,KIA1475,N. pachyderma,23960,210,210,1357.4,198,198,26925,313,341,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.87,,KIA2274,N. pachyderma,24810,200,200,1302.9,198,198,27661,169,178,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.91,,KIA1798,N. pachyderma,24790,250,240,1324.1,198.1,198.1,27636,178,188,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,1.95,,KIA1800,N. pachyderma,24920,260,250,1272.3,197.8,197.8,27749,190,189,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,2,,KIA1801,N. pachyderma,25640,270,260,1241.4,198.2,198.2,28449,275,306,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
SO82-5-2,,2.06,,KIA1802,N. pachyderma,25700,280,270,1243,200.5,200.5,28506,264,300,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.57808
