Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
Vi-37GC,,0.01,,,,3930.0,65.0,65.0,591.0,50.4,50.4,3578.0,246.0,185.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
Vi-37GC,,0.18,,,,8200.0,80.0,80.0,605.0,53.5,53.5,8391.0,196.0,199.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
Vi-37GC,,0.24,,,,9420.0,95.0,95.0,575.0,69.6,69.6,9908.0,291.0,351.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
Vi-37GC,,0.33,,,,10050.0,140.0,140.0,724.0,62.0,62.0,10573.0,511.0,349.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
Vi-37GC,,0.42,,,,12420.0,100.0,100.0,773.0,73.80000000000001,73.80000000000001,13521.0,265.0,264.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
Vi-37GC,,0.5,,,,12910.0,95.0,95.0,733.0,46.199999999999996,46.199999999999996,14132.0,675.0,336.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
Vi-37GC,,0.56,,,,12880.0,115.0,115.0,762.0,45.900000000000006,45.900000000000006,14043.0,760.0,429.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
Vi-37GC,,0.58,,,,13150.0,100.0,100.0,748.0,44.6,44.6,14544.0,441.0,441.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
Vi-37GC,,0.64,,,,12800.0,100.0,100.0,755.0,44.900000000000006,44.900000000000006,13920.0,260.0,313.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
Vi-37GC,,0.72,,,,13300.0,100.0,100.0,849.0,48.300000000000004,48.300000000000004,14619.0,459.0,458.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
Vi-37GC,,0.84,,,,13700.0,130.0,130.0,844.0,58.8,58.8,15373.0,413.0,410.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
Vi-37GC,,1.12,,,,16650.0,130.0,130.0,1020.9999999999999,54.300000000000004,54.300000000000004,18929.0,310.0,263.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
Vi-37GC,,1.44,,,,20100.0,180.0,180.0,1065.0,60.0,60.0,22957.0,741.0,481.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
