Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
Vi-37GC,,,,0.01,0.01,,,,,,0.01,,
Vi-37GC,,,,0.04,0.04,,,,,,0.04,,
Vi-37GC,,,,0.06,0.06,,,,,,0.06,,
Vi-37GC,,,,0.1,0.1,,,,,,0.1,,
Vi-37GC,,,,0.12,0.12,,,,,,0.12,,
Vi-37GC,,,,0.14,0.14,,,,,,0.14,,
Vi-37GC,,,,0.16,0.16,,,,,,0.16,,
Vi-37GC,,,,0.18,0.18,,,,,,0.18,,
Vi-37GC,,,,0.2,0.2,,,,,,0.2,,
Vi-37GC,,,,0.22,0.22,,,,,,0.22,,
Vi-37GC,,,,0.24,0.24,,,,,,0.24,,
Vi-37GC,,,,0.28,0.28,,,,,,0.28,,
Vi-37GC,,,,0.3,0.3,,,,,,0.3,,
Vi-37GC,,,,0.32,0.32,,,,,,0.32,,
Vi-37GC,,,,0.34,0.34,,,,,,0.34,,
Vi-37GC,,,,0.36,0.36,,,,,,0.36,,
Vi-37GC,,,,0.38,0.38,,,,,,0.38,,
Vi-37GC,,,,0.4,0.4,,,,,,0.4,,
Vi-37GC,,,,0.42,0.42,,,,,,0.42,,
Vi-37GC,,,,0.44,0.44,,,,,,0.44,,
Vi-37GC,,,,0.54,0.54,,,,,,0.54,,
Vi-37GC,,,,0.56,0.56,,,,,,0.56,,
Vi-37GC,,,,0.58,0.58,,,,,,0.58,,
Vi-37GC,,,,0.62,0.62,,,,,,0.62,,
Vi-37GC,,,,0.66,0.66,,,,,,0.66,,
Vi-37GC,,,,0.7,0.7,,,,,,0.7,,
Vi-37GC,,,,0.72,0.72,,,,,,0.72,,
Vi-37GC,,,,0.74,0.74,,,,,,0.74,,
Vi-37GC,,,,0.76,0.76,,,,,,0.76,,
Vi-37GC,,,,0.78,0.78,,,,,,0.78,,
Vi-37GC,,,,0.8,0.8,,,,,,0.8,,
Vi-37GC,,,,0.82,0.82,,,,,,0.82,,
Vi-37GC,,,,0.84,0.84,,,,,,0.84,,
Vi-37GC,,,,0.86,0.86,,,,,,0.86,,
Vi-37GC,,,,0.88,0.88,,,,,,0.88,,
Vi-37GC,,,,0.9,0.9,,,,,,0.9,,
Vi-37GC,,,,0.92,0.92,,,,,,0.92,,
Vi-37GC,,,,0.96,0.96,,,,,,0.96,,
Vi-37GC,,,,0.98,0.98,,,,,,0.98,,
Vi-37GC,,,,1.0,1.0,,,,,,1.0,,
Vi-37GC,,,,1.04,1.04,,,,,,1.04,,
Vi-37GC,,,,1.08,1.08,,,,,,1.08,,
Vi-37GC,,,,1.16,1.16,,,,,,1.16,,
Vi-37GC,,,,1.2,1.2,,,,,,1.2,,
Vi-37GC,,,,1.24,1.24,,,,,,1.24,,
Vi-37GC,,,,1.28,1.28,,,,,,1.28,,
Vi-37GC,,,,1.32,1.32,,,,,,1.32,,
