Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
SU81-18,,,,0.1,0.1,,,,,,0.1,depth model from Jonkers et al. 2020,
SU81-18,,,,0.2,0.2,,,,,,0.2,depth model from Jonkers et al. 2020,
SU81-18,,,,0.3,0.3,,,,,,0.3,depth model from Jonkers et al. 2020,
SU81-18,,,,0.4,0.4,,,,,,0.4,depth model from Jonkers et al. 2020,
SU81-18,,,,0.5,0.5,,,,,,0.5,depth model from Jonkers et al. 2020,
SU81-18,,,,0.6,0.6,,,,,,0.6,depth model from Jonkers et al. 2020,
SU81-18,,,,0.7,0.7,,,,,,0.7,depth model from Jonkers et al. 2020,
SU81-18,,,,0.8,0.8,,,,,,0.8,depth model from Jonkers et al. 2020,
SU81-18,,,,0.9,0.9,,,,,,0.9,depth model from Jonkers et al. 2020,
SU81-18,,,,1.0,1.0,,,,,,1.0,depth model from Jonkers et al. 2020,
SU81-18,,,,1.1,1.1,,,,,,1.1,depth model from Jonkers et al. 2020,
SU81-18,,,,1.2,1.2,,,,,,1.2,depth model from Jonkers et al. 2020,
SU81-18,,,,1.3,1.3,,,,,,1.3,depth model from Jonkers et al. 2020,
SU81-18,,,,1.35,1.35,,,,,,1.35,depth model from Jonkers et al. 2020,
SU81-18,,,,1.39,1.39,,,,,,1.39,depth model from Jonkers et al. 2020,
SU81-18,,,,1.4,1.4,,,,,,1.4,depth model from Jonkers et al. 2020,
SU81-18,,,,1.45,1.45,,,,,,1.45,depth model from Jonkers et al. 2020,
SU81-18,,,,1.5,1.5,,,,,,1.5,depth model from Jonkers et al. 2020,
SU81-18,,,,1.6,1.6,,,,,,1.6,depth model from Jonkers et al. 2020,
SU81-18,,,,2.0,2.0,,,,,,2.0,depth model from Jonkers et al. 2020,
SU81-18,,,,2.1,2.1,,,,,,2.1,depth model from Jonkers et al. 2020,
SU81-18,,,,2.2,2.2,,,,,,2.2,depth model from Jonkers et al. 2020,
SU81-18,,,,2.4,2.4,,,,,,2.4,depth model from Jonkers et al. 2020,
SU81-18,,,,2.5,2.5,,,,,,2.5,depth model from Jonkers et al. 2020,
SU81-18,,,,3.35,3.35,,,,,,3.35,depth model from Jonkers et al. 2020,
SU81-18,,,,3.4,3.4,,,,,,3.4,depth model from Jonkers et al. 2020,
SU81-18,,,,3.6,3.6,,,,,,3.6,depth model from Jonkers et al. 2020,
SU81-18,,,,6.3,6.3,,,,,,6.3,depth model from Jonkers et al. 2020,
