Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_95_percent(y BP),lower_95_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
ME0005A-27JC,,0.1,1878.05,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.11,2065.85,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.12,2253.66,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.14,2629.27,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.16,3004.88,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.17,3192.68,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.17,3192.68,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.18,3380.49,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.19,3568.29,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.19,3568.29,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.2,3756.1,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.22,4131.71,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.22,4131.71,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.24,4507.32,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.26,4882.93,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.27,5070.73,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.27,5070.73,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.28,5258.54,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.32,6009.76,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.32,6009.76,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.32,6009.76,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.33,6197.56,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.34,6385.37,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.36,6760.98,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.37,6948.78,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.41,7700,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.41,7700,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.42,7906.25,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.42,7906.25,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.42,7906.25,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.45,8525,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.46,8731.25,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.47,8937.5,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.48,9143.75,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.51,9762.5,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.51,9762.5,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.52,9968.75,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.53,10175,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.53,10175,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.54,10381.25,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.56,10793.75,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.57,11000,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.57,11000,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.59,11270.59,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.59,11270.59,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.61,11541.18,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.62,11676.47,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.63,11811.76,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.64,11947.06,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.65,12082.35,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.65,12082.35,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.66,12217.65,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.68,12488.24,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.69,12623.53,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.7,12758.82,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.71,12894.12,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.72,13029.41,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.72,13029.41,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.74,13300,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.75,13435.29,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.76,13570.59,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.78,13841.18,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.78,13841.18,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.78,13841.18,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.8,14111.76,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.8,14111.76,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.81,14247.06,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.84,14652.94,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.86,14923.53,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.88,15194.12,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.9,15464.71,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.91,15600,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.91,15600,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.92,15751.72,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.94,16055.17,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.96,16358.62,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.97,16510.35,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.97,16510.35,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,0.98,16662.07,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,1.02,17268.97,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,1.02,17268.97,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,1.02,17268.97,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,1.03,17420.69,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,1.05,17724.14,,,,,4,Age model calculated by Alan Mix,,1
ME0005A-27JC,,1.07,18027.59,,,,,4,Age model calculated by Alan Mix,,1
