Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_95_percent(y BP),lower_95_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
SK157-GC14,,0.07,3705,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,0.11,4553,age model from original publication,provided by Rajeev Raraswat,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,0.15,5494,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,0.21,6908,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,0.25,7850,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,0.31,9456,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,0.35,10527,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,0.41,12132,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,0.47,14152,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,0.61,17891,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,0.65,18688,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,0.71,19884,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,0.77,21059,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,0.91,23952,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,1.01,25878,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,1.11,27716,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,1.21,29850,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,1.31,31984,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,1.41,33873,age model from original publication,provided by Rajeev Raraswat,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,1.61,36503,age model from original publication,provided by Rajeev Raraswat,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,1.71,38312,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,1.81,41272,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,2.01,46764,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,2.21,48404,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,2.31,49224,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,2.41,50044,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,2.47,50536,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,2.51,50864,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,2.57,51356,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,2.61,51766,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,2.67,52176,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,2.77,53000,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,2.87,54452,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,2.95,55613,age model from original publication,provided by Rajeev Raraswat,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,3.17,58805,,,,,3,age model from original publication,provided by Rajeev Raraswat,
SK157-GC14,,3.27,60256,,,,,3,age model from original publication,provided by Rajeev Raraswat,
