Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
RAPID-12-1K,,0.085,,,,1364.0,35.0,40.0,778.0,340.0,340.0,584.0,155.0,258.0,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,0.385,,,,,,,,,,10347.0,134.0,134.0,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,0.515,,,,,,,,,,11703.0,140.0,140.0,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,0.705,,,,,,,,,,12170.0,152.0,152.0,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,0.985,,,,,,,,,,12171.0,152.0,152.0,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,1.285,,,,,,,,,,12650.0,150.0,150.0,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,1.355,,,,,,,,,,12760.0,,,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,1.36,,,,,,,,,,12760.0,134.0,134.0,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,1.58,,,,,,,,,,14600.0,184.0,184.0,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,1.585,,,,,,,,,,14600.0,,,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,1.92,,,,,,,,,,14740.0,190.0,190.0,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,1.925,,,,,,,,,,14740.0,,,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,2.0,,,,,,,,,,14580.0,182.0,182.0,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,2.08,,,,,,,,,,14900.0,194.0,194.0,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,3.12,,,,,,,,,,17200.0,312.0,312.0,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
RAPID-12-1K,,3.125,,,,,,,,,,17200.0,,,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13,,
