Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
KNR166-2-73GGC,,0.003,,,,650,35,35,365,51,51,350,148,350,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
KNR166-2-73GGC,,0.283,,,,2670,30,30,296,50,50,2464,240,152,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
KNR166-2-73GGC,,0.483,,,,3510,30,30,324,51,51,3413,149,161,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
KNR166-2-73GGC,,0.963,,,,5040,40,40,398,52,52,5386,197,318,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
KNR166-2-73GGC,,1.523,,,,6580,40,40,420,50,50,7063,180,168,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
KNR166-2-73GGC,,1.683,,,,6890,45,45,405,50,50,7388,163,119,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
KNR166-2-73GGC,,1.963,,,,9080,50,50,288,53,53,9847,306,283,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
KNR166-2-73GGC,,2.123,,,,10550,55,55,382,53,53,11821,297,415,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
KNR166-2-73GGC,,2.243,,,,12150,70,70,374,19,19,13608,140,144,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
KNR166-2-73GGC,,2.323,,,,18300,90,90,635,34,34,21366,329,334,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
KNR166-2-73GGC,,2.403,,,,21100,95,95,654,28,28,24610,385,337,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
KNR166-2-73GGC,,2.483,,,,22900,130,130,714,27,27,26404,436,350,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
KNR166-2-73GGC,,2.663,,,,29300,140,140,665,27,27,32713,550,637,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
KNR166-2-73GGC,,2.803,,,,31000,190,190,659,33,33,34344,371,366,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
KNR166-2-73GGC,,2.963,,,,36800,350,350,763,35,35,40688,736,754,IntCal13,,,Age model from Repschlaeger et al. (2021),BACON.IntCal13depth scale is off compared with the one in the publication,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2010PA002032,
