Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
PS2498-1,,9.51,-0.08,3.31,-0.08,3.31,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,9.61,0.41,3.24,0.41,3.24,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,9.71,0.06,3.24,0.06,3.24,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,9.81,0.14,3.11,0.14,3.11,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,9.91,-0.41,3.22,-0.41,3.22,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,10.01,-0.03,3.22,-0.03,3.22,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,10.11,-0.15,3.12,-0.15,3.12,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,10.21,-0.27,3.33,-0.27,3.33,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,10.31,-0.57,3.42,-0.57,3.42,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,10.41,0.13,3.34,0.13,3.34,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,10.51,-0.39,3.46,-0.39,3.46,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,10.61,-0.05,3.05,-0.05,3.05,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,10.71,0.28,2.72,0.28,2.72,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,10.81,0.32,2.66,0.32,2.66,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,10.91,0.47,2.65,0.47,2.65,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,10.91,0.33,2.65,0.33,2.65,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,11.01,0.26,2.4,0.26,2.4,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,11.01,0.28,2.51,0.28,2.51,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,11.11,0.31,2.52,0.31,2.52,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,11.21,-0.08,2.54,-0.08,2.54,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,11.31,-0.39,2.96,-0.39,2.96,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,11.41,-0.17,2.93,-0.17,2.93,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,11.51,-0.16,3.32,-0.16,3.32,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,11.61,-0.12,3.7,-0.12,3.7,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
