Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
GeoB9508-5,,,,0.06,0.06,,,,,,0.06,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.11,0.11,,,,,,0.11,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.13,0.13,,,,,,0.13,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.21,0.21,,,,,,0.21,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.23,0.23,,,,,,0.23,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.26,0.26,,,,,,0.26,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.28,0.28,,,,,,0.28,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.31,0.31,,,,,,0.31,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.33,0.33,,,,,,0.33,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.36,0.36,,,,,,0.36,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.38,0.38,,,,,,0.38,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.46,0.46,,,,,,0.46,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.48,0.48,,,,,,0.48,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.51,0.51,,,,,,0.51,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.53,0.53,,,,,,0.53,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.56,0.56,,,,,,0.56,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.58,0.58,,,,,,0.58,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.61,0.61,,,,,,0.61,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.63,0.63,,,,,,0.63,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.66,0.66,,,,,,0.66,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.68,0.68,,,,,,0.68,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.71,0.71,,,,,,0.71,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.73,0.73,,,,,,0.73,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.76,0.76,,,,,,0.76,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.78,0.78,,,,,,0.78,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.81,0.81,,,,,,0.81,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.83,0.83,,,,,,0.83,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.86,0.86,,,,,,0.86,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.88,0.88,,,,,,0.88,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.91,0.91,,,,,,0.91,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.93,0.93,,,,,,0.93,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.96,0.96,,,,,,0.96,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,0.98,0.98,,,,,,0.98,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,1.01,1.01,,,,,,1.01,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,1.06,1.06,,,,,,1.06,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,1.08,1.08,,,,,,1.08,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,1.11,1.11,,,,,,1.11,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,1.13,1.13,,,,,,1.13,depth model from Peterson and Lisiecki 2018,
GeoB9508-5,,,,1.16,1.16,,,,,,1.16,depth model from Peterson and Lisiecki 2018,
