Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
GeoB9508-5,,0.03,,,,920.0,30.0,30.0,374.0,51.5,51.5,573.0,77.0,72.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
GeoB9508-5,,0.68,,,,6145.0,50.0,50.0,411.0,53.1,53.1,6532.0,195.0,211.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
GeoB9508-5,,0.98,,,,9230.0,60.0,60.0,351.0,51.5,51.5,9975.0,227.0,282.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
GeoB9508-5,,1.23,,,,10560.0,80.0,80.0,426.0,64.4,64.4,11704.0,723.0,433.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
GeoB9508-5,,1.63,,,,11480.0,80.0,80.0,507.0,28.0,28.0,12907.0,167.0,149.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
GeoB9508-5,,3.08,,,,16650.0,90.0,90.0,668.0,38.199999999999996,38.199999999999996,19296.0,234.0,244.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
GeoB9508-5,,3.43,,,,19590.0,120.0,120.0,758.0,74.5,74.5,22732.0,261.0,284.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
GeoB9508-5,,3.88,,,,22030.0,120.0,120.0,868.0,63.5,63.5,25495.0,296.0,295.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
GeoB9508-5,,4.83,,,,26810.0,210.0,200.0,753.0,78.8,78.8,30377.0,480.0,391.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
GeoB9508-5,,5.83,,,,32090.000000000004,350.0,340.0,677.0,62.300000000000004,62.300000000000004,35788.0,724.0,698.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
GeoB9508-5,,6.63,,,,37000.0,640.0,590.0,1058.0,95.3,95.3,41007.0,990.0,1095.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,
GeoB9508-5,,7.78,,,,43340.0,1660.0,1370.0,706.0,112.4,112.4,45713.0,3636.0,2754.0,IntCal20,,,From Mulitza et al. 2022 ESSD compilation,,,

