Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
BOFS14K,,,,0.0,0.0,,,,,,0.0,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.06,0.06,,,,,,0.06,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.16,0.16,,,,,,0.16,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.18,0.18,,,,,,0.18,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.2,0.2,,,,,,0.2,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.22,0.22,,,,,,0.22,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.24,0.24,,,,,,0.24,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.26,0.26,,,,,,0.26,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.28,0.28,,,,,,0.28,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.3,0.3,,,,,,0.3,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.32,0.32,,,,,,0.32,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.34,0.34,,,,,,0.34,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.36,0.36,,,,,,0.36,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.4,0.4,,,,,,0.4,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.42,0.42,,,,,,0.42,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.44,0.44,,,,,,0.44,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.46,0.46,,,,,,0.46,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.48,0.48,,,,,,0.48,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.5,0.5,,,,,,0.5,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.56,0.56,,,,,,0.56,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.58,0.58,,,,,,0.58,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.6,0.6,,,,,,0.6,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.62,0.62,,,,,,0.62,depth model from Repschlaeger et al. 2021,
BOFS14K,,,,0.67,0.67,,,,,,0.67,depth model from Repschlaeger et al. 2021,
