Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
MD99-2343,,0.28,,,multispecific,790,40,40,400,100,100,413,229,413,IntCal13,,,From Jonkers et al. 2020 compilation paper,Following 10.1029/2004PA001051 used 400 year reservoir correction. Uncertainty assumed,,http://www.sciencedirect.com/science/article/pii/S1040618207001760
MD99-2343,,0.88,,,G. inflata,3110,30,30,400,100,100,2843,298,346,IntCal13,,,From Jonkers et al. 2020 compilation paper,Following 10.1029/2004PA001051 used 400 year reservoir correction. Uncertainty assumed,,http://www.sciencedirect.com/science/article/pii/S1040618207001760
MD99-2343,,1.18,,,multispecific,3390,50,50,400,100,100,3156,285,285,IntCal13,,,From Jonkers et al. 2020 compilation paper,Following 10.1029/2004PA001051 used 400 year reservoir correction. Uncertainty assumed,,http://www.sciencedirect.com/science/article/pii/S1040618207001760
MD99-2343,,2.08,,,G. inflata,5720,40,40,400,100,100,6104,209,209,IntCal13,,,From Jonkers et al. 2020 compilation paper,Following 10.1029/2004PA001051 used 400 year reservoir correction. Uncertainty assumed,,http://www.sciencedirect.com/science/article/pii/S1040618207001760
MD99-2343,,2.38,,,multispecific,6210,50,50,400,100,100,6619,274,294,IntCal13,,,From Jonkers et al. 2020 compilation paper,Following 10.1029/2004PA001051 used 400 year reservoir correction. Uncertainty assumed,,http://www.sciencedirect.com/science/article/pii/S1040618207001760
MD99-2343,,3.08,,,G. inflata,7700,40,40,400,100,100,8129,216,184,IntCal13,,,From Jonkers et al. 2020 compilation paper,Following 10.1029/2004PA001051 used 400 year reservoir correction. Uncertainty assumed,,http://www.sciencedirect.com/science/article/pii/S1040618207001760
MD99-2343,,3.98,,,G. bulloides,10650,50,50,400,100,100,11996,518,587,IntCal13,,,From Jonkers et al. 2020 compilation paper,Following 10.1029/2004PA001051 used 400 year reservoir correction. Uncertainty assumed,,http://www.sciencedirect.com/science/article/pii/S1040618207001760
MD99-2343,,4.18,,,G. inflata,11200,50,50,400,100,100,12724,255,178,IntCal13,,,From Jonkers et al. 2020 compilation paper,Following 10.1029/2004PA001051 used 400 year reservoir correction. Uncertainty assumed,,http://www.sciencedirect.com/science/article/pii/S1040618207001760
MD99-2343,,5.68,,,G. bulloides,13850,40,40,400,100,100,16190,343,327,IntCal13,,,From Jonkers et al. 2020 compilation paper,Following 10.1029/2004PA001051 used 400 year reservoir correction. Uncertainty assumed,,http://www.sciencedirect.com/science/article/pii/S1040618207001760
MD99-2343,,6.04,,,multispecific,14550,110,110,400,100,100,17211,418,471,IntCal13,,,From Jonkers et al. 2020 compilation paper,Following 10.1029/2004PA001051 used 400 year reservoir correction. Uncertainty assumed,,http://www.sciencedirect.com/science/article/pii/S1040618207001760
