Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
EW0408-87JC,,0.39,Planktonic 14C age,,,1640,15,15,,,,760,110,110,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,2.085,Planktonic 14C age,,,8520,20,20,,,,8530,140,140,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,2.45,Planktonic 14C age,,,10715,20,20,,,,11330,160,160,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,2.5,Planktonic 14C age,,,10740,40,40,,,,11380,240,240,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,2.55,Planktonic 14C age,,,10975,30,30,,,,11700,300,300,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,2.67,Planktonic 14C age,,,11090,25,25,,,,11990,280,280,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,2.81,Planktonic 14C age,,,11695,30,30,,,,12740,130,130,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,3.01,Planktonic 14C age,,,12460,40,40,,,,13470,160,160,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,3.29,Planktonic 14C age,,,13170,40,40,,,,14370,320,320,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,3.41,Planktonic 14C age,,,13330,45,45,,,,14650,400,400,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,3.81,Planktonic 14C age,,,13830,30,30,,,,15510,230,230,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,4.205,Planktonic 14C age,,,14290,40,40,,,,16160,230,230,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,4.6,Planktonic 14C age,,,14560,70,70,,,,16570,310,310,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,4.92,Planktonic 14C age,,,14840,70,70,,,,16950,330,330,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,5.4,Planktonic 14C age,,,14930,60,60,,,,17120,300,300,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,9.2,Planktonic 14C age,,,15060,45,45,,,,17300,220,220,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,10.02,Planktonic 14C age,,,15020,50,50,,,,17250,240,240,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
EW0408-87JC,,14.49,Planktonic 14C age,,,15445,40,40,,,,17770,190,190,,,,,,https://www.ncei.noaa.gov/pub/data/paleo/contributions_by_author/praetorius2015/praetorius2015-87jc.txt,
