Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
OCE205-2-100GGC,,1.1,1.29,,1.29,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.11,0.93,,0.93,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.11,1.08,,1.08,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.11,1.1,,1.1,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.11,1.25,,1.25,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.11,1.09,,1.09,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.12,1.23,,1.23,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.12,1.22,,1.22,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.12,1.36,,1.36,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.12,1.07,,1.07,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.13,1.19,,1.19,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.13,1.32,,1.32,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.13,1.05,,1.05,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.13,1.187,,1.187,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.16,1.38,,1.38,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.16,1.01,,1.01,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.16,1.276,,1.276,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.16,1.25,,1.25,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.16,1.24,,1.24,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.16,1.37,,1.37,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.16,1.27,,1.27,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.16,1.41,,1.41,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.17,1.05,,1.05,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.17,1.37,,1.37,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.17,1.19,,1.19,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.17,1.17,,1.17,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.17,1.26,,1.26,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.17,1.26,,1.26,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.17,1.59,,1.59,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.17,1.27,,1.27,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.18,1.25,,1.25,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.18,1.207,,1.207,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.18,0.99,,0.99,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.18,1.3,,1.3,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.18,1.29,,1.29,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.19,0.94,,0.94,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.19,1.12,,1.12,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.19,1.03,,1.03,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.2,1.07,,1.07,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.2,1.168,,1.168,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.2,1.17,,1.17,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.2,1.19,,1.19,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.2,1.24,,1.24,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.23,1.2,,1.2,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.23,1.27,,1.27,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.23,1.16,,1.16,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.23,1.21,,1.21,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.27,0.985,,0.985,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.27,0.88,,0.88,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.27,1.09,,1.09,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.3,1.44,,1.44,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.3,1.51,,1.51,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.3,1.475,,1.475,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.33,1.345,,1.345,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.33,1.31,,1.31,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.33,1.38,,1.38,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.37,1.43,,1.43,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.37,1.54,,1.54,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.37,1.59,,1.59,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.37,1.52,,1.52,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.4,1.56,,1.56,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.4,1.55,,1.55,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.4,1.61,,1.61,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.4,1.48,,1.48,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.5,1.52,,1.52,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.5,1.64,,1.64,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.5,1.58,,1.58,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.53,1.53,,1.53,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.53,1.413,,1.413,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.53,1.2,,1.2,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.53,1.51,,1.51,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.57,1.46,,1.46,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.57,1.47,,1.47,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.57,1.5,,1.5,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.57,1.62,,1.62,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.57,1.513,,1.513,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.6,1.53,,1.53,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.6,1.563,,1.563,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.6,1.53,,1.53,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.6,1.62,,1.62,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.6,1.57,,1.57,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.63,1.21,,1.21,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.63,1.59,,1.59,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.63,1.4,,1.4,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.67,1.62,,1.62,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.67,1.55,,1.55,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.67,1.69,,1.69,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.7,1.61,,1.61,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.7,1.69,,1.69,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.7,1.1,,1.1,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.7,1.467,,1.467,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.73,1.37,,1.37,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.73,1.29,,1.29,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
OCE205-2-100GGC,,1.73,1.45,,1.45,,,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,Slowey and Curry (1995); Came et al. (2008),,https://www.ncdc.noaa.gov/paleo/study/8720,1
