Site,Longitude (degE),Latitude (degN),Site Depth (m),published_archival_depth (m),age_model (y BP),d13C (VPDB),d18O (VPDB),Taxon_flag,Ocean_flag(1=Atl.;2=Pac.;3=Ind.)
MD07-3076,-14.2,-44.2,3770.0,0.0,1365.883056640625,-0.125,3.49,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.02,1422.1453857421875,-0.1525,3.425,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.06,1647.183349609375,0.15,3.4,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.08,2018.416015625,0.0825,3.4025,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.1,2389.645751953125,0.325,3.395,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.12,2742.019775390625,-0.2,3.34,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.14,3075.53173828125,-0.38,3.34,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.16,3409.0439453125,-0.23,3.32,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.18,3900.277587890625,0.07,3.33,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.2,4391.51513671875,-0.11,3.48,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.22,4885.92626953125,-0.2,3.4,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.24,5383.50439453125,-0.04,3.33,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.26,5881.080078125,-0.32,3.4266666667,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.28,6139.87548828125,-0.12,3.47,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.3,6398.6728515625,-0.26,3.25,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.32,6594.22265625,-0.1,3.4,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.34,6726.54296875,0.04,3.45,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.36,6858.857421875,-0.04,3.5533333333,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.38,7508.89697265625,-0.14,3.43,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.4,8158.94482421875,0.04,3.58,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.42,8768.6943359375,-0.13,3.63,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.44,9338.16015625,-0.16,3.54,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.46,9907.6298828125,-0.21,3.56,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.48,9989.16796875,-0.02,3.64,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.5,10070.7099609375,0.15,3.81,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.52,10256.8828125,0.37,3.52,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.54,10547.701171875,0.53,3.78,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.56,10838.54296875,0.21,3.84,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.58,11003.5390625,0.31,4.005,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.6,11168.5341796875,0.35,3.84,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.62,11367.59375,0.29,3.82,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.64,11600.658203125,0.2566666667,4.0933333333,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.66,11833.7236328125,-0.06,4.2766666667,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.68,12106.357421875,-0.16,4.24,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.7,12379.001953124998,-0.3,4.12,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.72,12703.986328125,-0.12,4.2,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.74,13081.3291015625,-0.14,4.52,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.76,13458.6552734375,-0.515,4.41,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.78,13672.1826171875,-0.69,4.46,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.8,13885.6669921875,-0.77,4.43,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.82,14055.265625,-0.695,4.46,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.84,14180.9248046875,-0.315,4.54,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.86,14306.5927734375,-0.45,4.4266666667,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.88,14392.71875,-0.3533333333,4.5766666667,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.9,14478.8525390625,-0.19,4.645,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.92,14555.15625,-0.93,4.6966666667,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.94,14621.6748046875,-0.645,4.775,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.96,14688.1767578125,-0.89,4.8,2.0,1
MD07-3076,-14.2,-44.2,3770.0,0.98,14795.119140625,-1.03,5.02,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.0,14902.0830078125,-1.05,4.99,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.02,15283.86328125,-1.2,5.07,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.04,15940.48828125,-0.91,5.04,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.06,16597.12890625,-1.04,5.11,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.08,17020.771484375,-1.02,5.14,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.1,17444.462890625,-1.25,5.11,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.12,17775.45703125,-1.09,5.21,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.14,18013.806640625,-0.9,5.33,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.16,18252.150390625,-1.0,5.2,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.18,18585.40625,-1.0,5.26,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.2,18918.66015625,-1.03,5.13,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.22,19208.67578125,-0.99,5.27,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.24,19455.453125,-1.05,5.12,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.26,19702.220703125,-1.085,5.31,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.28,19908.9765625,-0.95,5.31,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.3,20115.7578125,-1.06,5.12,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.32,20278.23828125,-1.07,5.09,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.34,20396.45703125,-1.18,5.16,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.36,20514.689453125,-1.1,5.14,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.38,20706.60546875,-0.83,5.04,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.4,20898.52734375,-1.07,5.08,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.42,21120.78515625,-1.03,5.04,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.44,21373.421875,-0.96,5.04,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.46,21626.037109375,-1.085,5.08,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.48,21819.201171875,-1.09,4.97,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.5,22012.3671875,-1.06,5.125,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.52,22213.1796875,-0.945,4.965,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.54,22421.6640625,-1.045,4.96,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.56,22630.14453125,-0.99,5.12,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.6,23176.69140625,-1.185,4.905,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.62,23420.072265625,-0.995,4.945,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.64,23633.607421875,-1.14,5.065,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.66,23847.130859375,-0.95,4.995,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.68,24014.37890625,-0.94,5.095,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.7,24181.619140625,-1.1,5.06,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.72,24346.33203125,-1.02,5.06,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.74,24508.5234375,-1.15,4.94,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.76,24670.71875,-1.15,5.13,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.78,24810.42578125,-0.74,4.95,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.8,24950.107421875,-0.9,4.95,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.82,25089.2578125,-1.16,4.91,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.84,25227.845703125,-1.02,5.0,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.86,25366.40234375,-0.75,5.08,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.88,25527.880859375,-0.97,4.87,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.9,25689.396484375,-0.93,4.96,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.92,25848.005859375,-0.9,4.9,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.94,26003.705078125,-1.22,5.03,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.96,26159.4296875,-0.995,4.99,2.0,1
MD07-3076,-14.2,-44.2,3770.0,1.98,26363.673828125,-1.31,5.06,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.0,26567.927734375,-1.075,4.875,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.02,26794.470703125,-1.25,4.835,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.04,27043.32421875,-1.17,4.88,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.06,27292.12890625,-1.085,4.855,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.08,27458.96875,-0.94,4.87,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.1,27625.80078125,-1.235,4.835,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.12,27778.396484375,-1.08,4.735,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.14,27916.794921875,-1.155,4.965,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.16,28055.19140625,-1.045,4.88,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.18,28222.9296875,-1.27,4.97,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.2,28390.65234375,-1.165,4.765,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.22,28545.009765625,-1.2,4.955,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.24,28685.908203125,-1.195,4.85,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.26,28826.8671875,-1.05,4.95,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.28,28940.376953125,-1.02,4.89,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.3,29053.908203125,-1.16,4.9,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.32,29166.072265625,-0.97,4.92,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.34,29276.93359375,-1.05,4.92,2.0,1
MD07-3076,-14.2,-44.2,3770.0,2.38,29495.763671875,-0.98,4.97,2.0,1
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.045,8935.876953125,0.516,2.903,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.055,9442.8251953125,0.278,3.359,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.065,9949.7666015625,0.401,3.014,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.075,10456.7021484375,0.23,3.183,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.085,10988.53125,0.398,3.002,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.095,11535.2998046875,0.537,2.78,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.105,12082.08203125,0.514,3.173,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.135,13741.935546875,0.15,3.391,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.145,14366.912109375,0.02,3.52,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.165,15616.84765625,-0.068,3.723,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.175,16241.8115234375,0.006,4.122,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.185,16866.802734375,-0.167,4.332,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.195,17596.19921875,-0.06,4.186,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.205,18340.576171875,0.03,4.229,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.215,19084.919921875,-0.079,4.19,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.225,19829.26953125,-0.029,4.605,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.235,20573.615234375,-0.104,4.263,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.245,21318.44140625,-0.143,4.359,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.255,22063.703125,-0.165,4.237,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.265,22808.9765625,-0.129,4.312,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.275,23554.24609375,-0.256,4.456,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.285,24299.525390625,0.044,4.2,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.295,25044.087890625,-0.086,4.169,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.305,25783.544921875,0.089,4.16,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.315,26522.982421875,-0.114,4.194,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.325,27262.443359375,-0.08,4.253,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.335,28001.923828125,0.172,4.228,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.345,28741.373046875,0.122,4.236,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.355,29514.177734375,0.053,4.085,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.365,30298.1328125,-0.022,4.092,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.375,31082.072265625,-0.039,3.997,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.395,32649.95703125,0.185,4.063,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.405,33411.140625,0.154,3.986,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.415,34134.47265625,0.073,4.106,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.425,34857.78125,0.017,3.915,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.435,35581.12109375,-0.107,4.45,1.0,2
SO213-2-59-2,-116.87935,-45.82893,3161.0,0.445,36304.40234375,-0.047,3.999,1.0,2
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.055,2592.4404296875,1.15,2.69333,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.06,2743.081787109375,1.21,2.91,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.09,3646.932495117188,1.31,2.79,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.105,4098.8603515625,1.22,2.6575,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.12,4437.168212890625,1.165,2.96,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.14,4888.24853515625,1.24,2.79,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.155,5226.55615234375,1.025,2.905,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.17,5662.262451171875,1.11,2.79,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.19,6243.20947265625,1.14,2.93,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.22,7029.334228515625,1.2,3.03,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.255,7846.9677734375,0.86333,3.16333,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.305,9744.9853515625,0.7525,3.4725,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.32,10314.6953125,0.95,3.69,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.34,11074.300781250002,0.52,3.88,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.355,11644.01171875,0.64,3.73,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.405,12080.802734375,0.55,4.0,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.455,12492.0556640625,0.5475,3.74,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.505,12915.9931640625,0.02,3.76,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.705,14077.4189453125,0.05,4.67,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.805,14660.048828125,-0.22,4.57,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.155,16598.376953125,0.05,4.7,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.255,17323.89453125,0.18,4.89667,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.355,18239.734375,0.15667,4.82,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.405,18492.45703125,0.15,4.735,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.505,19034.69921875,0.26,4.67,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.555,19297.53515625,0.195,4.655,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.705,20080.2734375,0.225,4.765,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.755,20625.015625,0.29,4.585,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.805,21163.689453125,-0.16,4.51,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.905,22092.18359375,-0.12,4.98,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.03,765.3053588867188,0.62,2.84,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.08,1977.464599609375,0.98,2.81,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.13,3439.775146484375,0.95,2.9,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.18,4540.13330078125,0.81,2.84,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.23,5847.9990234375,0.7,2.76,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.28,7128.400390625,0.89,2.78,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.33,8431.498046875,0.61,2.81,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.38,9760.1201171875,0.46,2.89,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.43,10995.341796875,0.8,2.93,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.48,12197.4111328125,0.69,3.52,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.53,12566.3203125,0.41,3.49,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.58,12979.126953125,0.36,3.53,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.63,13340.578125,0.06,3.45,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.68,13711.1171875,0.35,3.6,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.73,14051.7177734375,0.24,3.83,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.78,14441.36328125,0.39,3.73,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.83,14814.6201171875,0.5,4.18,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.88,15061.66796875,-0.14,4.12,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,0.93,15315.173828125,0.56,3.21,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.08,16073.8720703125,0.06,4.35,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.18,16583.796875,0.01,4.41,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.23,16824.333984375,0.26,4.52,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.33,17343.88671875,0.25,4.54,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.38,17606.076171875,0.19,4.53,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.43,17977.705078125,0.23,4.45,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.48,18308.263671875,0.25,4.58,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.53,18661.74609375,0.34,4.55,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.58,19008.501953125,0.08,4.57,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.63,19344.06640625,0.12,4.61,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.68,19707.55859375,0.2,4.63,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.73,20086.365234375,0.3,4.61,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.78,20468.21484375,0.26,4.65,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.83,20857.923828125,0.19,4.58,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.88,21278.787109375,0.19,4.61,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.93,21667.982421875,0.23,4.31,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,1.98,22084.060546875,0.13,4.55,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.03,22498.8515625,0.07,4.21,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.08,22933.25,0.04,3.23,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.13,23368.07421875,0.53,3.55,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.23,24121.9296875,0.14,4.29,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.28,24451.7421875,-0.08,4.49,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.33,24804.8359375,-0.04,4.54,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.38,25154.2421875,0.06,4.41,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.43,25463.732421875,-0.29,4.17,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.48,25779.466796875,-0.01,4.53,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.53,26137.0390625,0.08,4.43,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.58,26443.1484375,-0.25,4.33,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.63,26790.56640625,0.01,4.31,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.68,27118.369140625,-0.07,4.38,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.73,27459.40234375,0.1,4.38,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.78,27807.3125,-0.14,4.35,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.83,28145.900390625,-0.12,4.28,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.88,28490.91796875,-0.22,4.4,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.93,28824.83984375,0.0,4.29,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,2.98,29176.982421875,0.34,4.22,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.03,29524.8203125,0.07,4.22,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.08,29875.02734375,-0.16,4.19,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.13,30211.744140625,-0.02,4.22,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.18,30534.8203125,0.01,4.19,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.23,30864.935546875,0.18,4.24,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.28,31194.294921875,0.06,4.17,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.33,31512.71484375,-0.17,3.99,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.38,31834.9921875,-0.36,4.09,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.43,32185.673828125,-0.32,4.02,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.48,32514.931640625,-0.15,4.27,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.53,32864.18359375,-0.18,4.24,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.58,33207.17578125,-0.18,4.23,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.63,33540.890625,-0.09,4.26,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.68,33881.40234375,-0.01,4.29,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.73,34242.51171875,0.0,4.25,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.78,34599.76171875,-0.23,4.17,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.83,34967.4609375,0.12,4.18,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.88,35310.80078125,0.0,4.11,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.93,35665.84765625,0.15,4.03,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,3.98,36023.65625,-0.1,4.03,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,4.03,36373.61328125,0.05,4.0,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,4.08,36718.34765625,0.21,3.94,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,4.13,37063.33203125,-0.08,4.02,1.0,1
GeoB9506-1,-18.35,15.61,2956.0,4.18,37325.109375,-0.06,3.87,1.0,1
PC75-1,179.36700000000002,-44.239,967.0,0.0,1608.5736083984375,1.02,2.08,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.15,2858.935302734375,1.28,2.1,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.2,3315.841064453125,1.19,2.05,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.25,3701.5361328125,1.4,2.15,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.3,4350.53662109375,1.51,2.13,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.35,5004.5966796875,1.36,2.16,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.4,5760.80322265625,1.55,2.14,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.45,6456.404296875,1.43,2.12,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.5,7240.18994140625,1.38,2.0,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.55,8038.57177734375,1.22,2.22,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.6,8567.3642578125,1.21,2.22,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.65,9093.7216796875,1.19,2.21,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.7,9680.564453124998,1.19,2.13,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.75,10201.0146484375,1.14,2.22,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.8,10746.3203125,1.02,2.51,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.9,11824.7646484375,1.16,2.11,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,0.95,12345.6845703125,1.19,2.52,7.0,2
PC75-1,179.36700000000002,-44.239,967.0,1.0,12887.4189453125,1.37,2.66,7.0,2
