Site,Longitude (degE),Latitude (degN),Site Depth (m),published_archival_depth (m),age_model (y BP),d13C (VPDB),d18O (VPDB),Taxon_flag,Ocean_flag(1=Atl.;2=Pac.;3=Ind.)
MD01-2461,-12.915,51.748000000000005,1153.0,7.625,32164.5,1.412,2.98,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,7.645,32244.0,1.355,3.397,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,7.685,32408.5,1.46,3.111,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,7.705,32492.0,1.377,3.071,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,7.785,32853.5,1.549,3.089,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,7.805,32941.0,1.248,3.547,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,7.825,33025.0,1.57,3.426,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,7.845,33110.5,1.445,3.425,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,7.885,33275.0,1.307,3.157,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,7.925,33453.5,1.41,2.777,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,7.945,33547.5,1.184,2.94,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,7.965,33638.0,1.584,3.147,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,7.995,33797.0,1.291,3.09,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.005,33870.00000000001,1.288,3.192,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.045,34217.0,1.374,3.27,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.085,34572.50000000001,1.324,3.299,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.105,34747.50000000001,1.421,3.35,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.125,34918.0,1.151,3.075,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.145,35080.49999999999,1.229,3.211,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.165,35241.49999999999,1.237,3.311,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.205,35574.5,1.332,3.334,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.225,35746.99999999999,1.402,2.859,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.285,36289.00000000001,1.391,3.3,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.365,37103.50000000001,0.948,2.812,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.385,37322.49999999999,0.943,2.716,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.405,37526.49999999999,1.114,2.995,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.485,38475.99999999999,0.846,2.734,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.525,39170.000000000015,0.792,2.871,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.585,40188.000000000015,1.563,3.239,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.605,40514.500000000015,1.529,3.233,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.625,40830.5,1.61,3.212,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.645,41149.99999999999,1.381,3.024,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.665,41473.99999999999,1.637,3.294,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.685,41815.500000000015,1.642,3.359,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.705,42158.5,1.468,3.156,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.725,42497.49999999999,1.477,3.086,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.745,42850.49999999999,1.532,3.15,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.765,43210.000000000015,1.5,3.144,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.785,43579.000000000015,1.565,3.226,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.805,43946.99999999999,1.618,3.154,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.825,44322.99999999999,1.695,3.296,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.845,44690.500000000015,1.341,3.502,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.905,45743.49999999999,1.557,3.246,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.945,46437.000000000015,1.532,3.365,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,8.965,46798.49999999999,1.034,3.387,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.065,48688.49999999999,0.83,2.932,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.105,49480.500000000015,1.362,2.932,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.125,49867.5,0.907,2.883,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.145,50241.49999999999,1.141,3.014,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.165,50615.99999999999,1.051,3.239,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.185,50979.500000000015,1.203,3.348,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.205,51359.0,1.006,3.365,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.285,52918.500000000015,0.912,3.161,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.385,54288.49999999999,1.0,2.969,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.405,54510.99999999999,1.034,3.306,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.445,54982.50000000001,1.1,3.115,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.465,55219.49999999999,1.451,3.149,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.485,55427.49999999999,1.231,2.859,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.515,55714.00000000001,0.83,3.045,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.535,55906.00000000001,0.822,3.488,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.555,56096.49999999999,0.862,3.054,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.595,56477.00000000001,0.89,3.478,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.615,56662.00000000001,0.99,2.855,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.635,56845.49999999999,1.162,3.226,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.655,57019.49999999999,1.228,3.461,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.675,57180.50000000001,1.176,3.377,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.695,57337.00000000001,1.151,3.366,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.715,57494.49999999999,1.15,3.333,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.735,57660.49999999999,1.024,3.081,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.755,57835.50000000001,1.201,3.304,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.775,58012.00000000001,1.174,2.967,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.795,58195.0,0.82,2.698,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.815,58385.99999999999,1.224,3.445,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.835,58574.50000000001,0.774,2.998,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.855,58768.00000000001,1.079,3.054,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.895,59155.99999999999,0.71,3.272,1.0,1
MD01-2461,-12.915,51.748000000000005,1153.0,9.955,59445.0,0.726,3.008,1.0,1
M35003-4,-61.2,12.1,1299.0,0.1,529.0,1.15,2.23,7.0,1
M35003-4,-61.2,12.1,1299.0,0.15,813.0,0.68,2.25,7.0,1
M35003-4,-61.2,12.1,1299.0,0.2,1094.0,1.04,2.1,7.0,1
M35003-4,-61.2,12.1,1299.0,0.3,1658.0,0.31,2.43,7.0,1
M35003-4,-61.2,12.1,1299.0,0.35,1940.0,1.18,2.2,7.0,1
M35003-4,-61.2,12.1,1299.0,0.4,2222.0,1.08,2.18,7.0,1
M35003-4,-61.2,12.1,1299.0,0.5,2788.0,0.99,2.07,7.0,1
M35003-4,-61.2,12.1,1299.0,0.55,3072.0,0.83,2.24,7.0,1
M35003-4,-61.2,12.1,1299.0,0.6,3355.0,1.19,2.13,7.0,1
M35003-4,-61.2,12.1,1299.0,0.65,3639.0,0.93,2.16,7.0,1
M35003-4,-61.2,12.1,1299.0,0.7,3920.0,0.91,2.05,7.0,1
M35003-4,-61.2,12.1,1299.0,0.8,4487.0,1.2,2.14,7.0,1
M35003-4,-61.2,12.1,1299.0,0.85,4768.0,1.22,2.12,7.0,1
M35003-4,-61.2,12.1,1299.0,0.9,5048.0,1.18,2.07,7.0,1
M35003-4,-61.2,12.1,1299.0,0.95,5335.0,1.3,2.27,7.0,1
M35003-4,-61.2,12.1,1299.0,1.0,5624.0,1.07,2.06,7.0,1
M35003-4,-61.2,12.1,1299.0,1.05,5889.0,1.12,2.16,7.0,1
M35003-4,-61.2,12.1,1299.0,1.1,6167.0,1.09,2.21,7.0,1
M35003-4,-61.2,12.1,1299.0,1.15,6419.0,0.98,2.11,7.0,1
M35003-4,-61.2,12.1,1299.0,1.2,6664.0,1.12,2.27,7.0,1
M35003-4,-61.2,12.1,1299.0,1.25,6906.0,0.91,2.21,7.0,1
M35003-4,-61.2,12.1,1299.0,1.3,7149.0,1.04,2.29,7.0,1
M35003-4,-61.2,12.1,1299.0,1.35,7391.0,0.6,1.32,7.0,1
M35003-4,-61.2,12.1,1299.0,1.4,7635.0,0.94,2.07,7.0,1
M35003-4,-61.2,12.1,1299.0,1.45,7883.0,0.88,2.18,7.0,1
M35003-4,-61.2,12.1,1299.0,1.5,8130.000000000001,1.01,2.2,7.0,1
M35003-4,-61.2,12.1,1299.0,1.55,8379.0,1.1,2.09,7.0,1
M35003-4,-61.2,12.1,1299.0,1.6,8632.0,0.95,2.33,7.0,1
M35003-4,-61.2,12.1,1299.0,1.65,8862.0,0.84,2.04,7.0,1
M35003-4,-61.2,12.1,1299.0,1.7,9045.0,0.89,2.39,7.0,1
M35003-4,-61.2,12.1,1299.0,1.75,9212.0,0.78,2.2,7.0,1
M35003-4,-61.2,12.1,1299.0,1.8,9364.0,0.87,2.57,7.0,1
M35003-4,-61.2,12.1,1299.0,1.85,9522.0,0.72,2.5,7.0,1
M35003-4,-61.2,12.1,1299.0,1.95,10001.0,0.75,2.42,7.0,1
M35003-4,-61.2,12.1,1299.0,2.0,10300.0,0.68,2.63,7.0,1
M35003-4,-61.2,12.1,1299.0,2.05,10587.0,0.79,2.29,7.0,1
M35003-4,-61.2,12.1,1299.0,2.1,10856.0,0.98,2.13,7.0,1
M35003-4,-61.2,12.1,1299.0,2.15,11126.0,0.69,2.41,7.0,1
M35003-4,-61.2,12.1,1299.0,2.2,11409.0,0.57,2.52,7.0,1
M35003-4,-61.2,12.1,1299.0,2.25,11706.0,0.68,2.62,7.0,1
M35003-4,-61.2,12.1,1299.0,2.35,12366.0,0.57,2.89,7.0,1
M35003-4,-61.2,12.1,1299.0,2.4,12644.0,0.52,2.37,7.0,1
M35003-4,-61.2,12.1,1299.0,2.45,12885.0,0.7,3.02,7.0,1
M35003-4,-61.2,12.1,1299.0,2.5,13132.0,0.62,2.92,7.0,1
M35003-4,-61.2,12.1,1299.0,2.55,13395.0,0.68,2.92,7.0,1
M35003-4,-61.2,12.1,1299.0,2.6,13767.0,0.79,3.08,7.0,1
M35003-4,-61.2,12.1,1299.0,2.65,14224.0,0.61,2.94,7.0,1
M35003-4,-61.2,12.1,1299.0,2.7,14669.0,0.53,3.19,7.0,1
M35003-4,-61.2,12.1,1299.0,2.75,15101.0,0.49,2.67,7.0,1
M35003-4,-61.2,12.1,1299.0,2.8,15519.0,0.445,2.845,7.0,1
M35003-4,-61.2,12.1,1299.0,2.85,15948.0,0.68,2.63,7.0,1
M35003-4,-61.2,12.1,1299.0,2.9,16408.0,0.52,2.87,7.0,1
M35003-4,-61.2,12.1,1299.0,2.95,16980.0,0.44,2.83,7.0,1
M35003-4,-61.2,12.1,1299.0,3.0,17525.0,1.22,3.72,7.0,1
M35003-4,-61.2,12.1,1299.0,3.05,18074.0,1.155,3.495,7.0,1
M35003-4,-61.2,12.1,1299.0,3.1,18667.0,1.25,3.73,7.0,1
M35003-4,-61.2,12.1,1299.0,3.15,19025.0,1.33,3.7,7.0,1
M35003-4,-61.2,12.1,1299.0,3.2,19365.0,1.21,3.82,7.0,1
M35003-4,-61.2,12.1,1299.0,3.25,19705.0,1.21,3.8,7.0,1
M35003-4,-61.2,12.1,1299.0,3.3,20044.0,1.19,3.8,7.0,1
M35003-4,-61.2,12.1,1299.0,3.35,20380.0,1.31,3.7,7.0,1
M35003-4,-61.2,12.1,1299.0,3.4,20719.0,1.2,3.7,7.0,1
M35003-4,-61.2,12.1,1299.0,3.5,21397.0,1.36,3.57,7.0,1
M35003-4,-61.2,12.1,1299.0,3.55,21736.0,1.1,3.75,7.0,1
M35003-4,-61.2,12.1,1299.0,3.6,22078.0,1.25,3.4,7.0,1
M35003-4,-61.2,12.1,1299.0,3.65,22422.0,1.14,3.41,7.0,1
M35003-4,-61.2,12.1,1299.0,3.7,22767.0,1.14,3.43,7.0,1
M35003-4,-61.2,12.1,1299.0,3.75,23124.0,1.15,3.41,7.0,1
M35003-4,-61.2,12.1,1299.0,3.8,23494.0,1.29,3.7,7.0,1
M35003-4,-61.2,12.1,1299.0,3.85,23912.0,1.23,3.73,7.0,1
M35003-4,-61.2,12.1,1299.0,3.9,24318.0,1.24,3.47,7.0,1
M35003-4,-61.2,12.1,1299.0,3.95,24715.0,1.37,3.63,7.0,1
M35003-4,-61.2,12.1,1299.0,4.0,25109.0,1.22,3.73,7.0,1
M35003-4,-61.2,12.1,1299.0,4.05,25507.0,1.18,3.36,7.0,1
M35003-4,-61.2,12.1,1299.0,4.1,25919.0,1.02,3.98,7.0,1
M35003-4,-61.2,12.1,1299.0,4.15,26337.0,1.35,3.67,7.0,1
M35003-4,-61.2,12.1,1299.0,4.2,26757.0,1.23,3.82,7.0,1
M35003-4,-61.2,12.1,1299.0,4.25,27082.0,1.31,3.61,7.0,1
M35003-4,-61.2,12.1,1299.0,4.3,27380.0,1.32,3.69,7.0,1
M35003-4,-61.2,12.1,1299.0,4.5,28585.0,1.05,3.27,7.0,1
M35003-4,-61.2,12.1,1299.0,4.6,30062.0,1.14,3.21,7.0,1
M35003-4,-61.2,12.1,1299.0,5.4,34569.0,0.91,3.53,7.0,1
M35003-4,-61.2,12.1,1299.0,6.0,39140.0,0.86,2.92,7.0,1
M35003-4,-61.2,12.1,1299.0,6.2,40808.0,1.12,3.51,7.0,1
M35003-4,-61.2,12.1,1299.0,6.3,41447.0,1.16,3.4,7.0,1
M35003-4,-61.2,12.1,1299.0,6.7,43743.0,1.06,3.22,7.0,1
M35003-4,-61.2,12.1,1299.0,6.8,44248.0,1.12,3.44,7.0,1
KNR140_GGC51,-76.28,32.78,1790.0,0.0,161.0,0.87,2.54,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,0.3,1104.0,0.83,1.93,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,0.8,2927.0,1.2,2.39,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,1.9,6908.0,1.47,1.96,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,2.5,9406.0,1.08,3.37,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,2.7,10287.0,1.16,3.6,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,2.9,11046.0,0.97,2.6,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,2.98,11616.0,1.1,2.98,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.0,11780.0,0.77,2.79,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.2,13176.0,0.99,3.32,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.24,13340.0,0.91,3.2,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.28,13485.0,0.93,2.96,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.3,13561.0,0.99,3.24,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.32,13679.0,0.86,3.15,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.4,14167.0,0.54,2.78,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.44,14404.0,0.83,3.56,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.48,14675.0,1.11,3.57,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.5,14814.0,0.89,3.53,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.52,15088.0,1.02,3.76,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.56,15707.0,0.78,3.51,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.6,16340.0,1.07,3.69,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.64,16690.0,0.95,3.63,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.68,16960.0,1.15,3.69,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.7,17109.0,0.49,3.52,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.72,17431.0,0.34,3.68,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.76,18103.0,0.42,3.44,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,3.9,20251.0,1.09,2.18,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,4.0,23307.0,1.22,4.32,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,4.1,26945.0,1.02,4.16,1.0,1
KNR140_GGC51,-76.28,32.78,1790.0,4.2,28942.0,1.06,3.87,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.0,6936.0,1.45,2.78,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.1,8002.000000000001,1.22,2.83,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.14,9025.0,0.97,2.74,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.2,11576.0,0.97,3.19,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.24,13163.0,0.62,3.61,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.26,13729.0,0.3,3.78,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.32,15549.0,0.28,3.91,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.36,16245.999999999998,0.15,4.12,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.38,16561.0,0.1,4.18,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.4,16873.0,0.14,4.14,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.46,17809.0,0.76,4.45,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.5,18482.0,0.58,4.29,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.54,19180.0,0.57,4.15,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.58,19885.0,0.51,4.19,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.6,20218.0,0.65,4.35,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.65,20706.0,0.26,4.22,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.69,21068.0,0.75,,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.73,21429.0,0.67,4.37,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.77,21788.0,0.72,4.34,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.81,22145.0,0.64,4.24,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.83,22323.0,0.64,4.27,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.89,22865.0,0.44,4.17,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.93,23224.0,0.38,4.16,1.0,1
GL-1090,-42.51,-24.92,2225.0,0.97,23581.0,0.71,4.28,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.01,23944.0,0.63,4.25,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.05,24312.0,0.45,4.26,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.09,24688.0,0.52,4.21,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.13,25070.0,0.5,4.15,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.17,25454.0,0.7,4.24,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.21,25842.0,0.71,4.09,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.25,26229.0,0.96,4.09,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.29,26617.0,0.81,4.17,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.33,26999.0,0.66,4.15,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.35,27191.0,0.62,4.04,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.5,28660.0,0.73,3.95,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.54,28905.0,0.59,4.08,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.58,29134.0,0.24,3.88,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.62,29350.0,0.77,4.0,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.66,29560.0,0.56,4.02,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.7,29771.0,0.92,4.04,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.74,29979.0,0.77,4.17,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.79,30234.0,0.7,3.92,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.83,30442.0,0.95,4.18,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.87,30648.0,0.96,4.1,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.91,30857.0,0.87,4.19,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.95,31072.0,0.58,3.9,1.0,1
GL-1090,-42.51,-24.92,2225.0,1.99,31293.0,0.7,3.72,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.03,31547.0,0.87,4.02,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.07,32075.000000000004,1.09,3.98,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.11,32617.0,1.05,4.16,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.18,33575.0,0.62,3.86,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.22,34122.0,0.93,3.97,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.26,34661.0,0.66,3.82,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.3,35203.0,0.58,3.89,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.34,35743.0,0.92,3.96,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.36,36005.0,1.11,3.89,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.42,36796.0,0.99,3.96,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.46,37121.0,0.38,3.86,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.5,37411.0,1.07,3.95,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.54,37677.0,1.13,3.9,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.58,37937.0,0.76,3.79,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.62,38199.0,0.96,3.73,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.66,38463.0,0.44,3.63,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.7,38727.0,0.23,3.68,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.72,38859.0,0.34,3.76,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.75,39047.0,0.36,3.65,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.79,39284.0,0.4,3.76,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.83,39509.0,0.81,3.99,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.87,39719.0,1.07,4.11,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.91,39922.0,0.89,3.87,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.95,40120.0,0.61,3.82,1.0,1
GL-1090,-42.51,-24.92,2225.0,2.99,40322.0,1.02,3.94,1.0,1
GL-1090,-42.51,-24.92,2225.0,3.03,40526.0,0.99,3.91,1.0,1
GL-1090,-42.51,-24.92,2225.0,3.06,40677.0,1.09,4.05,1.0,1
GL-1090,-42.51,-24.92,2225.0,3.1,40881.0,0.97,3.87,1.0,1
GL-1090,-42.51,-24.92,2225.0,3.14,41090.0,0.73,3.92,1.0,1
GL-1090,-42.51,-24.92,2225.0,3.18,41308.0,1.06,3.89,1.0,1
GL-1090,-42.51,-24.92,2225.0,3.22,41533.0,0.6,3.82,1.0,1
GL-1090,-42.51,-24.92,2225.0,3.26,41743.0,1.1,3.95,1.0,1
MD03-2698,-10.39,38.24,4602.0,0.13,360.0,0.6,2.72,7.0,1
MD03-2698,-10.39,38.24,4602.0,0.62,2333.0,0.82,2.83,7.0,1
MD03-2698,-10.39,38.24,4602.0,1.25,4918.0,0.65,2.75,7.0,1
MD03-2698,-10.39,38.24,4602.0,1.89,8082.000000000001,0.17,2.74,7.0,1
MD03-2698,-10.39,38.24,4602.0,1.99,8588.0,0.36,2.9,7.0,1
MD03-2698,-10.39,38.24,4602.0,3.4,13014.0,0.72,3.68,7.0,1
MD03-2698,-10.39,38.24,4602.0,3.42,13048.0,0.65,3.26,7.0,1
MD03-2698,-10.39,38.24,4602.0,9.16,16869.0,-1.26,4.34,7.0,1
MD03-2698,-10.39,38.24,4602.0,10.55,17388.0,-1.44,4.57,7.0,1
MD03-2698,-10.39,38.24,4602.0,11.842,18501.0,-0.95,4.44,7.0,1
MD03-2698,-10.39,38.24,4602.0,12.922,19603.6,-0.82,4.51,7.0,1
MD03-2698,-10.39,38.24,4602.0,12.962,19659.8,-0.44,4.3,7.0,1
MD03-2698,-10.39,38.24,4602.0,14.882,22107.6,-0.08,4.35,7.0,1
MD03-2698,-10.39,38.24,4602.0,15.242,22424.8,-1.14,4.35,7.0,1
MD03-2698,-10.39,38.24,4602.0,15.572,22731.2,-1.21,4.33,7.0,1
MD03-2698,-10.39,38.24,4602.0,20.402,27500.6,0.32,4.2,7.0,1
MD03-2698,-10.39,38.24,4602.0,20.932,28401.4,0.05,4.25,7.0,1
MD03-2698,-10.39,38.24,4602.0,20.972,28474.000000000004,0.0,4.11,7.0,1
MD03-2698,-10.39,38.24,4602.0,22.542,31682.400000000005,0.27,4.11,7.0,1
MD03-2698,-10.39,38.24,4602.0,23.352,33649.0,-0.47,3.85,7.0,1
MD03-2698,-10.39,38.24,4602.0,24.137,35317.6,-0.04,3.96,7.0,1
MD03-2698,-10.39,38.24,4602.0,24.197,35485.5,0.11,3.74,7.0,1
MD03-2698,-10.39,38.24,4602.0,24.837,36862.3,0.17,4.07,7.0,1
MD03-2698,-10.39,38.24,4602.0,25.047,37292.1,0.63,3.89,7.0,1
MD03-2698,-10.39,38.24,4602.0,25.432,38177.4,-0.17,3.75,7.0,1
MD03-2698,-10.39,38.24,4602.0,25.832,39165.8,-0.36,3.63,7.0,1
MD03-2698,-10.39,38.24,4602.0,25.942,39444.8,0.13,3.7,7.0,1
MD03-2698,-10.39,38.24,4602.0,26.042,39649.4,0.04,4.02,7.0,1
MD03-2698,-10.39,38.24,4602.0,26.702,40601.0,0.16,3.67,7.0,1
MD03-2698,-10.39,38.24,4602.0,26.827,40784.9,-0.17,3.87,7.0,1
MD03-2698,-10.39,38.24,4602.0,26.997,41029.1,0.3,3.86,7.0,1
