Site,Longitude (degE),Latitude (degN),Site Depth (m),published_archival_depth (m),age_model (y BP),d13C (VPDB),d18O (VPDB),Taxon_flag,Ocean_flag(1=Atl.;2=Pac.;3=Ind.)
CH69_K09,-47.35,41.76,4100.0,5.65,45034.0,0.44,3.81,1.0,1
CH69_K09,-47.35,41.76,4100.0,5.67,45119.0,0.2,3.85,1.0,1
CH69_K09,-47.35,41.76,4100.0,5.7,45248.0,0.85,3.43,1.0,1
CH69_K09,-47.35,41.76,4100.0,5.75,45467.0,0.55,3.63,1.0,1
CH69_K09,-47.35,41.76,4100.0,5.8,45689.0,0.76,3.53,1.0,1
CH69_K09,-47.35,41.76,4100.0,5.83,45830.0,0.62,3.51,1.0,1
CH69_K09,-47.35,41.76,4100.0,6.1,47380.0,0.24,3.7,1.0,1
CH69_K09,-47.35,41.76,4100.0,6.17,48021.0,0.29,3.8,1.0,1
CH69_K09,-47.35,41.76,4100.0,6.18,48121.0,0.53,3.76,1.0,1
CH69_K09,-47.35,41.76,4100.0,6.21,48486.0,0.26,3.99,1.0,1
CH69_K09,-47.35,41.76,4100.0,6.22,48707.0,0.47,3.89,1.0,1
CH69_K09,-47.35,41.76,4100.0,6.25,49591.0,0.08,3.93,1.0,1
CH69_K09,-47.35,41.76,4100.0,6.27,50185.0,0.77,3.99,1.0,1
CH69_K09,-47.35,41.76,4100.0,6.3,51042.0,0.7,3.86,1.0,1
CH69_K09,-47.35,41.76,4100.0,6.33,51895.0,0.6,3.75,1.0,1
CH69_K09,-47.35,41.76,4100.0,6.35,52488.0,0.75,3.63,1.0,1
CH69_K09,-47.35,41.76,4100.0,6.53,55353.0,0.23,3.51,1.0,1
CH69_K09,-47.35,41.76,4100.0,6.7,56968.0,0.9,3.71,1.0,1
CH69_K09,-47.35,41.76,4100.0,6.75,57420.0,-0.91,3.62,1.0,1
CH69_K09,-47.35,41.76,4100.0,6.9,58748.0,0.51,4.1,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.05,60098.0,0.23,3.41,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.1,60573.0,-0.01,3.55,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.15,61044.0,0.37,3.67,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.2,61525.0,0.07,3.6,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.25,62012.0,0.32,3.8,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.3,62505.0,0.22,3.79,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.33,62813.0,-0.51,3.89,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.4,63523.0,0.36,3.65,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.47,64269.00000000001,0.16,3.83,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.55,65197.0,-0.85,3.6,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.6,65810.0,-0.29,3.77,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.67,66677.0,-0.26,4.06,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.73,67427.0,-0.09,4.07,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.86,68988.0,-0.29,4.0,1.0,1
CH69_K09,-47.35,41.76,4100.0,7.9,69476.0,-0.86,3.94,1.0,1
CH69_K09,-47.35,41.76,4100.0,8.15,72336.0,-0.28,3.7,1.0,1
CH69_K09,-47.35,41.76,4100.0,8.18,72595.0,-0.58,3.88,1.0,1
CH69_K09,-47.35,41.76,4100.0,8.32,73649.0,0.4,3.52,1.0,1
CH69_K09,-47.35,41.76,4100.0,8.4,74193.0,0.11,3.62,1.0,1
CH69_K09,-47.35,41.76,4100.0,8.41,74265.0,0.43,3.82,1.0,1
CH69_K09,-47.35,41.76,4100.0,8.45,74529.0,0.03,3.78,1.0,1
CH69_K09,-47.35,41.76,4100.0,8.49,74803.0,0.96,3.5,1.0,1
CH69_K09,-47.35,41.76,4100.0,8.58,75416.0,0.76,3.75,1.0,1
CH69_K09,-47.35,41.76,4100.0,8.6,75560.0,0.66,3.55,1.0,1
CH69_K09,-47.35,41.76,4100.0,8.77,76801.0,0.62,3.4,1.0,1
CH69_K09,-47.35,41.76,4100.0,8.85,77491.0,1.07,3.24,1.0,1
CH69_K09,-47.35,41.76,4100.0,8.86,77583.0,-1.06,3.59,1.0,1
CH69_K09,-47.35,41.76,4100.0,8.95,78426.0,1.12,3.32,1.0,1
CH69_K09,-47.35,41.76,4100.0,9.06,79512.0,0.42,3.28,1.0,1
CH69_K09,-47.35,41.76,4100.0,9.2,80838.0,-0.17,3.44,1.0,1
CH69_K09,-47.35,41.76,4100.0,9.25,81293.0,-0.52,3.09,1.0,1
CH69_K09,-47.35,41.76,4100.0,9.29,81667.0,0.27,3.45,1.0,1
CH69_K09,-47.35,41.76,4100.0,9.35,82248.0,-1.4,3.2,1.0,1
CH69_K09,-47.35,41.76,4100.0,9.4,82744.0,-0.07,3.14,1.0,1
CH69_K09,-47.35,41.76,4100.0,9.45,83228.0,-0.71,3.25,1.0,1
CH69_K09,-47.35,41.76,4100.0,9.5,83718.0,0.64,3.15,1.0,1
CH69_K09,-47.35,41.76,4100.0,9.55,84214.0,0.82,2.97,1.0,1
CH69_K09,-47.35,41.76,4100.0,9.6,84663.0,0.51,3.17,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,0.01,3106.0,1.13,3.07,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,0.1,3694.0,1.13,2.84,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,0.2,4356.0,1.08,2.95,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,0.3,5018.0,1.15,3.05,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,0.4,5679.0,1.18,3.02,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,0.5,6417.0,1.05,3.09,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,0.62,7289.0,1.04,2.82,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,0.7,7873.0,1.06,3.14,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,0.8,8616.0,0.653333333,2.953333333,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,0.9,9362.0,0.99,3.29,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,0.91,9437.0,1.12,3.12,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.0,10135.0,1.01,3.14,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.01,10191.0,1.04,3.15,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.1,10449.0,0.91,3.2,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.11,10477.0,1.03,3.08,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.2,10722.0,0.965,3.19,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.21,10752.0,1.0,3.01,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.25,10882.0,0.58,3.27,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.3,11054.0,0.89,3.02,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.31,11087.0,0.87,2.71,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.35,11166.0,0.97,2.995,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.4,11246.0,0.56,3.25,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.41,11260.0,1.11,3.05,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.45,11321.0,1.11,3.11,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.5,11411.0,0.74,3.285,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.51,11430.0,0.78,3.08,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.55,11503.0,0.785,3.245,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.6,11595.0,0.735,3.305,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.7,11741.0,1.27,2.91,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.8,11868.0,0.34,3.19,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.85,11933.0,1.05,3.14,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.9,11997.0,0.88,3.23,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,1.95,12068.0,0.67,3.5,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.0,12141.0,0.44,3.4,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.1,12277.0,0.26,3.3,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.2,12447.0,0.44,3.67,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.3,12612.0,0.96,3.92,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.31,12626.0,0.38,3.92,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.35,12682.0,1.01,3.89,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.4,12747.0,0.47,3.9,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.45,12809.0,0.43,3.91,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.5,12875.0,0.43,4.11,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.55,12949.0,0.76,3.76,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.65,13125.0,0.9,3.81,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.7,13216.0,0.91,3.77,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.75,13299.0,0.83,3.825,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.8,13377.0,1.03,3.79,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.85,13465.0,0.97,3.82,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.9,13554.0,0.89,3.99,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.91,13602.0,0.76,3.8,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,2.95,13911.0,1.03,3.9,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.01,14339.0,0.825,3.76,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.05,14663.0,0.57,4.08,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.1,15061.0,0.72,3.67,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.12,15146.0,0.87,3.91,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.15,15233.0,0.71,4.06,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.2,15355.0,1.08,3.97,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.21,15379.0,0.69,3.85,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.25,15488.0,0.84,3.86,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.3,15644.0,0.81,3.93,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.31,15712.0,0.585,3.97,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.35,16129.000000000002,0.9,3.7,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.4,16645.0,0.7,3.97,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.41,16745.0,0.59,4.08,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.45,17131.0,0.22,4.095,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.5,17640.0,0.37,4.445,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.51,17742.0,0.32,4.54,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.55,18163.0,0.25,4.64,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.6,18363.0,0.55,4.79,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.61,18395.0,0.52,4.68,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.65,18522.0,0.59,4.83,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.7,18667.0,1.15,5.14,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.75,18787.0,1.12,5.11,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.8,18916.0,1.13,5.13,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.81,18944.0,1.1,5.01,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.85,19066.0,1.12,5.0,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.9,19229.0,0.92,5.23,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.91,19290.0,0.85,4.93,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,3.95,19645.0,1.08,5.1,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,4.0,20075.0,0.88,5.16,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,4.01,20160.0,1.0,5.01,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,4.1,20917.0,1.15,5.12,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,4.15,21342.0,1.08,4.95,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,4.2,21763.0,1.03,5.01,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,4.25,22186.0,1.23,4.99,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,4.3,22610.0,1.1,5.15,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,4.35,23036.0,1.01,4.92,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,4.4,23461.0,0.845,4.845,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,4.45,23887.0,1.085,4.95,1.0,1
MD95-2037,-32.0189,37.0897,2159.0,4.51,24403.0,0.765,4.765,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.02,4312.0,1.56,3.91,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.08,5117.0,1.4,3.74,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.11,5515.0,1.08,2.44,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.375,9037.5,1.15,2.37,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.425,9701.5,1.08,3.21,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.45,10032.0,0.95,2.89,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.475,10366.0,1.05,3.51,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.525,11046.5,0.8,2.85,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.55,11373.0,0.86,2.83,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.575,11691.5,0.91,2.85,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.625,12324.5,0.93,2.92,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.65,12645.0,1.26,3.31,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.675,12964.0,0.92,3.01,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.71,13411.0,0.93,3.44,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.75,13922.0,0.85,3.38,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.775,14239.5,0.74,3.22,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.83,14943.0,0.68,3.14,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.91,15972.0,0.78,3.52,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.92,16101.0,0.68,3.28,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.925,16164.5,0.68,3.28,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.95,16485.0,1.6,4.4,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.975,16805.5,1.69,4.46,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,0.98,16870.0,1.69,4.46,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.0,17126.0,1.76,4.38,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.01,17254.0,1.74,4.45,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.05,17768.0,1.69,4.45,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.075,18094.0,1.74,4.42,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.08,18159.0,1.74,4.42,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.15,19064.0,1.72,4.32,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.175,19388.5,1.83,4.49,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.18,19453.0,1.83,4.49,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.23,20099.0,1.7,4.41,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.25,20359.0,1.76,4.4,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.3,21008.0,1.74,4.38,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.33,21394.0,1.65,4.6,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.35,21655.0,1.75,4.24,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.37,21915.0,0.95,3.99,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.5,23538.0,1.12,3.43,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.52,23729.0,1.14,3.82,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.525,23778.5,1.14,3.82,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.55,24019.0,1.28,3.92,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.56,24113.0,1.08,3.96,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.575,24253.0,1.28,3.79,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.58,24300.0,1.28,3.79,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.6,24489.0,1.41,3.84,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.61,24580.0,1.26,3.9,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.62,24674.0,1.28,3.77,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.625,24721.0,1.28,3.77,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.64,24861.0,1.45,4.03,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.65,24955.0,1.47,4.05,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.66,25049.0,1.51,4.19,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.675,25190.5,1.4,4.11,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.68,25238.0,1.4,4.11,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.69,25335.0,1.33,3.97,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.7,25430.0,1.67,4.21,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.71,25524.0,1.74,4.39,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.8,26409.0,1.54,3.75,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.81,26506.0,1.44,4.14,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.82,26602.0,0.94,3.65,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.837,26773.4,1.24,3.69,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.84,26804.0,1.35,3.73,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.85,26903.0,1.32,3.77,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.86,26998.0,1.24,3.64,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.875,27135.5,1.3,3.52,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.88,27179.0,1.3,3.52,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.9,27334.0,1.35,3.64,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.91,27405.0,1.15,3.74,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.92,27472.0,1.36,3.71,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.925,27505.0,1.36,3.71,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.95,27667.0,1.2,3.68,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.975,27828.0,1.41,3.72,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.98,27861.0,1.41,3.72,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,1.99,27925.0,1.33,3.52,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.0,27989.0,1.23,3.71,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.02,28125.0,1.38,3.64,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.025,28158.5,1.38,3.64,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.05,28324.0,1.5,3.9,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.08,28528.0,1.17,3.66,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.1,28674.0,1.41,3.72,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.11,28746.0,0.85,3.58,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.12,28817.0,0.7,3.21,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.125,28854.0,0.7,3.21,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.15,29042.0,1.38,3.86,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.16,29116.0,1.29,3.61,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.17,29192.0,1.57,4.15,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.18,29267.0,1.48,4.02,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.2,29416.0,1.32,3.67,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.22,29564.0,1.5,3.77,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.225,29601.5,1.5,3.77,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.24,29712.0,1.23,3.73,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.25,29786.0,1.46,3.88,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.27,29930.0,1.54,4.02,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.3,30136.0,1.5,4.14,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.32,30270.0,1.44,4.02,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.325,30303.5,1.44,4.02,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.35,30470.0,1.6,4.06,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.375,30643.0,1.57,3.98,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.38,30678.0,1.57,3.98,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.4,30820.0,1.72,4.01,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.42,30960.0,1.53,3.88,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.425,30995.5,1.53,3.88,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.45,31178.0,1.69,4.03,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.52,31700.0,1.52,3.99,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.525,31736.5,1.52,3.99,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.575,32088.500000000004,1.27,3.43,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.58,32121.000000000004,1.27,3.43,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.6,32254.0,1.38,3.76,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.62,32380.000000000004,1.46,3.88,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.625,32411.5,1.46,3.88,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.63,32443.0,1.37,3.62,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.64,32504.0,1.51,3.81,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.66,32627.000000000004,1.05,3.14,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.675,32718.0,1.36,3.72,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.68,32748.0,1.3975,3.6975,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.7,32858.0,1.43,3.83,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.72,32974.0,1.46,3.81,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.725,33002.5,1.46,3.81,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.75,33153.0,1.62,4.05,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.775,33311.5,1.37,3.69,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.78,33342.0,1.37,3.69,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.79,33406.0,1.49,3.78,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.82,33595.0,1.3,3.56,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.825,33629.0,1.3,3.56,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.85,33791.0,1.41,3.56,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.86,33854.0,1.45,3.72,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.875,33955.5,1.61,3.89,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.88,33989.0,1.61,3.89,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,2.9,34124.0,1.48,3.59,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.01,34811.0,1.5,3.8,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.02,34874.0,1.43,3.72,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.025,34906.0,1.43,3.72,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.03,34938.0,1.41,3.73,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.07,35202.0,1.33,3.74,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.075,35235.0,1.33,3.57,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.08,35268.0,1.33,3.57,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.09,35336.0,1.42,3.68,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.1,35398.0,1.26,3.6,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.11,35459.0,1.35,3.67,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.12,35523.0,1.37,3.71,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.13,35585.0,1.24,3.54,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.15,35712.0,0.64,3.52,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.2,36017.0,0.98,3.59,1.0,1
SO82-5-2,-30.904833,59.18616700000001,1416.0,3.22,36134.0,1.19,3.98,1.0,1
