Site,Longitude (degE),Latitude (degN),Site Depth (m),published_archival_depth (m),age_model (y BP),d13C (VPDB),d18O (VPDB),Taxon_flag,Ocean_flag(1=Atl.;2=Pac.;3=Ind.)
GIK16030,-18.1,21.2,1500.0,0.008,0.016777,1.1,2.44,1.0,1
GIK16030,-18.1,21.2,1500.0,0.06,1.4186,0.84,2.51,1.0,1
GIK16030,-18.1,21.2,1500.0,0.15,3.5132,0.89,2.41,1.0,1
GIK16030,-18.1,21.2,1500.0,0.25,5.7148,0.85,2.89,1.0,1
GIK16030,-18.1,21.2,1500.0,0.35,7.5855,0.73,2.58,1.0,1
GIK16030,-18.1,21.2,1500.0,0.45,9.3155,0.89,3.06,1.0,1
GIK16030,-18.1,21.2,1500.0,0.5,10.38,0.76,3.11,1.0,1
GIK16030,-18.1,21.2,1500.0,0.55,11.505,0.74,2.87,1.0,1
GIK16030,-18.1,21.2,1500.0,0.6,12.55,0.71,2.68,1.0,1
GIK16030,-18.1,21.2,1500.0,0.65,13.532,0.7,2.86,1.0,1
GIK16030,-18.1,21.2,1500.0,0.7,14.533,0.8,3.08,1.0,1
GIK16030,-18.1,21.2,1500.0,0.75,15.455,0.77,3.42,1.0,1
GIK16030,-18.1,21.2,1500.0,0.8,16.42,0.8,3.71,1.0,1
GIK16030,-18.1,21.2,1500.0,0.85,17.204,0.95,3.9,1.0,1
GIK16030,-18.1,21.2,1500.0,0.9,17.674,1.04,4.02,1.0,1
GIK16030,-18.1,21.2,1500.0,1.0,18.482,0.98,4.14,1.0,1
GIK16030,-18.1,21.2,1500.0,1.05,18.855,0.99,4.07,1.0,1
GIK16030,-18.1,21.2,1500.0,1.1,19.271,0.85,4.14,1.0,1
GIK16030,-18.1,21.2,1500.0,1.15,19.716,0.82,4.18,1.0,1
GIK16030,-18.1,21.2,1500.0,1.2,20.169,0.9,4.19,1.0,1
GIK16030,-18.1,21.2,1500.0,1.25,20.63,0.92,4.24,1.0,1
GIK16030,-18.1,21.2,1500.0,1.3,21.095,1.07,4.16,1.0,1
GIK16030,-18.1,21.2,1500.0,1.35,21.653,1.16,4.03,1.0,1
GIK16030,-18.1,21.2,1500.0,1.4,22.502,0.92,3.92,1.0,1
GIK16030,-18.1,21.2,1500.0,1.5,25.18,0.57,3.91,1.0,1
GIK16030,-18.1,21.2,1500.0,1.6,29.277,0.79,3.49,1.0,1
GIK16030,-18.1,21.2,1500.0,1.7,31.436,0.75,3.6,1.0,1
GIK16030,-18.1,21.2,1500.0,1.8,34.448,0.69,3.31,1.0,1
GIK16030,-18.1,21.2,1500.0,2.0,38.38,0.81,3.16,1.0,1
GIK16030,-18.1,21.2,1500.0,2.1,40.336,0.85,3.87,1.0,1
GIK16030,-18.1,21.2,1500.0,2.2,42.824,0.78,3.4,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.055,2670.0,1.15,2.69333,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.06,2825.0,1.21,2.91,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.09,3758.0,1.31,2.79,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.105,4224.0,1.22,2.6575,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.12,4599.0,1.165,2.96,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.14,5099.0,1.24,2.79,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.155,5474.0,1.025,2.905,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.17,5849.0,1.11,2.79,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.19,6349.0,1.14,2.93,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.22,7099.0,1.2,3.03,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.255,7974.0,0.86333,3.16333,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.305,9989.0,0.7525,3.4725,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.32,10594.0,0.95,3.69,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.34,11400.0,0.52,3.88,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.355,12005.0,0.64,3.73,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.405,12292.0,0.55,4.0,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.455,12579.0,0.5475,3.74,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.505,12867.0,0.02,3.76,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.705,14017.0,0.05,4.67,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,0.805,14591.0,-0.22,4.57,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.155,16604.0,0.05,4.7,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.255,17652.0,0.18,4.89667,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.355,19175.0,0.15667,4.82,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.405,19340.0,0.15,4.735,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.505,19672.0,0.26,4.67,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.555,19837.0,0.195,4.655,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.705,20335.0,0.225,4.765,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.755,21190.0,0.29,4.585,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.805,22045.0,-0.16,4.51,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.905,23755.0,-0.12,4.98,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.955,24610.0,-0.03,4.55,1.0,1
KNR159-5-20JPC,-45.54,-28.64,2951.0,1.995,25294.0,-0.24,4.98,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.01,16.777,1.005,2.765,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.05,242.83,1.01,2.68,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.15,807.95,1.125,2.665,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.21,968.7,1.3,3.11,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.25,1063.9,1.275,2.775,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.35,1325.7,1.38,2.83,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.41,1499.3,1.05,3.0,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.45,1615.1,1.25,2.715,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.55,1916.5,0.98,2.39,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.61,2100.1,1.27,2.82,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.65,2231.4,1.29,2.67,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.75,2559.6,0.9,2.41,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.81,2757.4,0.97,2.82,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.85,2889.3,0.82,2.56,1.0,1
ODP-162-984,-24.0,61.0,1650.0,0.95,3246.1,1.09,2.79,1.0,1
ODP-162-984,-24.0,61.0,1650.0,1.01,3488.74,0.8,2.83,1.0,1
ODP-162-984,-24.0,61.0,1650.0,1.05,3650.5,1.06,2.48,1.0,1
ODP-162-984,-24.0,61.0,1650.0,1.21,4322.099999999999,1.43,2.73,1.0,1
ODP-162-984,-24.0,61.0,1650.0,1.25,4490.0,1.11,2.76,1.0,1
ODP-162-984,-24.0,61.0,1650.0,1.41,5218.7,1.06,2.72,1.0,1
ODP-162-984,-24.0,61.0,1650.0,1.43,5303.526666666667,1.48,3.25,1.0,1
ODP-162-984,-24.0,61.0,1650.0,1.71,6491.1,1.22,2.82,1.0,1
ODP-162-984,-24.0,61.0,1650.0,1.81,6837.129411764707,1.3,2.77,1.0,1
ODP-162-984,-24.0,61.0,1650.0,2.05,7667.6,0.88,2.72,1.0,1
ODP-162-984,-24.0,61.0,1650.0,2.65,10411.0,0.775,3.235,1.0,1
ODP-162-984,-24.0,61.0,1650.0,2.71,10721.0,0.765,3.06,1.0,1
ODP-162-984,-24.0,61.0,1650.0,2.75,10927.0,0.72,3.17,1.0,1
ODP-162-984,-24.0,61.0,1650.0,2.81,11221.6,1.02,3.52,1.0,1
ODP-162-984,-24.0,61.0,1650.0,2.85,11418.0,0.875,3.055,1.0,1
ODP-162-984,-24.0,61.0,1650.0,2.87,11518.666666666666,1.05,3.42,1.0,1
ODP-162-984,-24.0,61.0,1650.0,2.89,11619.333333333334,1.16,3.67,1.0,1
ODP-162-984,-24.0,61.0,1650.0,2.91,11720.0,0.99,3.71,1.0,1
ODP-162-984,-24.0,61.0,1650.0,2.93,11851.5,1.03,3.74,1.0,1
ODP-162-984,-24.0,61.0,1650.0,2.95,11983.0,1.1,3.69,1.0,1
ODP-162-984,-24.0,61.0,1650.0,2.97,12201.000000000002,0.68,3.08,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.01,12637.0,0.58,3.07,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.03,12874.0,1.12,3.65,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.05,13111.0,0.92,3.44,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.07,13391.6,0.87,3.99,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.09,13672.2,0.59,2.94,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.11,13952.8,0.22,3.64,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.13,14233.4,1.08,3.54,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.15,14514.0,0.935,3.37,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.17,14772.333333333334,0.715,3.47,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.19,15030.666666666666,0.88,3.555,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.21,15289.0,0.765,3.71,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.23,15597.5,0.78,3.78,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.25,15906.0,0.31,3.41,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.27,16203.4,0.76,3.26,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.29,16500.8,0.64,2.51,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.33,17095.6,0.87,3.59,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.35,17393.0,1.375,4.59,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.39,17888.333333333332,0.39,3.13,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.41,18136.0,1.5,4.55,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.45,18520.0,1.58,4.515,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.47,18659.0,1.59,4.63,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.49,18798.0,1.57,4.8,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.51,18937.0,1.33,4.43,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.55,19215.0,1.6,4.7,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.61,19492.0,1.59,4.84,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.65,19641.0,1.525,4.725,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.71,19865.4,1.53,4.8,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.75,20015.0,1.585,4.695,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.81,20240.0,1.53,4.7,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.85,20383.714285714286,1.56,4.65,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.91,20599.28571428572,1.41,4.44,1.0,1
ODP-162-984,-24.0,61.0,1650.0,3.95,20743.0,1.455,4.72,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.01,20951.0,1.6,4.67,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.05,21089.0,1.545,4.715,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.15,21438.0,1.61,4.72,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.21,21724.6,1.55,4.63,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.31,22202.266666666663,1.61,4.46,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.61,23635.266666666663,1.45,4.67,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.75,24304.0,1.15,4.45,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.83,24785.6,0.95,4.35,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.85,24906.0,1.245,4.34,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.87,25027.0,1.39,4.515,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.89,25148.5,1.29,4.43,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.91,25270.0,1.53,4.37,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.95,25513.0,1.32,4.5,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.97,25635.0,1.625,4.5,1.0,1
ODP-162-984,-24.0,61.0,1650.0,4.99,25760.000000000004,1.66,4.42,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.005,327.0,1.25,2.65,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0125,659.0,1.28,2.44,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0175,881.0,1.24,2.55,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0225,1102.0,1.29,2.46,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0275,1324.0,1.33,2.61,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0325,1545.0,1.25,2.54,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0375,1767.0,1.28,2.49,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0425,1988.0,1.32,2.59,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0475,2210.0,1.23,2.37,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0525,2431.0,1.29,2.62,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0575,2653.0,1.29,2.52,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0625,2874.0,1.34,2.6,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0675,3096.0,1.25,2.55,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0725,3317.0,1.27,2.45,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0775,3539.0,1.33,2.51,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.085,3871.0,1.32,2.66,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0925,4203.0,1.33,2.69,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.0975,4425.0,1.23,2.58,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1025,4646.0,1.32,2.71,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1075,4868.0,1.32,2.55,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1125,5089.0,1.32,2.66,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1175,5311.0,1.35,2.55,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1225,5532.0,1.34,2.69,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1275,5754.0,1.23,2.51,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1325,5975.0,1.18,2.6,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1375,6197.0,1.17,2.44,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1425,6418.0,1.14,2.3,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1475,6640.0,1.21,2.58,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1525,6861.0,1.34,2.67,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1575,7091.0,1.24,2.57,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.165,7449.0,1.2,2.82,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1775,8045.0,0.98,2.58,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1825,8284.0,1.01,2.85,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1875,8523.0,1.04,2.52,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.1925,8761.0,1.19,2.74,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.2025,9238.0,0.89,2.53,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.2075,9462.0,0.94,2.7,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.2225,10090.0,1.06,2.79,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.2325,10509.0,0.93,2.73,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.245,11033.0,1.13,3.0,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.2525,11347.0,0.94,3.35,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.2575,11536.0,0.69,3.33,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.2625,11706.0,0.97,2.87,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.2675,11876.0,1.02,3.36,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.2725,12045.0,0.99,3.46,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.2775,12215.0,0.7,3.35,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.2825,12384.0,0.57,3.35,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.2875,12554.0,0.95,3.42,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.2925,12724.0,1.03,3.37,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.2975,12893.0,1.05,3.45,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3075,13186.0,0.97,3.55,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3125,13262.0,0.91,3.57,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3175,13338.0,0.9,3.59,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.325,13452.0,0.93,3.6,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3325,13567.0,0.49,3.57,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3375,13643.0,0.46,3.61,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3425,13719.0,0.84,3.53,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3475,13795.0,0.88,3.54,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3525,13871.0,0.92,3.55,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3575,13932.0,0.63,3.61,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3625,13978.0,0.56,3.45,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3675,14024.0,0.8,3.55,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3725,14070.0,0.84,3.57,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3775,14116.0,-0.24,3.97,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3825,14162.0,0.24,4.08,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3875,14208.0,0.51,3.48,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3925,14253.0,0.32,4.0,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.3975,14299.0,0.22,4.07,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.405,14368.0,0.43,3.75,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.4125,14533.0,0.34,3.83,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.4175,14642.0,0.3,3.6,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.4225,14752.0,0.39,3.59,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.4275,14862.0,0.28,3.57,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.4325,14971.0,0.32,4.02,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.4425,15191.0,-0.13,4.08,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.4475,15300.0,0.57,3.85,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.4525,15410.0,0.28,4.18,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.4625,15658.0,0.14,4.19,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.4675,15787.0,0.12,4.23,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.4725,15915.0,-0.23,4.41,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.4775,16044.0,0.6,4.47,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.485,16237.0,0.26,3.97,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.4925,16430.0,0.34,4.1,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.4975,16559.0,0.38,4.4,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.5025,16687.0,0.18,4.33,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.5275,17331.0,0.43,4.25,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.5325,17459.0,0.33,4.45,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.5375,17588.0,0.45,4.41,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.5425,17717.0,0.57,4.51,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.5475,17845.0,0.53,4.4,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.5525,17974.0,0.36,4.46,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.5575,18073.0,0.36,4.26,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.565,18175.0,0.36,4.44,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.5725,18278.0,0.35,4.48,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.5825,18414.0,0.6,4.5,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.5875,18483.0,0.4,4.47,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.5925,18551.0,0.43,4.45,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.5975,18619.0,0.6,4.49,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.6025,18688.0,0.45,4.52,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.6075,18761.0,0.62,4.46,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.6125,18840.0,0.55,4.44,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.6175,18919.0,0.47,4.47,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.6275,19076.0,0.58,4.43,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.6325,19155.0,0.54,4.43,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.6375,19234.0,0.71,4.62,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.645,19352.0,0.45,4.6,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.725,20494.0,0.51,4.66,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.805,21555.0,0.5,4.57,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.885,22778.0,0.56,4.43,1.0,1
KNR159-5-42JPC,-46.63,-27.76,2296.0,0.965,24001.0,0.52,4.51,1.0,1
