SiteName
130_806B
167_1014
172_1058C
177_1089
181_1123
184_1143
184_1146
184_1147
186_1150A
202_1240
CH69_K09
CHAT1K
EW9302_JPC8
FR1_94_GC3
GeoB10038_4
GeoB1016_3
GeoB1032_3
GeoB1105_3
GeoB1112_4
GeoB1117_2
GeoB16602
GeoB1710_3
GeoB1711_4
GeoB17426_3
GeoB3327_5
GeoB9528_3
GIK12329_6
GIK12392_1
GIK15612_2
GIK15627_3
GIK15637_1
GIK16772_2
GIK16867_2
GIK17286_1
GIK17961_2
GIK18471_1
GIK23414_9
GL1090
KNR140_37JPC
KX973_21_2
KX973_22_4
LPAZ21P
M125_445_7
M35027_1
MD01_2378
MD01_2386
MD01_2412
MD01_2416
MD01_2421
MD02_2488
MD02_2575
MD05_2897
MD05_2920
MD05_2925
MD06_3018
MD06_3047B
MD06_3067
MD06_3075
MD10_3340
MD73_025
MD84_527
MD95_2040
MD95_2042
MD96_2048
MD97_2120
MD97_2125_belowhiatus
MD97_2142
MR00_05_2PC
MR02_03_2PC
MR99_04_2PC
MR99_04_3PC
NEAP18K
NGHP_01_17
ODP1012
ODP1020
ODP1145
ODP1239
ODP807
ODP846
ODP980
ODP982
PS2082_1
PS2495_3
PS2498_1
R657
RC13_228
RS147_GC14
SO164_17_2
SO201_2_85
SO213_2_59_2
SU90_03
SU90_39
SU92_03
TR163_19
TR163_22
U1429
U1446
U1448
V28_127
V28_14
V30_49
W8402A_14
WIND_28K
Y71_06_12
