Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
BOFS17K,,,,0.005,0.005,,,,,,0.005,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.025,0.025,,,,,,0.025,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.045,0.045,,,,,,0.045,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.065,0.065,,,,,,0.065,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.085,0.085,,,,,,0.085,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.105,0.105,,,,,,0.105,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.125,0.125,,,,,,0.125,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.145,0.145,,,,,,0.145,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.165,0.165,,,,,,0.165,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.185,0.185,,,,,,0.185,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.205,0.205,,,,,,0.205,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.225,0.225,,,,,,0.225,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.245,0.245,,,,,,0.245,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.265,0.265,,,,,,0.265,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.285,0.285,,,,,,0.285,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.305,0.305,,,,,,0.305,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.325,0.325,,,,,,0.325,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.345,0.345,,,,,,0.345,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.365,0.365,,,,,,0.365,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.385,0.385,,,,,,0.385,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.405,0.405,,,,,,0.405,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.425,0.425,,,,,,0.425,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.445,0.445,,,,,,0.445,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.465,0.465,,,,,,0.465,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.485,0.485,,,,,,0.485,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.505,0.505,,,,,,0.505,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.525,0.525,,,,,,0.525,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.545,0.545,,,,,,0.545,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.565,0.565,,,,,,0.565,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.585,0.585,,,,,,0.585,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.605,0.605,,,,,,0.605,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.625,0.625,,,,,,0.625,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.645,0.645,,,,,,0.645,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.665,0.665,,,,,,0.665,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.685,0.685,,,,,,0.685,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.705,0.705,,,,,,0.705,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.725,0.725,,,,,,0.725,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.745,0.745,,,,,,0.745,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.765,0.765,,,,,,0.765,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.785,0.785,,,,,,0.785,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.805,0.805,,,,,,0.805,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.805,0.805,,,,,,0.805,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.805,0.805,,,,,,0.805,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.825,0.825,,,,,,0.825,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.845,0.845,,,,,,0.845,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.865,0.865,,,,,,0.865,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,0.905,0.905,,,,,,0.905,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,1.005,1.005,,,,,,1.005,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,1.105,1.105,,,,,,1.105,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,1.205,1.205,,,,,,1.205,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,1.205,1.205,,,,,,1.205,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,1.205,1.205,,,,,,1.205,depth model from Repschlaeger et al. 2021,
BOFS17K,,,,1.305,1.305,,,,,,1.305,depth model from Repschlaeger et al. 2021,
