Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
GIK17049_6,,0.125,,,G. bulloides,1910,50,50,642.5,50.1,50.1,1225,50,48,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.186488
GIK17049_6,,0.475,,,G. bulloides,5010,80,80,596.7,51,51,4991,271,124,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.186488
GIK17049_6,,0.575,,,G. bulloides,6420,80,80,667.1,50.9,50.9,6556,84,87,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.186488
GIK17049_6,,0.95,,,G. bulloides,6430,120,120,667.1,50.9,50.9,6564,97,110,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.186488
GIK17049_6,,1.2,,,G. bulloides,11820,210,210,917.2,238.6,238.6,12824,206,148,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.186488
GIK17049_6,,1.2,,,N. pachy. sin.,10150,200,200,566.2,93.5,93.5,10939,231,224,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.186488
GIK17049_6,,1.3,,,N. pachy. sin.,12140,160,160,913.9,237.8,237.8,13090,190,235,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.186488
GIK17049_6,,1.45,,,N. pachy. sin.,14750,220,220,974.1,236.2,236.2,16658,348,347,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.186488
GIK17049_6,,2.1,,,N. pachy. sin.,27800,360,360,1387.8,239.2,239.2,30720,267,309,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.186488
GIK17049_6,,2.725,,,N. pachy. sin.,28600,350,350,1158.3,231.6,231.6,31275,212,206,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.186488
GIK17049_6,,5.1,,,,,,,,,,115000,4560,4560,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,
GIK17049_6,,5.7,,,,,,,,,,130000,3160,3160,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,
GIK17049_6,,6,,,,,,,,,,136500,2420,2420,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,

