Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
ODP-162-983,,,,0.15,0.15,,,,,,0.15,,
ODP-162-983,,,,0.24,0.24,,,,,,0.24,,
ODP-162-983,,,,0.3,0.3,,,,,,0.3,,
ODP-162-983,,,,0.45,0.45,,,,,,0.45,,
ODP-162-983,,,,0.66,0.66,,,,,,0.66,,
ODP-162-983,,,,0.75,0.75,,,,,,0.75,,
ODP-162-983,,,,0.78,0.78,,,,,,0.78,,
ODP-162-983,,,,0.81,0.81,,,,,,0.81,,
ODP-162-983,,,,0.84,0.84,,,,,,0.84,,
ODP-162-983,,,,1.05,1.05,,,,,,1.05,,
ODP-162-983,,,,1.11,1.11,,,,,,1.11,,
ODP-162-983,,,,1.14,1.14,,,,,,1.14,,
ODP-162-983,,,,1.2,1.2,,,,,,1.2,,
ODP-162-983,,,,1.29,1.29,,,,,,1.29,,
ODP-162-983,,,,1.35,1.35,,,,,,1.35,,
ODP-162-983,,,,1.38,1.38,,,,,,1.38,,
ODP-162-983,,,,1.41,1.41,,,,,,1.41,,
ODP-162-983,,,,1.44,1.44,,,,,,1.44,,
ODP-162-983,,,,1.53,1.53,,,,,,1.53,,
ODP-162-983,,,,1.56,1.56,,,,,,1.56,,
ODP-162-983,,,,1.62,1.62,,,,,,1.62,,
ODP-162-983,,,,1.65,1.65,,,,,,1.65,,
ODP-162-983,,,,1.71,1.71,,,,,,1.71,,
ODP-162-983,,,,1.8,1.8,,,,,,1.8,,
ODP-162-983,,,,1.94,1.94,,,,,,1.94,,
ODP-162-983,,,,2.15,2.15,,,,,,2.15,,
ODP-162-983,,,,2.24,2.24,,,,,,2.24,,
ODP-162-983,,,,2.27,2.27,,,,,,2.27,,
ODP-162-983,,,,2.3,2.3,,,,,,2.3,,
ODP-162-983,,,,2.36,2.36,,,,,,2.36,,
ODP-162-983,,,,2.39,2.39,,,,,,2.39,,
ODP-162-983,,,,2.45,2.45,,,,,,2.45,,
ODP-162-983,,,,2.51,2.51,,,,,,2.51,,
ODP-162-983,,,,2.57,2.57,,,,,,2.57,,
