Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
SCS90-36,,,,0.0,0.0,,,,,,0.0,,
SCS90-36,,,,0.03,0.03,,,,,,0.03,,
SCS90-36,,,,0.06,0.06,,,,,,0.06,,
SCS90-36,,,,0.09,0.09,,,,,,0.09,,
SCS90-36,,,,0.12,0.12,,,,,,0.12,,
SCS90-36,,,,0.15,0.15,,,,,,0.15,,
SCS90-36,,,,0.18,0.18,,,,,,0.18,,
SCS90-36,,,,0.24,0.24,,,,,,0.24,,
SCS90-36,,,,0.27,0.27,,,,,,0.27,,
SCS90-36,,,,0.3,0.3,,,,,,0.3,,
SCS90-36,,,,0.33,0.33,,,,,,0.33,,
SCS90-36,,,,0.36,0.36,,,,,,0.36,,
SCS90-36,,,,0.39,0.39,,,,,,0.39,,
SCS90-36,,,,0.42,0.42,,,,,,0.42,,
SCS90-36,,,,0.45,0.45,,,,,,0.45,,
SCS90-36,,,,0.51,0.51,,,,,,0.51,,
SCS90-36,,,,0.6,0.6,,,,,,0.6,,
SCS90-36,,,,0.63,0.63,,,,,,0.63,,
SCS90-36,,,,0.66,0.66,,,,,,0.66,,
SCS90-36,,,,0.75,0.75,,,,,,0.75,,
SCS90-36,,,,0.87,0.87,,,,,,0.87,,
SCS90-36,,,,0.9,0.9,,,,,,0.9,,
SCS90-36,,,,0.93,0.93,,,,,,0.93,,
SCS90-36,,,,0.96,0.96,,,,,,0.96,,
SCS90-36,,,,0.99,0.99,,,,,,0.99,,
SCS90-36,,,,1.02,1.02,,,,,,1.02,,
