Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
SO201-2-85,,,,0.435,0.435,,,,,,0.435,depth model from Jonkers et al. 2020,
SO201-2-85,,,,0.455,0.455,,,,,,0.455,depth model from Jonkers et al. 2020,
SO201-2-85,,,,0.505,0.505,,,,,,0.505,depth model from Jonkers et al. 2020,
SO201-2-85,,,,0.535,0.535,,,,,,0.535,depth model from Jonkers et al. 2020,
SO201-2-85,,,,0.555,0.555,,,,,,0.555,depth model from Jonkers et al. 2020,
SO201-2-85,,,,0.605,0.605,,,,,,0.605,depth model from Jonkers et al. 2020,
SO201-2-85,,,,0.635,0.635,,,,,,0.635,depth model from Jonkers et al. 2020,
SO201-2-85,,,,0.805,0.805,,,,,,0.805,depth model from Jonkers et al. 2020,
SO201-2-85,,,,0.815,0.815,,,,,,0.815,depth model from Jonkers et al. 2020,
SO201-2-85,,,,0.855,0.855,,,,,,0.855,depth model from Jonkers et al. 2020,
SO201-2-85,,,,0.955,0.955,,,,,,0.955,depth model from Jonkers et al. 2020,
SO201-2-85,,,,1.005,1.005,,,,,,1.005,depth model from Jonkers et al. 2020,
SO201-2-85,,,,1.035,1.035,,,,,,1.035,depth model from Jonkers et al. 2020,
SO201-2-85,,,,1.055,1.055,,,,,,1.055,depth model from Jonkers et al. 2020,
SO201-2-85,,,,1.105,1.105,,,,,,1.105,depth model from Jonkers et al. 2020,
SO201-2-85,,,,1.135,1.135,,,,,,1.135,depth model from Jonkers et al. 2020,
SO201-2-85,,,,1.155,1.155,,,,,,1.155,depth model from Jonkers et al. 2020,
SO201-2-85,,,,1.205,1.205,,,,,,1.205,depth model from Jonkers et al. 2020,
SO201-2-85,,,,1.235,1.235,,,,,,1.235,depth model from Jonkers et al. 2020,
SO201-2-85,,,,1.255,1.255,,,,,,1.255,depth model from Jonkers et al. 2020,
SO201-2-85,,,,1.305,1.305,,,,,,1.305,depth model from Jonkers et al. 2020,
SO201-2-85,,,,1.315,1.315,,,,,,1.315,depth model from Jonkers et al. 2020,
SO201-2-85,,,,1.335,1.335,,,,,,1.335,depth model from Jonkers et al. 2020,
