Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
SO136_003GC,,0.35,,ETH-38753,G. inflata,16500,55,55,907.9,94,94,18843,243,228,IntCal13,,,From Jonkers et al. 2020 compilation paper,"local reservoir correction of 640 years for interglacial and 1970 years for glacial age [Pahnke and Zahn, 2005; Sikes et al., 2000]",,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.39,,KIA-14361,G. bulloides,17460,100,100,946.2,97.4,97.4,19915,365,348,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.49,,KIA-14362,G. bulloides,18870,110,110,973.7,99.5,99.5,21668,431,437,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.53,,NZA-11004,G. bulloides,19720,150,150,1027.8,102.9,102.9,22595,427,404,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.71,,KIA-14363,G. bulloides,22470,190,180,1189.8,119.3,119.3,25595,401,443,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.73,,ETH-38754,G. inflata,21805,80,80,1063.5,107.4,107.4,24974,404,447,IntCal13,,,From Jonkers et al. 2020 compilation paper,"local reservoir correction of 640 years for interglacial and 1970 years for glacial age [Pahnke and Zahn, 2005; Sikes et al., 2000]",,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.77,,KIA-14364,G. bulloides,23770,190,180,1020.4,109.6,109.6,27047,440,517,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.95,,KIA-15520,G. bulloides,28710,350,340,1032.9,127.1,127.1,31626,950,617,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,1.09,,KIA-15521,G. bulloides,29820,360,350,1044.1,109.3,109.3,32825,887,1051,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,1.21,,KIA-15522,G. bulloides,32570,510,480,789.5,114.6,114.6,35700,1209,1042,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,1.33,,KIA-15523,G. bulloides,43990,2170,1710,874.9,113.4,113.4,46967,3032,2741,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,1.76,,,,,,,,,,66000,3680,3680,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
