Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
SO136_003GC,,0.025,,ETH-38749,G. inflata,3425,30,30,407.7,50.4,50.4,3211,154,202,IntCal13,,,From Jonkers et al. 2020 compilation paper,"local reservoir correction of 640 years for interglacial and 1970 years for glacial age [Pahnke and Zahn, 2005; Sikes et al., 2000]",,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.055,,KIA-15517,G. bulloides,3860,35,35,418.3,50.6,50.6,3712,151,147,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.07,,ETH-38750,G. inflata,4340,30,30,417.9,50.2,50.2,4352,168,193,IntCal13,,,From Jonkers et al. 2020 compilation paper,"local reservoir correction of 640 years for interglacial and 1970 years for glacial age [Pahnke and Zahn, 2005; Sikes et al., 2000]",,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.11,,KIA-14358,G. bulloides,6440,45,45,510.3,50.8,50.8,6767,178,199,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.15,,KIA-15518,G. bulloides,8755,35,35,374.4,50.4,50.4,9397,129,142,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.15,,ETH-38751,G. inflata,6755,40,40,465,50.5,50.5,7208,205,197,IntCal13,,,From Jonkers et al. 2020 compilation paper,"local reservoir correction of 640 years for interglacial and 1970 years for glacial age [Pahnke and Zahn, 2005; Sikes et al., 2000]",,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.19,,KIA-15519,G. bulloides,11500,60,60,654.9,75.3,75.3,12767,219,153,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.23,,KIA-14359,G. bulloides,12250,70,70,570.4,75.3,75.3,13518,216,204,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.25,,ETH-38752,G. inflata,12450,40,40,722,90.5,90.5,13569,193,193,IntCal13,,,From Jonkers et al. 2020 compilation paper,"local reservoir correction of 640 years for interglacial and 1970 years for glacial age [Pahnke and Zahn, 2005; Sikes et al., 2000]",,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
SO136_003GC,,0.31,,KIA-14360,G. bulloides,15760,90,90,901.4,93,93,18084,317,327,IntCal13,,,From Jonkers et al. 2020 compilation paper,NaN,,"https://doi.org/10.1594/PANGAEA.700143, https://doi.org/10.1594/PANGAEA.821414"
