Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
MD95-2039,,0.385,,KIA 779,G. bulloides/N. pachyderma,6150,50,50,413.1,53.4,53.4,6539,179,187,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,1.52,,KIA13451,G. bulloides/N. pachyderma,12050,70,70,598.4,46.1,46.1,13294,159,167,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,1.6,,KIA13452,G. bulloides/N. pachyderma,12250,70,70,584.4,47.9,47.9,13498,215,180,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,1.685,,KIA 780,G. bulloides/N. pachyderma,12620,110,110,558.4,54.2,54.2,13920,316,341,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,1.7,,KIA13453,G. bulloides/N. pachyderma,15540,90,90,810.5,52.4,52.4,17921,284,278,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,1.8,,KIA13454,G. bulloides/N. pachyderma,12760,80,80,517,46.6,46.6,14208,462,363,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,1.9,,KIA13455,G. bulloides/N. pachyderma,13100,80,80,583.8,47.2,47.2,14725,403,469,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,2.085,,KIA 781/2,G. bulloides/N. pachyderma,13725,100,100,652.2,52,52,15653,359,360,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,2.3,,KIA13456,G. bulloides/N. pachyderma,13600,90,90,642.8,48.8,48.8,15496,325,312,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,2.52,,KIA13627,G. bulloides/N. pachyderma,14550,70,70,722.3,51.6,51.6,16734,301,325,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,2.885,,KIA 783/4,G. bulloides/N. pachyderma,14450,110,110,688.7,51.1,51.1,16639,384,377,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,2.915,,KIA13628,G. bulloides/N. pachyderma,14720,70,70,747.7,51.2,51.2,16945,315,345,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,2.975,,KIA13629,G. bulloides/N. pachyderma,15150,80,80,799.9,50.5,50.5,17478,297,305,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,3.095,,KIA13630,G. bulloides/N. pachyderma,15230,80,80,796.6,50.5,50.5,17601,286,279,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,5.425,,KIA 785,G. bulloides/N. pachyderma,20140,210,210,828.9,54.2,54.2,23267,558,540,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,5.425,,KIA 785/6 (avg.),G. bulloides/N. pachyderma,20430,220,220,842.8,64.4,64.4,23583,537,571,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
