Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
BOFS28_3K,,,,0.01,0.01,,,,,,0.01,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.03,0.03,,,,,,0.03,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.07,0.07,,,,,,0.07,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.18,0.18,,,,,,0.18,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.2,0.2,,,,,,0.2,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.22,0.22,,,,,,0.22,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.24,0.24,,,,,,0.24,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.26,0.26,,,,,,0.26,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.28,0.28,,,,,,0.28,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.29,0.29,,,,,,0.29,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.31,0.31,,,,,,0.31,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.4,0.4,,,,,,0.4,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.41,0.41,,,,,,0.41,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.42,0.42,,,,,,0.42,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.43,0.43,,,,,,0.43,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.44,0.44,,,,,,0.44,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.45,0.45,,,,,,0.45,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.47,0.47,,,,,,0.47,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.48,0.48,,,,,,0.48,depth model from Repschlaeger et al. 2021,
BOFS28_3K,,,,0.5,0.5,,,,,,0.5,depth model from Repschlaeger et al. 2021,
