Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
TR163-25T,,,,0.005,0.005,,,,,,0.005,,
TR163-25T,,,,0.05,0.05,,,,,,0.05,,
TR163-25T,,,,0.05,0.05,,,,,,0.05,,
TR163-25T,,,,0.05,0.05,,,,,,0.05,,
TR163-25T,,,,0.15,0.15,,,,,,0.15,,
TR163-25T,,,,0.2,0.2,,,,,,0.2,,
TR163-25T,,,,0.25,0.25,,,,,,0.25,,
TR163-25T,,,,0.3,0.3,,,,,,0.3,,
TR163-25T,,,,0.35,0.35,,,,,,0.35,,
TR163-25T,,,,0.4,0.4,,,,,,0.4,,
TR163-25T,,,,0.45,0.45,,,,,,0.45,,
TR163-25T,,,,0.45,0.45,,,,,,0.45,,
TR163-25T,,,,0.45,0.45,,,,,,0.45,,
TR163-25T,,,,0.6,0.6,,,,,,0.6,,
TR163-25T,,,,0.6,0.6,,,,,,0.6,,
TR163-25T,,,,0.6,0.6,,,,,,0.6,,
TR163-25T,,,,0.65,0.65,,,,,,0.65,,
TR163-25T,,,,0.7,0.7,,,,,,0.7,,
TR163-25T,,,,0.75,0.75,,,,,,0.75,,
TR163-25T,,,,0.8,0.8,,,,,,0.8,,
TR163-25T,,,,0.85,0.85,,,,,,0.85,,
TR163-25T,,,,0.875,0.875,,,,,,0.875,,
TR163-25T,,,,0.9,0.9,,,,,,0.9,,
TR163-25T,,,,0.95,0.95,,,,,,0.95,,
TR163-25T,,,,0.975,0.975,,,,,,0.975,,
TR163-25T,,,,1.0,1.0,,,,,,1.0,,
TR163-25T,,,,1.025,1.025,,,,,,1.025,,
TR163-25T,,,,1.05,1.05,,,,,,1.05,,
TR163-25T,,,,1.075,1.075,,,,,,1.075,,
TR163-25T,,,,1.1,1.1,,,,,,1.1,,
TR163-25T,,,,1.125,1.125,,,,,,1.125,,
TR163-25T,,,,1.15,1.15,,,,,,1.15,,
TR163-25T,,,,1.25,1.25,,,,,,1.25,,
TR163-25T,,,,1.3,1.3,,,,,,1.3,,
TR163-25T,,,,1.35,1.35,,,,,,1.35,,
TR163-25T,,,,1.4,1.4,,,,,,1.4,,
TR163-25T,,,,1.45,1.45,,,,,,1.45,,
TR163-25T,,,,1.555,1.555,,,,,,1.555,,
TR163-25T,,,,1.605,1.605,,,,,,1.605,,
TR163-25T,,,,1.655,1.655,,,,,,1.655,,
TR163-25T,,,,1.705,1.705,,,,,,1.705,,
TR163-25T,,,,1.755,1.755,,,,,,1.755,,
TR163-25T,,,,1.805,1.805,,,,,,1.805,,
TR163-25T,,,,1.855,1.855,,,,,,1.855,,
TR163-25T,,,,1.905,1.905,,,,,,1.905,,
TR163-25T,,,,1.955,1.955,,,,,,1.955,,
TR163-25T,,,,2.005,2.005,,,,,,2.005,,
