Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
GIK15637_1,,0.0075,,,G. inflata,5120,30,30,320.9,50,50,5519,72,41,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.03,,,G. inflata,5230,120,120,310.4,51.2,51.2,5650,80,60,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.075,,,G. inflata,6050,50,50,315.5,50,50,6531,99,78,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.12,,,G. inflata,6360,40,40,335.6,50,50,6863,71,66,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.215,,,G. inflata,9090,50,50,243.6,50.4,50.4,9980,170,203,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.31,,,G. inflata,10060,60,60,246.1,62.7,62.7,11225,25,27,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.36,,,G. inflata,11460,50,50,474.1,42.4,42.4,12820,120,93,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.43,,,G. inflata,12270,60,60,442.7,42.8,42.8,13654,84,85,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.46,,,G. inflata,13150,70,60,496.2,45.1,45.1,15064,152,204,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.5,,,G. inflata,14890,90,90,660.8,50.8,50.8,17329,167,177,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.5,,,G. inflata,16000,70,70,667.7,50.6,50.6,18615,105,106,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.54,,,G. inflata,16680,90,90,647.7,50.1,50.1,19357,162,154,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.555,,,G. bulloides,17970,90,90,635.8,50.9,50.9,20906,178,179,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.58,,,G. inflata,19880,190,190,648.2,51.7,51.7,23176,261,242,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.585,,,G. bulloides,17990,180,170,635.8,51.4,51.4,20932,235,228,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.6,,,G. inflata,22560,110,110,746.5,56,56,26022,128,127,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.655,,,G. inflata,23250,120,120,767.9,51,51,26805,274,275,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.655,,,G. bulloides,23840,150,140,811.6,51.9,51.9,27356,165,181,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.72,,,G. bulloides,24370,140,140,754.6,50.6,50.6,27728,137,139,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.8,,,G. bulloides,27890,170,170,793.1,51.8,51.8,31100,155,160,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.8,,,G. inflata,28680,700,640,585.7,61.3,61.3,31955,713,583,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
GIK15637_1,,0.88,,,G. inflata,32520,1100,960,619.3,60.7,60.7,35783,742,776,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.org/10.2312/reports-gpi.1998.90
