Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
CH69_K09,,,,0.0,0.0,,,,,,0.0,,
CH69_K09,,,,0.0,0.0,,,,,,0.0,,
CH69_K09,,,,0.0,0.0,,,,,,0.0,,
CH69_K09,,,,0.0,0.0,,,,,,0.0,,
CH69_K09,,,,0.05,0.05,,,,,,0.05,,
CH69_K09,,,,0.11,0.11,,,,,,0.11,,
CH69_K09,,,,0.11,0.11,,,,,,0.11,,
CH69_K09,,,,0.11,0.11,,,,,,0.11,,
CH69_K09,,,,0.2,0.2,,,,,,0.2,,
CH69_K09,,,,0.21,0.21,,,,,,0.21,,
CH69_K09,,,,0.25,0.25,,,,,,0.25,,
CH69_K09,,,,0.25,0.25,,,,,,0.25,,
CH69_K09,,,,0.25,0.25,,,,,,0.25,,
CH69_K09,,,,0.25,0.25,,,,,,0.25,,
CH69_K09,,,,0.28,0.28,,,,,,0.28,,
CH69_K09,,,,0.3,0.3,,,,,,0.3,,
CH69_K09,,,,0.32,0.32,,,,,,0.32,,
CH69_K09,,,,0.33,0.33,,,,,,0.33,,
CH69_K09,,,,0.33,0.33,,,,,,0.33,,
CH69_K09,,,,0.33,0.33,,,,,,0.33,,
CH69_K09,,,,0.33,0.33,,,,,,0.33,,
CH69_K09,,,,0.33,0.33,,,,,,0.33,,
CH69_K09,,,,0.37,0.37,,,,,,0.37,,
CH69_K09,,,,0.37,0.37,,,,,,0.37,,
CH69_K09,,,,0.37,0.37,,,,,,0.37,,
CH69_K09,,,,0.41,0.41,,,,,,0.41,,
CH69_K09,,,,0.44,0.44,,,,,,0.44,,
CH69_K09,,,,0.45,0.45,,,,,,0.45,,
CH69_K09,,,,0.47,0.47,,,,,,0.47,,
CH69_K09,,,,0.5,0.5,,,,,,0.5,,
CH69_K09,,,,0.52,0.52,,,,,,0.52,,
