Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
V29-204,,,,0.05,0.05,,,,,,0.05,depth model from Repschlaeger et al. 2021,
V29-204,,,,0.1,0.1,,,,,,0.1,depth model from Repschlaeger et al. 2021,
V29-204,,,,0.15,0.15,,,,,,0.15,depth model from Repschlaeger et al. 2021,
V29-204,,,,0.2,0.2,,,,,,0.2,depth model from Repschlaeger et al. 2021,
V29-204,,,,0.25,0.25,,,,,,0.25,depth model from Repschlaeger et al. 2021,
V29-204,,,,0.3,0.3,,,,,,0.3,depth model from Repschlaeger et al. 2021,
V29-204,,,,0.36,0.36,,,,,,0.36,depth model from Repschlaeger et al. 2021,
V29-204,,,,0.4,0.4,,,,,,0.4,depth model from Repschlaeger et al. 2021,
V29-204,,,,0.45,0.45,,,,,,0.45,depth model from Repschlaeger et al. 2021,
V29-204,,,,0.51,0.51,,,,,,0.51,depth model from Repschlaeger et al. 2021,
V29-204,,,,0.55,0.55,,,,,,0.55,depth model from Repschlaeger et al. 2021,
V29-204,,,,0.65,0.65,,,,,,0.65,depth model from Repschlaeger et al. 2021,
V29-204,,,,0.71,0.71,,,,,,0.71,depth model from Repschlaeger et al. 2021,
V29-204,,,,0.8,0.8,,,,,,0.8,depth model from Repschlaeger et al. 2021,
V29-204,,,,0.96,0.96,,,,,,0.96,depth model from Repschlaeger et al. 2021,
V29-204,,,,1.01,1.01,,,,,,1.01,depth model from Repschlaeger et al. 2021,
V29-204,,,,1.05,1.05,,,,,,1.05,depth model from Repschlaeger et al. 2021,
V29-204,,,,1.11,1.11,,,,,,1.11,depth model from Repschlaeger et al. 2021,
V29-204,,,,1.16,1.16,,,,,,1.16,depth model from Repschlaeger et al. 2021,
V29-204,,,,1.21,1.21,,,,,,1.21,depth model from Repschlaeger et al. 2021,
V29-204,,,,1.31,1.31,,,,,,1.31,depth model from Repschlaeger et al. 2021,
V29-204,,,,1.45,1.45,,,,,,1.45,depth model from Repschlaeger et al. 2021,
V29-204,,,,1.5,1.5,,,,,,1.5,depth model from Repschlaeger et al. 2021,
V29-204,,,,1.55,1.55,,,,,,1.55,depth model from Repschlaeger et al. 2021,
V29-204,,,,1.64,1.64,,,,,,1.64,depth model from Repschlaeger et al. 2021,
V29-204,,,,1.71,1.71,,,,,,1.71,depth model from Repschlaeger et al. 2021,
V29-204,,,,1.75,1.75,,,,,,1.75,depth model from Repschlaeger et al. 2021,
