Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
ODP-172-1059,,,,0.16,0.16,,,,,,0.16,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,0.4,0.4,,,,,,0.4,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,0.48,0.48,,,,,,0.48,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,0.56,0.56,,,,,,0.56,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,0.72,0.72,,,,,,0.72,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,1.52,1.52,,,,,,1.52,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,1.6,1.6,,,,,,1.6,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,1.68,1.68,,,,,,1.68,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,1.76,1.76,,,,,,1.76,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,1.84,1.84,,,,,,1.84,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,1.92,1.92,,,,,,1.92,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,2.08,2.08,,,,,,2.08,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,2.16,2.16,,,,,,2.16,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,2.32,2.32,,,,,,2.32,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,11.55,11.55,,,,,,11.55,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,11.63,11.63,,,,,,11.63,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,11.71,11.71,,,,,,11.71,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,12.35,12.35,,,,,,12.35,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,12.75,12.75,,,,,,12.75,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,12.77,12.77,,,,,,12.77,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,12.83,12.83,,,,,,12.83,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,12.93,12.93,,,,,,12.93,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,12.99,12.99,,,,,,12.99,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,13.01,13.01,,,,,,13.01,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,13.25,13.25,,,,,,13.25,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,13.79,13.79,,,,,,13.79,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,14.03,14.03,,,,,,14.03,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,14.05,14.05,,,,,,14.05,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,14.12,14.12,,,,,,14.12,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,14.2,14.2,,,,,,14.2,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,14.52,14.52,,,,,,14.52,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,16.6,16.6,,,,,,16.6,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,17.0,17.0,,,,,,17.0,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,17.02,17.02,,,,,,17.02,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,17.48,17.48,,,,,,17.48,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,17.88,17.88,,,,,,17.88,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,17.96,17.96,,,,,,17.96,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,18.06,18.06,,,,,,18.06,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,18.28,18.28,,,,,,18.28,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,18.54,18.54,,,,,,18.54,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,18.62,18.62,,,,,,18.62,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,18.94,18.94,,,,,,18.94,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,27.27,27.27,,,,,,27.27,depth model from Repschlaeger et al. 2021,
ODP-172-1059,,,,27.59,27.59,,,,,,27.59,depth model from Repschlaeger et al. 2021,
