Site,Sample Label,archival-depth (m),d13C (VPDB),d18O (VPDB),d13C-corrected (PDB),d18O-corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon-flag,Taxon-note1,Taxon-note2,Taxon-note3,Additional-note,Publication source,Original Reference,File Name,Data source,quality control
KNR166-2-29JPC,,1.2425,0.78,2.63,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.2625,0.84,2.47,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.2625,0.91,2.36,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.2625,0.89,2.77,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.2825,0.9,2.55,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.3025,0.71,2.71,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.3025,0.74,2.71,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.3025,0.88,2.55,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.3225,0.77,2.75,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.3425,0.54,2.89,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.3425,0.96,2.58,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.3425,0.91,2.59,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.3625,0.89,2.7,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.3825,0.79,2.52,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.3825,0.57,2.76,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.4025,0.87,2.85,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.4225,0.56,2.92,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.4225,0.63,3.05,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.4225,0.6,2.92,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.4425,0.69,2.76,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.4625,0.76,2.73,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.4625,0.84,2.7,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.4625,0.67,2.72,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.4825,0.81,2.82,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.5025,1.03,2.38,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.5025,0.77,2.79,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.5025,0.86,2.85,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.5225,0.7,2.76,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.5425,0.84,2.6,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.5425,0.79,2.66,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.5425,0.6,3.05,,,,,,Cibicidoides spp.,7,C. sp.,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.5625,0.63,2.5,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.5825,0.53,2.98,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.5825,0.76,2.95,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.5825,1.22,3.11,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.5825,0.87,2.49,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.6025,0.85,2.48,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.6225,1,2.96,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.6225,1.48,3.45,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.6225,0.77,2.44,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.6425,1.32,2.79,,,,,,Planulina Ariminensis,8,P. ariminensis,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.6625,1.27,3.43,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.6625,1.07,3.07,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.6625,1,3.02,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.6625,1.16,3.12,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.6825,1.27,3.09,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.7025,1.42,3.4,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.7025,1.17,3.02,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.7025,1.07,3.09,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.7225,1.29,3.14,,,,,,Cibicidoides spp.,7,C. sp.,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.7225,1.46,2.95,,,,,,Planulina Ariminensis,8,P. ariminensis,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.7425,1.35,3.38,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.7425,1.1,3.18,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.7425,1.25,3.34,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.7625,1.32,3.15,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.8025,1.19,3.44,,,,,,Cibicidoides spp.,7,C. sp.,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.8025,1.54,3.31,,,,,,Planulina Ariminensis,8,P. ariminensis,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.8225,1.5,3.44,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.8225,1.3,3.43,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.8225,1.31,3.62,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.8425,0.7,2.27,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.8625,1.48,3.48,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.8625,1.13,2.56,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.8625,1.18,3.38,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.8825,1.53,3.15,,,,,,Planulina Ariminensis,8,P. ariminensis,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.9025,1.41,3.35,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.9025,1.39,3.41,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.9025,1.36,3.36,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.9425,1.48,3.33,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.9425,1.14,3.47,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.9425,1.27,3.42,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.9625,1.05,2.82,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.9825,1.38,3.51,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,1.9825,1.24,3.24,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.1225,1.36,3.28,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.1625,1.55,3.16,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.1625,1.19,3.3,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.1625,1.45,3.33,,,,,,Cibicidoides Wuellerstorfi,1,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.2025,1.57,3.11,,,,,,Planulina Ariminensis,8,P. ariminensis,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.2425,1.19,3.34,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.2825,1.23,3.21,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.3225,1.11,3.27,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.3625,1.33,3.21,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.4025,1.41,3.36,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.4425,1.21,3.32,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.4425,1.32,2.98,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.4425,1.18,3.3,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.4825,1.3,3.26,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.5225,1.22,3.25,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.5225,1.27,3.25,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.5225,1.2,3.3,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.5625,1.16,3.27,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.6025,1.3,3.25,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.6025,1.01,3.1,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.6025,1.24,3.27,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.6425,1.4,3.14,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.6825,1.29,3.19,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.6825,1.55,2.79,,,,,,Planulina Ariminensis,8,P. ariminensis,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.6825,1.39,2.8,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.7225,1.16,3.12,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.7625,1.22,3.25,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.7625,0.91,1.85,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
KNR166-2-29JPC,,2.7625,1.21,2.86,,,,,,Cibicidoides Pachyderma,4,,,,,,"Lynch-Stieglitz, J., M.W. Schmidt, and W.B. Curry. 2011. Evidence from the Florida Straits for Younger Dryas ocean circulation changes. ocean circulation changes.",,,1
