Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
H214,,H214,,0.005,0.005,,,,,,0.005,,
H214,,H214,,0.111,0.111,,,,,,0.111,,
H214,,H214,,0.217,0.217,,,,,,0.217,,
H214,,H214,,0.322,0.322,,,,,,0.322,,
H214,,H214,,0.428,0.428,,,,,,0.428,,
H214,,H214,,0.534,0.534,,,,,,0.534,,
H214,,H214,,0.64,0.64,,,,,,0.64,,
H214,,H214,,0.763,0.763,,,,,,0.763,,
H214,,H214,,0.859,0.859,,,,,,0.859,,
H214,,H214,,1.02,1.02,,,,,,1.02,,
H214,,H214,,1.042,1.042,,,,,,1.042,,
H214,,H214,,1.064,1.064,,,,,,1.064,,
H214,,H214,,1.086,1.086,,,,,,1.086,,
H214,,H214,,1.109,1.109,,,,,,1.109,,
H214,,H214,,1.131,1.131,,,,,,1.131,,
H214,,H214,,1.153,1.153,,,,,,1.153,,
H214,,H214,,1.197,1.197,,,,,,1.197,,
H214,,H214,,1.219,1.219,,,,,,1.219,,
H214,,H214,,1.242,1.242,,,,,,1.242,,
H214,,H214,,1.264,1.264,,,,,,1.264,,
H214,,H214,,1.286,1.286,,,,,,1.286,,
H214,,H214,,1.308,1.308,,,,,,1.308,,
H214,,H214,,1.33,1.33,,,,,,1.33,,
H214,,H214,,1.353,1.353,,,,,,1.353,,
H214,,H214,,1.375,1.375,,,,,,1.375,,
H214,,H214,,1.397,1.397,,,,,,1.397,,
H214,,H214,,1.419,1.419,,,,,,1.419,,
H214,,H214,,1.463,1.463,,,,,,1.463,,
H214,,H214,,1.595,1.595,,,,,,1.595,,
H214,,H214,,1.606,1.606,,,,,,1.606,,
H214,,H214,,1.617,1.617,,,,,,1.617,,
H214,,H214,,1.628,1.628,,,,,,1.628,,
H214,,H214,,1.639,1.639,,,,,,1.639,,
H214,,H214,,1.65,1.65,,,,,,1.65,,
H214,,H214,,1.76,1.76,,,,,,1.76,,
H214,,H214,,1.815,1.815,,,,,,1.815,,
H214,,H214,,1.869,1.869,,,,,,1.869,,
H214,,H214,,1.924,1.924,,,,,,1.924,,
H214,,H214,,1.979,1.979,,,,,,1.979,,
H214,,H214,,2.079,2.079,,,,,,2.079,,
H214,,H214,,2.116,2.116,,,,,,2.116,,
H214,,H214,,2.173,2.173,,,,,,2.173,,
H214,,H214,,2.232,2.232,,,,,,2.232,,
H214,,H214,,2.349,2.349,,,,,,2.349,,
H214,,H214,,2.419,2.419,,,,,,2.419,,
H214,,H214,,2.466,2.466,,,,,,2.466,,
H214,,H214,,2.584,2.584,,,,,,2.584,,
