Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
H214,,0.322,,OZD 261,G.inflata >150,3720,90,90,375.8,51.1,51.1,3594,247,223,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,0.76,,NZA 6654,G.inflata >150,7637,87,87,395.1,53.3,53.3,8078,235,210,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,0.765,,LL 39597,G.inflata >150,7540,40,40,436.3,52.8,52.8,7922,121,157,IntCal13,,,From Jonkers et al. 2020 compilation paper,Ash Layer- 77-78cm Mamaku,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,0.785,,LL 39598,G.inflata >150,7700,40,40,432.1,50.7,50.7,8084,110,123,IntCal13,,,From Jonkers et al. 2020 compilation paper,   ,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,0.785,,LL 39599,G.inflata >150,7610,40,40,395.1,51.7,51.7,8049,122,109,IntCal13,,,From Jonkers et al. 2020 compilation paper,   ,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,0.95,,LL 39600,G.inflata >150,8800,30,30,423.9,50.8,50.8,9394,129,138,IntCal13,,,From Jonkers et al. 2020 compilation paper,Ash Layer- 96-97cm Rotoma,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,0.975,,LL 39601,G.inflata >150,8960,40,40,338.9,54,54,9603,169,120,IntCal13,,,From Jonkers et al. 2020 compilation paper,   ,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,0.975,,LL 39602,G.inflata >150,9130,40,40,345.4,51.8,51.8,9826,322,265,IntCal13,,,From Jonkers et al. 2020 compilation paper,   ,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,1.242,,OZD 262,G.inflata >150,10950,160,160,564.8,40.5,40.5,12217,470,587,IntCal13,,,From Jonkers et al. 2020 compilation paper,   ,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,1.52,,NZA 6655,G.inflata >150,12820,110,110,447.1,64.1,64.1,14495,547,452,IntCal13,,,From Jonkers et al. 2020 compilation paper,Ash Layer- 153-159cm Waiohau,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,1.595,,NZA 6662,G.inflata >150,12910,140,140,496.3,66.9,66.9,14564,569,525,IntCal13,,,From Jonkers et al. 2020 compilation paper,   ,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,1.605,,LL 40465,G.inflata >150,12940,70,70,514.3,67,67,14555,468,412,IntCal13,,,From Jonkers et al. 2020 compilation paper,   ,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,1.869,,OZD 263,G.inflata >150,14650,170,170,723.8,72.5,72.5,16880,552,547,IntCal13,,,From Jonkers et al. 2020 compilation paper,   ,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,2.025,,LL 40466,G.inflata >150,14980,70,70,783,72.3,72.3,17283,295,303,IntCal13,,,From Jonkers et al. 2020 compilation paper,   ,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,2.04,,NZA 6663,G.inflata >150,14980,120,120,783,72.3,72.3,17275,395,430,IntCal13,,,From Jonkers et al. 2020 compilation paper,Ash Layer- 205-206cm Rerewhakaaitu,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,2.07,,NZA 6664,G.inflata >150,15350,160,160,795.2,73.3,73.3,17721,432,460,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,2.085,,LL 40467,G.inflata >150,14910,70,70,754.5,72.1,72.1,17233,304,319,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,2.085,,LL 40468,G.inflata >150,14970,70,70,773,72.3,72.3,17283,295,303,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
H214,,2.419,,OZD 264,G.inflata >150,16250,220,220,781,72,72,18733,545,525,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleocean//sediment_files/complete/h214-tab.txt
