Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
GeoB3104,,,,1.08,1.08,,,,,,1.08,depth model from Jonkers et al. 2020,
GeoB3104,,,,1.13,1.13,,,,,,1.13,depth model from Jonkers et al. 2020,
GeoB3104,,,,1.18,1.18,,,,,,1.18,depth model from Jonkers et al. 2020,
GeoB3104,,,,1.33,1.33,,,,,,1.33,depth model from Jonkers et al. 2020,
GeoB3104,,,,1.38,1.38,,,,,,1.38,depth model from Jonkers et al. 2020,
GeoB3104,,,,1.43,1.43,,,,,,1.43,depth model from Jonkers et al. 2020,
GeoB3104,,,,1.48,1.48,,,,,,1.48,depth model from Jonkers et al. 2020,
GeoB3104,,,,1.53,1.53,,,,,,1.53,depth model from Jonkers et al. 2020,
GeoB3104,,,,1.58,1.58,,,,,,1.58,depth model from Jonkers et al. 2020,
GeoB3104,,,,2.53,2.53,,,,,,2.53,depth model from Jonkers et al. 2020,
GeoB3104,,,,2.58,2.58,,,,,,2.58,depth model from Jonkers et al. 2020,
GeoB3104,,,,2.63,2.63,,,,,,2.63,depth model from Jonkers et al. 2020,
GeoB3104,,,,2.68,2.68,,,,,,2.68,depth model from Jonkers et al. 2020,
GeoB3104,,,,3.73,3.73,,,,,,3.73,depth model from Jonkers et al. 2020,
GeoB3104,,,,3.78,3.78,,,,,,3.78,depth model from Jonkers et al. 2020,
GeoB3104,,,,3.83,3.83,,,,,,3.83,depth model from Jonkers et al. 2020,
GeoB3104,,,,3.88,3.88,,,,,,3.88,depth model from Jonkers et al. 2020,
GeoB3104,,,,4.78,4.78,,,,,,4.78,depth model from Jonkers et al. 2020,
GeoB3104,,,,4.83,4.83,,,,,,4.83,depth model from Jonkers et al. 2020,
GeoB3104,,,,4.88,4.88,,,,,,4.88,depth model from Jonkers et al. 2020,
GeoB3104,,,,4.93,4.93,,,,,,4.93,depth model from Jonkers et al. 2020,
