Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
GeoB3104,,,,0.03,0.03,,,,,,0.03,,
GeoB3104,,,,0.055,0.055,,,,,,0.055,,
GeoB3104,,,,0.08,0.08,,,,,,0.08,,
GeoB3104,,,,0.105,0.105,,,,,,0.105,,
GeoB3104,,,,0.13,0.13,,,,,,0.13,,
GeoB3104,,,,0.155,0.155,,,,,,0.155,,
GeoB3104,,,,0.18,0.18,,,,,,0.18,,
GeoB3104,,,,0.23,0.23,,,,,,0.23,,
GeoB3104,,,,0.255,0.255,,,,,,0.255,,
GeoB3104,,,,0.28,0.28,,,,,,0.28,,
GeoB3104,,,,0.305,0.305,,,,,,0.305,,
GeoB3104,,,,0.33,0.33,,,,,,0.33,,
GeoB3104,,,,0.355,0.355,,,,,,0.355,,
GeoB3104,,,,0.38,0.38,,,,,,0.38,,
GeoB3104,,,,0.405,0.405,,,,,,0.405,,
GeoB3104,,,,0.43,0.43,,,,,,0.43,,
GeoB3104,,,,0.48,0.48,,,,,,0.48,,
GeoB3104,,,,0.505,0.505,,,,,,0.505,,
GeoB3104,,,,0.555,0.555,,,,,,0.555,,
GeoB3104,,,,0.58,0.58,,,,,,0.58,,
GeoB3104,,,,0.605,0.605,,,,,,0.605,,
GeoB3104,,,,0.63,0.63,,,,,,0.63,,
GeoB3104,,,,0.655,0.655,,,,,,0.655,,
GeoB3104,,,,0.68,0.68,,,,,,0.68,,
GeoB3104,,,,0.755,0.755,,,,,,0.755,,
GeoB3104,,,,0.78,0.78,,,,,,0.78,,
GeoB3104,,,,0.805,0.805,,,,,,0.805,,
GeoB3104,,,,0.83,0.83,,,,,,0.83,,
GeoB3104,,,,0.88,0.88,,,,,,0.88,,
GeoB3104,,,,1.03,1.03,,,,,,1.03,,
GeoB3104,,,,1.08,1.08,,,,,,1.08,,
GeoB3104,,,,1.13,1.13,,,,,,1.13,,
GeoB3104,,,,1.18,1.18,,,,,,1.18,,
GeoB3104,,,,1.33,1.33,,,,,,1.33,,
GeoB3104,,,,1.38,1.38,,,,,,1.38,,
GeoB3104,,,,1.43,1.43,,,,,,1.43,,
GeoB3104,,,,1.48,1.48,,,,,,1.48,,
GeoB3104,,,,1.53,1.53,,,,,,1.53,,
GeoB3104,,,,1.58,1.58,,,,,,1.58,,
GeoB3104,,,,1.63,1.63,,,,,,1.63,,
GeoB3104,,,,1.655,1.655,,,,,,1.655,,
GeoB3104,,,,1.68,1.68,,,,,,1.68,,
GeoB3104,,,,1.705,1.705,,,,,,1.705,,
GeoB3104,,,,1.73,1.73,,,,,,1.73,,
GeoB3104,,,,1.755,1.755,,,,,,1.755,,
GeoB3104,,,,1.805,1.805,,,,,,1.805,,
GeoB3104,,,,1.83,1.83,,,,,,1.83,,
GeoB3104,,,,1.88,1.88,,,,,,1.88,,
GeoB3104,,,,1.905,1.905,,,,,,1.905,,
GeoB3104,,,,1.955,1.955,,,,,,1.955,,
GeoB3104,,,,2.08,2.08,,,,,,2.08,,
GeoB3104,,,,2.13,2.13,,,,,,2.13,,
GeoB3104,,,,2.155,2.155,,,,,,2.155,,
GeoB3104,,,,2.18,2.18,,,,,,2.18,,
GeoB3104,,,,2.23,2.23,,,,,,2.23,,
GeoB3104,,,,2.255,2.255,,,,,,2.255,,
GeoB3104,,,,2.33,2.33,,,,,,2.33,,
GeoB3104,,,,2.355,2.355,,,,,,2.355,,
GeoB3104,,,,2.38,2.38,,,,,,2.38,,
GeoB3104,,,,2.405,2.405,,,,,,2.405,,
GeoB3104,,,,2.43,2.43,,,,,,2.43,,
GeoB3104,,,,2.505,2.505,,,,,,2.505,,
GeoB3104,,,,2.53,2.53,,,,,,2.53,,
GeoB3104,,,,2.58,2.58,,,,,,2.58,,
GeoB3104,,,,2.63,2.63,,,,,,2.63,,
GeoB3104,,,,2.68,2.68,,,,,,2.68,,
GeoB3104,,,,2.78,2.78,,,,,,2.78,,
GeoB3104,,,,2.855,2.855,,,,,,2.855,,
GeoB3104,,,,2.88,2.88,,,,,,2.88,,
GeoB3104,,,,2.905,2.905,,,,,,2.905,,
GeoB3104,,,,2.98,2.98,,,,,,2.98,,
GeoB3104,,,,3.005,3.005,,,,,,3.005,,
GeoB3104,,,,3.03,3.03,,,,,,3.03,,
GeoB3104,,,,3.105,3.105,,,,,,3.105,,
GeoB3104,,,,3.13,3.13,,,,,,3.13,,
GeoB3104,,,,3.155,3.155,,,,,,3.155,,
GeoB3104,,,,3.28,3.28,,,,,,3.28,,
GeoB3104,,,,3.305,3.305,,,,,,3.305,,
GeoB3104,,,,3.33,3.33,,,,,,3.33,,
GeoB3104,,,,3.38,3.38,,,,,,3.38,,
GeoB3104,,,,3.405,3.405,,,,,,3.405,,
GeoB3104,,,,3.43,3.43,,,,,,3.43,,
GeoB3104,,,,3.58,3.58,,,,,,3.58,,
GeoB3104,,,,3.68,3.68,,,,,,3.68,,
GeoB3104,,,,3.73,3.73,,,,,,3.73,,
GeoB3104,,,,3.755,3.755,,,,,,3.755,,
GeoB3104,,,,3.78,3.78,,,,,,3.78,,
GeoB3104,,,,3.83,3.83,,,,,,3.83,,
GeoB3104,,,,3.88,3.88,,,,,,3.88,,
GeoB3104,,,,4.305,4.305,,,,,,4.305,,
GeoB3104,,,,4.78,4.78,,,,,,4.78,,
GeoB3104,,,,4.83,4.83,,,,,,4.83,,
GeoB3104,,,,4.88,4.88,,,,,,4.88,,
GeoB3104,,,,4.93,4.93,,,,,,4.93,,
