Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
EW9209_1JPC,,,,0.01,0.01,,,,,,0.01,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.03,0.03,,,,,,0.03,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.07,0.07,,,,,,0.07,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.1,0.1,,,,,,0.1,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.13,0.13,,,,,,0.13,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.17,0.17,,,,,,0.17,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.2,0.2,,,,,,0.2,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.23,0.23,,,,,,0.23,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.27,0.27,,,,,,0.27,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.3,0.3,,,,,,0.3,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.33,0.33,,,,,,0.33,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.37,0.37,,,,,,0.37,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.4,0.4,,,,,,0.4,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.43,0.43,,,,,,0.43,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.47,0.47,,,,,,0.47,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.5,0.5,,,,,,0.5,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.53,0.53,,,,,,0.53,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.57,0.57,,,,,,0.57,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.6,0.6,,,,,,0.6,depth model from Jonkers et al. 2020,
EW9209_1JPC,,,,0.63,0.63,,,,,,0.63,depth model from Jonkers et al. 2020,
