Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
EW9209_1JPC,,0.035,,OS-3847,G. sacc,3880,40,40,500,100,100,3606,104,150,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
EW9209_1JPC,,0.135,,OS-3848,G. sacc,6540,40,40,500,100,100,6830,110,117,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
EW9209_1JPC,,0.205,,OS-3849,G. sacc,9600,80,80,500,100,100,10205,195,82,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
EW9209_1JPC,,0.27,,OS-116098,G. ruber,9750,40,40,500,100,100,10394,96,-54,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
EW9209_1JPC,,0.3,,OS-116099,G. ruber,10850,35,35,500,200,200,12019,371,272,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
EW9209_1JPC,,0.335,,OS-3850,G. sacc,13350,50,50,500,200,200,15068,382,373,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
EW9209_1JPC,,0.435,,OS-3851,G. sacc,16600,310,310,500,200,200,19191,389,435,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
EW9209_1JPC,,0.605,,OS-3852,G. sacc,18750,70,70,500,200,200,21800,290,286,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
EW9209_1JPC,,0.835,,OS-3853,G. sacc,23700,120,120,500,200,200,27266,234,201,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
EW9209_1JPC,,0.975,,OS-3854,G. sacc,26500,240,240,500,200,200,29965,395,416,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
EW9209_1JPC,,1.175,,OS-3855,G. sacc,29900,210,210,500,200,200,33360,340,298,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
EW9209_1JPC,,1.335,,OS-3856,G. sacc,32400,180,180,500,200,200,35578,312,316,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
EW9209_1JPC,,1.535,,OS-3857,G. sacc,38800,340,340,500,200,200,42293,257,271,IntCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
