Site,Sample_label,hole_label,section_label,published_archival_depth (m),current_depth_model (m),current_depth_model_note,ODP SAMPLE Inventory:: DEPTH(mid) (m),ODP SAMPLE Inventory:: MBSF(mid) (m),ODP SAMPLE Inventory:: MCD(mid) (m),ODP SAMPLE Inventory:: CCSF(mid) (m),depth_model_1 (m),depth_model_note_1,older_depth_model_2 (m)
BOFS29_1K,,,,0.01,0.01,,,,,,0.01,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.03,0.03,,,,,,0.03,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.05,0.05,,,,,,0.05,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.09,0.09,,,,,,0.09,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.11,0.11,,,,,,0.11,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.15,0.15,,,,,,0.15,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.21,0.21,,,,,,0.21,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.25,0.25,,,,,,0.25,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.27,0.27,,,,,,0.27,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.29,0.29,,,,,,0.29,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.31,0.31,,,,,,0.31,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.33,0.33,,,,,,0.33,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.35,0.35,,,,,,0.35,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.37,0.37,,,,,,0.37,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.45,0.45,,,,,,0.45,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.47,0.47,,,,,,0.47,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.51,0.51,,,,,,0.51,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.57,0.57,,,,,,0.57,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.61,0.61,,,,,,0.61,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.65,0.65,,,,,,0.65,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.69,0.69,,,,,,0.69,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.73,0.73,,,,,,0.73,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.77,0.77,,,,,,0.77,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.81,0.81,,,,,,0.81,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.85,0.85,,,,,,0.85,depth model from Repschlaeger et al. 2021,
BOFS29_1K,,,,0.89,0.89,,,,,,0.89,depth model from Repschlaeger et al. 2021,
