Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
GeoB1711,,0.285,,KIA2590,Globorotalia inflata,4520,50,50,570,130,130,4301,209,-172,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,0.435,,KIA2589,Globorotalia inflata,7070,40,40,570,130,130,7311,119,139,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.035,,KIA2588,Globorotalia inflata,12150,50,50,570,200,200,13271,179,189,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.055,,UCI 127536,,12355,30,30,570,200,200,13469,241,-194,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.08,,UCI 127537,,12640,25,25,570,200,200,13776,224,235,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.085,,KIA557,Globorotalia inflata,12680,70,70,570,200,200,13834,236,278,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.105,,UCI 127538,,12930,25,25,570,200,200,14195,305,-282,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.13,,UCI 127539,,13050,30,30,570,200,200,14405,335,390,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.155,,KIA 47685,,13220,70,70,570,200,200,14654,366,397,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.18,,UCI 127540,,13215,30,30,570,200,200,14645,365,382,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.205,,KIA 47679,,13410,110,110,570,200,200,14962,408,430,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.23,,KIA 49307,,13460,70,70,570,200,200,15060,410,373,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.255,,KIA 47687,,13480,70,70,570,200,200,15099,411,366,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.28,,KIA 49305,,13660,70,70,570,200,200,15413,337,290,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.305,,KIA 47680,,13740,120,120,570,200,200,15523,337,333,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.33,,KIA 49399,,13700,70,70,570,200,200,15471,309,303,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.355,,KIA 47688,,13870,70,70,570,200,200,15699,291,319,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.38,,KIA4109,Globigerina bulloides,14060,60,60,570,200,200,15959,291,276,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
