Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
GIK23416-4,,0.05,0.78,2.64,0.78,2.64,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,0.15,0.87,2.73,0.87,2.73,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,0.25,0.5,2.81,0.5,2.81,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,0.35,1.1,2.68,1.1,2.68,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,0.44,0.93,2.67,0.93,2.67,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,0.55,0.79,2.77,0.79,2.77,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,0.6,0.77,2.87,0.77,2.87,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,0.65,0.94,2.86,0.94,2.86,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,0.7,1.01,2.9,1.01,2.9,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,0.75,0.8,2.83,0.8,2.83,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,0.8,0.53,3.63,0.53,3.63,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,0.85,0.31,3.63,0.31,3.63,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,0.95,0.82,3.54,0.82,3.54,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,1,0.16,3.86,0.16,3.86,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,1.05,0.05,3.81,0.05,3.81,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,1.15,0.03,3.87,0.03,3.87,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,1.2,0.13,4.16,0.13,4.16,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,1.3,0.38,4.51,0.38,4.51,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,2.25,0.34,4.3,0.34,4.3,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,2.4,0.31,4.23,0.31,4.23,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
GIK23416-4,,2.8,0.61,4.28,0.61,4.28,5-15,315,400,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Jung, Simon J A (1996): Wassermassenaustausch zwischen NE-Atlantik und Nordmeer w�hrend der letzten 300 000/80 000 Jahre im Abbild stabiler O- und C- Isotope. Berichte aus dem Sonderforschungsbereich 313, Christian-Albrechts-Universit_�t, Kiel, 61, 104 pp, https://doi.org/10.2312/reports-sfb313.1996.61",,"Jung, Simon J A; Sarnthein, Michael (2003): Stable isotope data of sediment cores GIK23416-4. PANGAEA, https://doi.org/10.1594/PANGAEA.112913",1
